122985, 2399, 1875, 2774, 102, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138693, 2250, 2320, 2597, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138731, 2242, 2310, 2598, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138769, 2235, 2329, 2611, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138807, 2243, 2328, 2594, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138845, 2257, 2300, 2597, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138883, 2227, 2340, 2590, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138921, 2237, 2322, 2601, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138959, 2235, 2316, 2611, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138997, 2259, 2338, 2588, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139035, 2214, 2352, 2576, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139074, 2205, 2317, 2606, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139111, 2254, 2328, 2624, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139149, 2245, 2316, 2579, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139187, 2207, 2335, 2592, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139225, 2209, 2310, 2617, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139263, 2252, 2324, 2574, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139300, 2214, 2340, 2605, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139338, 2207, 2353, 2607, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139376, 2232, 2350, 2613, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139414, 2221, 2350, 2590, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139452, 2236, 2349, 2612, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139488, 2233, 2323, 2598, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139525, 2235, 2340, 2609, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139561, 2227, 2366, 2597, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139598, 2184, 2352, 2612, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139635, 2180, 2357, 2613, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139671, 2187, 2378, 2602, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139708, 2226, 2362, 2594, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139745, 2222, 2343, 2580, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139781, 2209, 2372, 2578, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139818, 2206, 2332, 2586, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139855, 2227, 2359, 2613, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139896, 2180, 2359, 2610, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139938, 2186, 2362, 2603, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
139979, 2226, 2321, 2576, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140021, 2195, 2330, 2612, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140063, 2185, 2397, 2588, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140104, 2210, 2381, 2623, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140146, 2220, 2345, 2585, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140187, 2213, 2344, 2599, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140229, 2189, 2351, 2591, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140271, 2188, 2362, 2583, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140310, 2219, 2390, 2611, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140350, 2247, 2347, 2578, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140390, 2261, 2313, 2600, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140430, 2189, 2360, 2595, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140470, 2186, 2363, 2589, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140510, 2235, 2352, 2589, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140550, 2239, 2350, 2577, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140590, 2189, 2366, 2575, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140630, 2216, 2336, 2612, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140670, 2237, 2333, 2601, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140705, 2213, 2355, 2579, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140740, 2210, 2345, 2607, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140776, 2210, 2354, 2614, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140811, 2203, 2355, 2571, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140847, 2193, 2363, 2602, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140882, 2201, 2385, 2596, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140918, 2196, 2358, 2592, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140953, 2180, 2370, 2589, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
140989, 2226, 2353, 2592, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141024, 2211, 2374, 2585, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141060, 2191, 2327, 2600, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141100, 2202, 2382, 2580, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141141, 2176, 2363, 2594, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141182, 2184, 2373, 2605, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141223, 2211, 2373, 2574, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141264, 2216, 2410, 2575, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141305, 2186, 2377, 2572, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141346, 2183, 2376, 2604, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141387, 2212, 2383, 2610, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141428, 2218, 2329, 2602, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141469, 2225, 2361, 2602, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141505, 2194, 2360, 2582, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141541, 2195, 2377, 2619, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141578, 2163, 2382, 2598, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141614, 2222, 2385, 2568, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141651, 2187, 2378, 2596, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141687, 2175, 2371, 2609, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141724, 2212, 2363, 2616, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141760, 2213, 2399, 2599, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141797, 2208, 2338, 2628, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141833, 2192, 2363, 2592, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141870, 2203, 2350, 2612, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141912, 2212, 2386, 2594, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141954, 2204, 2355, 2595, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
141996, 2174, 2397, 2581, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
142038, 2183, 2393, 2605, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
142080, 2192, 2343, 2587, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
142122, 2177, 2339, 2603, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
142164, 2173, 2343, 2621, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
142206, 2190, 2396, 2569, 97, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
