137690, 2929, 1888, 2231, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153979, 2786, 2175, 2163, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154020, 2760, 2197, 2163, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154061, 2784, 2185, 2173, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154097, 2765, 2192, 2161, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154134, 2790, 2153, 2157, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154170, 2786, 2178, 2176, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154207, 2750, 2188, 2170, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154243, 2772, 2174, 2166, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154280, 2809, 2163, 2175, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154316, 2789, 2168, 2161, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154353, 2769, 2169, 2170, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154389, 2774, 2176, 2176, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154426, 2763, 2176, 2181, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154469, 2764, 2178, 2190, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154512, 2752, 2194, 2181, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154555, 2780, 2163, 2179, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154598, 2773, 2184, 2178, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154642, 2770, 2161, 2170, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154685, 2797, 2210, 2158, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154728, 2772, 2176, 2175, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154771, 2741, 2200, 2215, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154814, 2772, 2164, 2179, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154858, 2778, 2172, 2174, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154890, 2755, 2178, 2189, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154922, 2788, 2159, 2193, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154955, 2778, 2191, 2186, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
154987, 2733, 2189, 2187, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155020, 2757, 2191, 2176, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155052, 2804, 2148, 2154, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155085, 2764, 2188, 2178, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155117, 2744, 2194, 2172, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155150, 2742, 2182, 2206, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155182, 2793, 2191, 2171, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155215, 2753, 2210, 2182, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155255, 2751, 2235, 2207, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155296, 2768, 2163, 2174, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155337, 2734, 2184, 2182, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155377, 2755, 2205, 2154, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155418, 2753, 2243, 2166, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155459, 2784, 2205, 2188, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155499, 2691, 2174, 2241, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155540, 2646, 2268, 2199, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155581, 2638, 2200, 2162, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155622, 2717, 2276, 2186, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155657, 2698, 2242, 2207, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155692, 2730, 2163, 2201, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155727, 2723, 2206, 2172, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
155763, 2777, 2156, 2214, 102, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
