159305, 1952, 2318, 2893, 80, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, menggaruk, 
175872, 1906, 2734, 2423, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175912, 1905, 2755, 2449, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175953, 1902, 2785, 2435, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175989, 1904, 2770, 2420, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176026, 1929, 2713, 2427, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176063, 1915, 2758, 2461, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176100, 1903, 2769, 2417, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176137, 1887, 2768, 2411, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176173, 1910, 2792, 2412, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176210, 1897, 2768, 2422, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176247, 1899, 2749, 2452, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176284, 1907, 2765, 2428, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176321, 1892, 2796, 2418, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176358, 1883, 2782, 2422, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176397, 1922, 2765, 2401, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176436, 1902, 2761, 2417, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176475, 1879, 2783, 2418, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176515, 1865, 2773, 2432, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176554, 1890, 2791, 2433, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176593, 1884, 2782, 2438, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176633, 1900, 2753, 2441, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176672, 1908, 2743, 2437, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176711, 1896, 2750, 2441, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176751, 1911, 2779, 2433, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176788, 1853, 2782, 2420, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176826, 1888, 2762, 2449, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176864, 1889, 2777, 2406, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176902, 1885, 2739, 2426, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176940, 1887, 2734, 2459, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
176978, 1891, 2781, 2447, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177016, 1915, 2785, 2435, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177054, 1904, 2792, 2425, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177092, 1901, 2749, 2418, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177130, 1889, 2756, 2430, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177168, 1900, 2756, 2430, 89, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177206, 1892, 2777, 2452, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177244, 1893, 2766, 2436, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177282, 1902, 2735, 2469, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177320, 1910, 2767, 2422, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177358, 1903, 2752, 2432, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177396, 1916, 2738, 2451, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177434, 1900, 2746, 2422, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177472, 1902, 2765, 2448, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177510, 1905, 2752, 2459, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177548, 1901, 2755, 2433, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177593, 1909, 2744, 2455, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177639, 1929, 2707, 2428, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177685, 1900, 2756, 2456, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177731, 1901, 2741, 2452, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177777, 1919, 2753, 2424, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177822, 1922, 2769, 2416, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177868, 1904, 2733, 2439, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177914, 1914, 2735, 2434, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
177960, 1885, 2770, 2458, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178006, 1904, 2766, 2456, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178039, 1924, 2730, 2448, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178072, 1947, 2716, 2437, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178105, 1938, 2733, 2451, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178138, 1910, 2730, 2440, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178171, 1917, 2746, 2453, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178204, 1915, 2723, 2474, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178237, 1963, 2700, 2455, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178270, 1962, 2712, 2424, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178303, 1955, 2730, 2423, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178336, 1908, 2731, 2440, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178369, 1905, 2724, 2431, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178407, 1961, 2719, 2460, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178445, 1997, 2701, 2467, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178483, 1954, 2712, 2429, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178522, 1949, 2709, 2455, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178560, 1949, 2715, 2441, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178598, 1917, 2729, 2447, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178637, 1902, 2799, 2453, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178675, 1988, 2714, 2496, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178713, 1944, 2739, 2462, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178752, 1928, 2761, 2438, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178788, 1945, 2764, 2422, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178824, 1938, 2727, 2455, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178860, 1899, 2743, 2441, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178896, 1919, 2737, 2450, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178932, 1963, 2745, 2462, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
178969, 1913, 2709, 2445, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179005, 1928, 2748, 2417, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179041, 1897, 2767, 2465, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179077, 1916, 2715, 2435, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179113, 1938, 2733, 2436, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179150, 1943, 2751, 2420, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179190, 1918, 2734, 2442, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179230, 1923, 2746, 2456, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179271, 1918, 2751, 2450, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179311, 1936, 2753, 2448, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179352, 1939, 2751, 2421, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179392, 1905, 2743, 2440, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179432, 1942, 2729, 2440, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179473, 1918, 2751, 2433, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179513, 1887, 2728, 2441, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179554, 1930, 2770, 2431, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179599, 1911, 2772, 2435, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179644, 1930, 2734, 2448, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179689, 1923, 2705, 2427, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179734, 1885, 2760, 2462, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179779, 1894, 2732, 2435, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179824, 1920, 2746, 2423, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179869, 1892, 2750, 2422, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179914, 1916, 2731, 2464, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
179959, 1923, 2728, 2449, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
180005, 1909, 2744, 2438, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
180038, 1906, 2747, 2435, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
180071, 1920, 2743, 2408, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
180104, 1913, 2755, 2442, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
180137, 1904, 2761, 2436, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
180170, 1922, 2734, 2431, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
180204, 1926, 2745, 2453, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
180237, 1891, 2719, 2439, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
180270, 1921, 2762, 2457, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
180303, 1904, 2762, 2437, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
180336, 1896, 2730, 2449, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
180370, 1897, 2750, 2449, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
180408, 1918, 2732, 2421, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
180446, 1906, 2745, 2445, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
180485, 1935, 2743, 2433, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
180523, 1934, 2780, 2403, 90, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
