171005, 1539, 1110, 3717, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188268, 1437, 1472, 3617, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188310, 1455, 1471, 3590, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188352, 1440, 1447, 3618, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188394, 1453, 1443, 3611, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188436, 1487, 1433, 3612, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188469, 1480, 1443, 3611, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188503, 1444, 1443, 3628, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188537, 1456, 1432, 3632, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188571, 1482, 1427, 3598, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188605, 1502, 1421, 3616, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188639, 1481, 1425, 3587, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188673, 1449, 1430, 3623, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188707, 1478, 1437, 3614, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188741, 1471, 1455, 3572, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188775, 1453, 1454, 3629, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188809, 1438, 1447, 3617, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188849, 1492, 1448, 3609, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188890, 1476, 1449, 3605, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188931, 1477, 1435, 3610, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188972, 1456, 1451, 3602, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
189013, 1450, 1460, 3609, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
189054, 1471, 1466, 3596, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
189095, 1440, 1450, 3615, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
189136, 1446, 1449, 3615, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
189177, 1454, 1461, 3600, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
189218, 1464, 1456, 3619, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
189263, 1451, 1437, 3605, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
189308, 1465, 1468, 3607, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
189353, 1459, 1452, 3619, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
189398, 1436, 1470, 3603, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
189443, 1453, 1466, 3603, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
189488, 1430, 1481, 3583, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
189533, 1422, 1543, 3622, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
189578, 1577, 1578, 3675, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
189623, 1641, 1909, 3652, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
189669, 2290, 1902, 4568, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
189699, 1794, 1999, 4698, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
189730, 1554, 2838, 4716, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
189761, 1682, 3377, 4290, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
189792, 189, 3036, 3550, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
189823, -306, 3013, 2823, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
189854, -1021, 2902, 1793, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
189885, -1484, 3415, 1280, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
189916, -1826, 3349, 896, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
189947, -1986, 3129, 613, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
189978, -2246, 2722, 594, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190009, -2767, 2680, 490, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190051, -2985, 2096, -114, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190093, -3080, 2095, -119, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190136, -3108, 1592, 48, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190178, -3303, 1507, -131, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190221, -3420, 1344, -397, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190263, -3485, 1140, -320, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190305, -3627, 1143, -408, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190348, -3687, 1110, -600, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190390, -3522, 1140, -743, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190433, -3586, 1260, -459, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190468, -3754, 908, -482, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190503, -3604, 975, -445, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190538, -3705, 854, -263, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190573, -3643, 532, 30, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190608, -3965, 342, -192, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190643, -4051, 742, -343, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190678, -3911, 729, -377, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190713, -4036, 825, -325, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190748, -3908, 857, -308, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190783, -4070, 855, -422, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190819, -3980, 605, -420, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190858, -3856, 797, -444, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190897, -4078, 778, -387, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190936, -3932, 880, -387, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
190975, -3907, 1047, -383, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191014, -3935, 659, -300, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191053, -4011, 716, -404, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191092, -4143, 780, -449, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191131, -4036, 806, -483, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191170, -4053, 688, -401, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191210, -4059, 852, -466, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191250, -4113, 902, -623, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191291, -4057, 888, -541, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191332, -4019, 763, -527, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191372, -4074, 917, -627, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191413, -4076, 828, -541, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191454, -3996, 749, -570, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191494, -4018, 744, -622, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191535, -3971, 759, -553, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191576, -3838, 717, -427, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191617, -3871, 781, -476, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191653, -3876, 732, -403, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191690, -3908, 736, -388, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191726, -4016, 803, -498, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191763, -3977, 771, -451, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191800, -3945, 703, -413, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191836, -3974, 724, -365, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191873, -4054, 699, -430, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191910, -4031, 692, -469, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191946, -4008, 701, -479, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
191983, -3962, 700, -444, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192020, -4060, 598, -444, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192061, -4042, 731, -563, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192103, -3992, 780, -595, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192145, -3972, 755, -447, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192187, -3945, 716, -543, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192229, -3947, 767, -491, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192271, -3914, 779, -492, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192313, -3955, 665, -450, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192355, -3932, 742, -498, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192397, -3977, 668, -567, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192439, -4056, 773, -570, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192473, -4038, 751, -458, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192508, -3977, 529, -411, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192542, -3916, 593, -484, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192577, -3992, 689, -558, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192612, -3975, 737, -540, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192646, -3987, 678, -509, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192681, -3944, 585, -473, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192716, -4003, 809, -588, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192750, -3945, 787, -532, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192785, -4026, 702, -474, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192820, -3940, 719, -489, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192860, -3961, 676, -523, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192900, -3993, 741, -498, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192940, -3954, 825, -573, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
192980, -3815, 951, -542, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193020, -3908, 810, -528, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193060, -3825, 883, -537, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193100, -3791, 815, -509, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193140, -3826, 953, -495, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193180, -3479, 1084, -430, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193220, -3797, 1218, -549, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193258, -3340, 1378, -402, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193297, -3425, 1550, -399, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193336, -3394, 2194, -654, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193375, -3130, 2006, -782, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193414, -3155, 2199, -796, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193453, -2675, 2246, -764, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193492, -2760, 2733, -905, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193531, -2255, 2643, -669, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193570, -2162, 2730, -168, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193609, -1817, 3495, 297, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193646, -1460, 3680, 785, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193683, -1417, 3588, 973, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193720, -978, 4020, 1168, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193757, -624, 3935, 1992, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193794, -364, 3333, 2634, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193831, -16, 2784, 3286, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193868, 426, 2347, 3863, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193905, 488, 2048, 3908, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193942, 598, 1708, 3662, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
193979, 938, 2376, 3795, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
194017, 976, 2378, 3706, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
194058, 1069, 2049, 3754, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
194100, 1322, 1895, 3723, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
194142, 2302, 2927, 3381, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
194183, 2126, 1356, 5019, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
194225, 1203, 669, 4224, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
194267, 1250, 1397, 3214, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
194308, 1547, 1635, 3670, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
194350, 1583, 1579, 3739, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
194392, 1478, 1350, 3492, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, mengganti_posisi_duduk, 
194434, 1473, 1380, 3706, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
194471, 1449, 1373, 3721, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
194508, 1467, 1487, 3549, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
194546, 1556, 1431, 3629, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
194583, 1538, 1492, 3581, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
194621, 1501, 1468, 3594, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
194658, 1489, 1395, 3613, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
194695, 1436, 1425, 3586, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
194733, 1477, 1376, 3619, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
194770, 1459, 1459, 3557, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
194808, 1508, 1432, 3595, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
194851, 1489, 1413, 3613, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
194894, 1498, 1416, 3565, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
194937, 1491, 1454, 3594, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
194980, 1481, 1461, 3594, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195023, 1516, 1452, 3591, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195067, 1459, 1468, 3592, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195110, 1476, 1505, 3584, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195153, 1481, 1502, 3583, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195196, 1487, 1502, 3577, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195239, 1470, 1520, 3579, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195283, 1445, 1518, 3588, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195317, 1423, 1486, 3608, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195351, 1475, 1525, 3556, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195386, 1455, 1530, 3598, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195420, 1445, 1532, 3591, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195455, 1427, 1593, 3565, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195489, 1445, 1567, 3577, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195523, 1419, 1539, 3573, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195558, 1417, 1553, 3570, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195592, 1431, 1597, 3561, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195627, 1415, 1562, 3556, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195661, 1435, 1544, 3575, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195696, 1430, 1582, 3550, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195730, 1417, 1571, 3580, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195765, 1432, 1601, 3562, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195800, 1441, 1597, 3557, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195834, 1422, 1560, 3593, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195869, 1420, 1579, 3552, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195904, 1440, 1579, 3568, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195938, 1438, 1544, 3584, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
195973, 1446, 1590, 3558, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
