190038, 2375, 2583, 2209, 92, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205775, 2186, 2768, 2149, 103, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205813, 2190, 2780, 2146, 103, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205851, 2206, 2728, 2141, 103, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205889, 2227, 2777, 2141, 103, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205927, 2201, 2771, 2131, 103, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205966, 2202, 2776, 2164, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206005, 2184, 2771, 2172, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206044, 2227, 2767, 2150, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206083, 2200, 2742, 2151, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206122, 2198, 2748, 2180, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206161, 2186, 2797, 2151, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206201, 2174, 2801, 2142, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206240, 2209, 2782, 2159, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206279, 2231, 2781, 2147, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206318, 2202, 2762, 2157, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206357, 2192, 2746, 2141, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206396, 2191, 2801, 2157, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206436, 2193, 2769, 2157, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206474, 2190, 2766, 2135, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206512, 2166, 2778, 2170, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206550, 2156, 2792, 2139, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206588, 2179, 2810, 2128, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206626, 2169, 2814, 2169, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206664, 2185, 2757, 2140, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206702, 2180, 2791, 2148, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206740, 2189, 2768, 2186, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206778, 2172, 2769, 2144, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206816, 2164, 2811, 2138, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206854, 2164, 2790, 2146, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206892, 2203, 2794, 2140, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206931, 2194, 2773, 2159, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
206970, 2159, 2808, 2166, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207010, 2148, 2807, 2153, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207050, 2197, 2805, 2129, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207089, 2196, 2791, 2121, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207129, 2134, 2794, 2141, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207169, 2148, 2789, 2174, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207208, 2166, 2784, 2149, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207248, 2195, 2796, 2138, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207288, 2162, 2797, 2134, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207327, 2195, 2794, 2142, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207367, 2159, 2770, 2170, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207407, 2156, 2781, 2131, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207447, 2165, 2821, 2142, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207483, 2165, 2815, 2152, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207519, 2176, 2801, 2127, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207555, 2170, 2771, 2142, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207591, 2145, 2818, 2164, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207627, 2169, 2802, 2153, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207663, 2203, 2774, 2119, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207699, 2187, 2811, 2126, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207735, 2157, 2812, 2142, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207771, 2175, 2814, 2146, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207807, 2170, 2795, 2157, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207843, 2152, 2784, 2153, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207879, 2162, 2805, 2133, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207916, 2169, 2789, 2135, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207955, 2144, 2798, 2170, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
207995, 2139, 2809, 2119, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
208034, 2160, 2806, 2143, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
