116606, 1552, 1904, 3237, 69, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133775, 2367, 1951, 2814, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133814, 2373, 1930, 2780, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133854, 2349, 1930, 2791, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133894, 2370, 1966, 2786, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133934, 2370, 1961, 2794, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133974, 2377, 1961, 2803, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134018, 2355, 1956, 2783, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134063, 2349, 1969, 2793, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134108, 2359, 1969, 2775, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134153, 2375, 1946, 2794, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134198, 2357, 1964, 2788, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134242, 2365, 1947, 2771, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134287, 2382, 1964, 2798, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134332, 2355, 1968, 2796, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134377, 2351, 1972, 2798, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134422, 2353, 1955, 2809, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134456, 2375, 1982, 2792, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134491, 2383, 1904, 2813, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134526, 2363, 1979, 2780, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134561, 2345, 1958, 2792, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134596, 2366, 1986, 2787, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134631, 2357, 1945, 2816, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134666, 2366, 1984, 2787, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134701, 2373, 1938, 2789, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134736, 2366, 1979, 2798, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134771, 2363, 1946, 2797, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134806, 2365, 1976, 2784, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134844, 2352, 1947, 2795, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134882, 2366, 1968, 2804, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134920, 2357, 1952, 2812, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134958, 2378, 1973, 2772, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
134996, 2355, 1958, 2792, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135034, 2370, 1989, 2811, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135072, 2344, 1945, 2790, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135110, 2389, 1979, 2807, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135148, 2353, 1936, 2792, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135186, 2358, 1992, 2802, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135222, 2378, 1956, 2772, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135258, 2375, 1968, 2788, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135294, 2342, 1976, 2778, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135330, 2352, 1980, 2781, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135366, 2363, 1977, 2781, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135403, 2339, 1962, 2787, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135439, 2366, 1992, 2774, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135475, 2366, 1962, 2802, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135511, 2339, 1984, 2787, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135547, 2370, 1959, 2776, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135584, 2377, 1962, 2811, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135623, 2380, 1971, 2792, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135662, 2362, 1961, 2790, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135701, 2352, 1952, 2783, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135741, 2358, 1940, 2816, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135780, 2386, 1958, 2809, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135819, 2365, 1933, 2801, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135859, 2374, 1954, 2812, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135898, 2334, 1950, 2808, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135937, 2342, 1963, 2783, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
135977, 2395, 1954, 2797, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136022, 2368, 1954, 2811, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136068, 2361, 1973, 2788, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136114, 2375, 1963, 2786, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136160, 2367, 1939, 2802, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136206, 2371, 1948, 2806, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136251, 2367, 1952, 2787, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136297, 2382, 1937, 2785, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136343, 2374, 1959, 2798, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136389, 2353, 1961, 2785, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136435, 2352, 1947, 2803, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136467, 2375, 1958, 2798, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136500, 2373, 1956, 2799, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136532, 2373, 1969, 2790, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136565, 2394, 1937, 2779, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136597, 2398, 1958, 2789, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136630, 2362, 1983, 2795, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136662, 2381, 1923, 2785, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136695, 2354, 1962, 2805, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136727, 2356, 1951, 2798, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136760, 2362, 1966, 2808, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136793, 2380, 1925, 2788, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136832, 2398, 1941, 2795, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136871, 2371, 1969, 2793, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136910, 2374, 1972, 2790, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136949, 2382, 1978, 2807, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
136989, 2413, 1962, 2787, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137028, 2384, 1958, 2789, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137067, 2374, 1950, 2793, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137106, 2360, 1965, 2780, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137145, 2381, 1958, 2799, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137185, 2360, 1933, 2817, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137224, 2365, 1946, 2784, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137263, 2358, 1955, 2798, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137303, 2370, 1946, 2821, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137342, 2359, 1946, 2802, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137382, 2386, 1953, 2803, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137421, 2365, 1949, 2805, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137460, 2379, 1942, 2772, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137500, 2396, 1948, 2787, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137539, 2376, 1928, 2807, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137579, 2353, 1945, 2779, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137614, 2393, 1924, 2798, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137650, 2365, 1945, 2810, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137686, 2365, 1976, 2820, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137722, 2354, 1977, 2807, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137758, 2368, 1955, 2796, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137793, 2362, 1942, 2793, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137829, 2365, 1941, 2821, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137865, 2394, 1944, 2795, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137901, 2371, 1959, 2807, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137937, 2346, 1934, 2802, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
137973, 2344, 1949, 2803, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138011, 2343, 1940, 2790, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138050, 2379, 1964, 2795, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138089, 2367, 1938, 2800, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138127, 2375, 1963, 2813, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138166, 2373, 1967, 2793, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138205, 2352, 1954, 2795, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138243, 2356, 1959, 2803, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138282, 2363, 1968, 2781, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138321, 2383, 1953, 2792, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138360, 2355, 1951, 2788, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138400, 2383, 1966, 2804, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138441, 2359, 1922, 2786, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138481, 2368, 1979, 2819, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138522, 2362, 1951, 2807, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138562, 2354, 1965, 2794, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138603, 2389, 1944, 2760, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138643, 2351, 1968, 2773, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138684, 2359, 1921, 2811, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138724, 2370, 1965, 2770, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138765, 2359, 1975, 2788, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138806, 2366, 1974, 2808, 67, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138842, 2347, 1941, 2824, 68, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138879, 2391, 1961, 2755, 68, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
138915, 2366, 1961, 2803, 68, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
