161879, 3117, 731, 2758, 82, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178963, 2762, 1031, 2951, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178999, 2752, 1018, 2939, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
179035, 2713, 1011, 2986, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
179071, 2719, 1054, 2947, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
179108, 2754, 998, 2986, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
179144, 2742, 1032, 2950, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
179180, 2759, 995, 3012, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
179216, 2757, 1020, 2937, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
179252, 2725, 996, 2970, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
179289, 2727, 1013, 2969, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
179325, 2688, 1022, 2902, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
179362, 2745, 1031, 3009, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
179399, 2714, 978, 2976, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
179435, 2723, 1012, 2967, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
179472, 2742, 957, 3017, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
179509, 2849, 823, 2928, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
179546, 2830, 965, 2882, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
