275350, 2778, 1823, 2491, 70, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291278, 2743, 1941, 2423, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291322, 2772, 1937, 2456, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291366, 2759, 1926, 2416, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291410, 2728, 1934, 2413, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291454, 2726, 1955, 2459, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291498, 2796, 1908, 2423, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291542, 2742, 1889, 2432, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291586, 2726, 1938, 2432, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291630, 2739, 1937, 2435, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291675, 2759, 1928, 2456, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291708, 2745, 1924, 2449, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291742, 2750, 1921, 2423, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291776, 2743, 1930, 2441, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291810, 2757, 1951, 2427, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291844, 2749, 1917, 2435, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291877, 2739, 1928, 2455, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291911, 2766, 1908, 2423, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291945, 2742, 1938, 2442, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291979, 2727, 1942, 2444, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292013, 2763, 1934, 2437, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292047, 2777, 1908, 2440, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292085, 2751, 1909, 2417, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292123, 2745, 1925, 2405, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292162, 2763, 1928, 2423, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292200, 2765, 1953, 2432, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292239, 2752, 1919, 2421, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292277, 2766, 1931, 2418, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292315, 2774, 1906, 2428, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292354, 2770, 1910, 2436, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292392, 2737, 1926, 2425, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292431, 2770, 1935, 2425, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292471, 2753, 1926, 2444, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292512, 2752, 1954, 2432, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292552, 2746, 1954, 2415, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292593, 2737, 1916, 2403, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292633, 2749, 1931, 2416, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292674, 2752, 1911, 2431, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292714, 2750, 1937, 2433, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292755, 2742, 1901, 2452, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292795, 2751, 1920, 2430, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292836, 2751, 1942, 2430, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292875, 2741, 1943, 2454, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292914, 2765, 1931, 2436, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292953, 2748, 1953, 2432, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
292992, 2748, 1926, 2437, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293031, 2753, 1922, 2409, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293070, 2745, 1934, 2453, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293109, 2735, 1940, 2434, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293148, 2760, 1905, 2436, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293187, 2763, 1927, 2413, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293226, 2749, 1921, 2423, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293266, 2747, 1942, 2433, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293301, 2731, 1933, 2431, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293336, 2734, 1968, 2435, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293371, 2763, 1951, 2424, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293406, 2754, 1929, 2424, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293442, 2742, 1909, 2451, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293477, 2739, 1931, 2447, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293512, 2723, 1949, 2443, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293547, 2746, 1924, 2440, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293582, 2768, 1945, 2417, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293618, 2738, 1946, 2437, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293657, 2733, 1957, 2429, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293697, 2753, 1922, 2428, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293736, 2739, 1957, 2438, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293776, 2739, 1950, 2420, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293816, 2730, 1943, 2432, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293855, 2738, 1933, 2419, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293895, 2727, 1953, 2435, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293935, 2735, 1965, 2446, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
293974, 2733, 1967, 2427, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294014, 2752, 1957, 2432, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294054, 2727, 1935, 2451, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294090, 2741, 1940, 2443, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294127, 2731, 1945, 2430, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294163, 2742, 1941, 2438, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294200, 2735, 1947, 2439, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294237, 2729, 1968, 2419, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294273, 2708, 1956, 2462, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294310, 2748, 1925, 2459, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294346, 2726, 1951, 2449, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294383, 2731, 1965, 2449, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294420, 2723, 1931, 2439, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294463, 2721, 1952, 2435, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294506, 2727, 1995, 2434, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294549, 2725, 1926, 2425, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294592, 2719, 1949, 2429, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294636, 2738, 1967, 2425, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294679, 2719, 1937, 2442, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294722, 2733, 1993, 2412, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294765, 2714, 1999, 2414, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294808, 2712, 1982, 2455, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294852, 2744, 1960, 2420, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294887, 2734, 1958, 2435, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294922, 2753, 1960, 2438, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294957, 2726, 1983, 2429, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
294992, 2736, 2004, 2412, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295027, 2685, 2009, 2436, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295063, 2695, 1967, 2432, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295098, 2722, 2023, 2405, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295133, 2735, 1961, 2409, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295168, 2734, 1958, 2433, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295203, 2728, 2001, 2409, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295239, 2710, 2001, 2419, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295276, 2723, 1990, 2425, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295314, 2723, 1986, 2412, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295351, 2713, 1981, 2394, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295389, 2728, 1997, 2470, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295427, 2722, 1972, 2440, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295464, 2719, 1991, 2433, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295502, 2725, 1976, 2437, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295539, 2747, 1981, 2427, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295577, 2749, 1966, 2397, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295615, 2732, 1960, 2448, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295654, 2709, 1969, 2425, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295694, 2735, 1970, 2438, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295733, 2710, 1972, 2449, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295773, 2716, 1954, 2422, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295812, 2724, 1979, 2442, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295852, 2717, 1982, 2413, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295891, 2714, 1931, 2437, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295931, 2740, 1962, 2437, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
295970, 2731, 1947, 2449, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296010, 2711, 1969, 2457, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296050, 2720, 1950, 2443, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296087, 2699, 1942, 2466, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296124, 2710, 1948, 2451, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296162, 2714, 1942, 2441, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296199, 2715, 1965, 2436, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296237, 2710, 1949, 2455, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296274, 2701, 1952, 2436, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296311, 2721, 1908, 2468, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296349, 2740, 1944, 2424, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296386, 2719, 1953, 2440, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296424, 2731, 1965, 2441, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296466, 2765, 1968, 2424, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296508, 2737, 1951, 2414, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296550, 2722, 1953, 2465, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296593, 2707, 1932, 2463, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296635, 2722, 1936, 2445, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296677, 2704, 1947, 2428, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296720, 2724, 1971, 2398, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296762, 2720, 1977, 2412, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296804, 2725, 1934, 2458, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296847, 2745, 1901, 2466, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296882, 2759, 1896, 2438, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296917, 2756, 1892, 2412, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296952, 2752, 1955, 2436, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
296987, 2755, 1958, 2427, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297022, 2748, 1935, 2453, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297057, 2733, 1933, 2439, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297092, 2741, 1926, 2447, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297127, 2782, 1902, 2458, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297162, 2747, 1920, 2458, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297197, 2723, 1918, 2439, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297233, 2737, 1934, 2448, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297276, 2746, 1927, 2441, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297320, 2723, 1963, 2465, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297363, 2731, 1964, 2434, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297407, 2752, 1910, 2441, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297451, 2736, 1914, 2458, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297494, 2748, 1923, 2455, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297538, 2754, 1942, 2454, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297581, 2733, 1944, 2426, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297625, 2748, 1969, 2435, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297669, 2730, 1952, 2440, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297701, 2717, 1932, 2461, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297734, 2737, 1942, 2432, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297767, 2736, 1958, 2436, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297800, 2724, 1942, 2442, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297833, 2745, 1944, 2449, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297865, 2742, 1981, 2439, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297898, 2752, 1940, 2445, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297931, 2726, 1938, 2458, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297964, 2738, 1965, 2460, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
297997, 2716, 1963, 2436, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298030, 2716, 1940, 2449, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298073, 2738, 1942, 2431, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298117, 2710, 1929, 2439, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298161, 2729, 1966, 2475, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298205, 2734, 1940, 2427, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298249, 2710, 1959, 2424, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298292, 2731, 1959, 2451, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298336, 2725, 1959, 2433, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298380, 2747, 1921, 2454, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298424, 2725, 1947, 2444, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298468, 2720, 1961, 2444, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298503, 2733, 1937, 2443, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298538, 2756, 1951, 2419, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298573, 2741, 1968, 2407, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298608, 2725, 1951, 2438, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298643, 2729, 1933, 2443, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298678, 2733, 1982, 2442, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298713, 2723, 1962, 2423, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298748, 2730, 1960, 2437, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298783, 2729, 1932, 2435, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298818, 2723, 1956, 2410, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298859, 2735, 1960, 2440, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298900, 2722, 1964, 2429, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298942, 2766, 1979, 2436, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
298983, 2725, 1980, 2447, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299025, 2741, 1955, 2425, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299066, 2741, 1975, 2426, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299108, 2711, 1952, 2446, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299149, 2739, 1962, 2432, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299191, 2698, 1975, 2449, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
299232, 2719, 1957, 2441, 73, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
