385685, 1169, 2143, 3300, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401501, 875, 2307, 3298, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401541, 878, 2329, 3309, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401581, 892, 2296, 3316, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401621, 894, 2324, 3309, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401661, 891, 2348, 3288, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401702, 889, 2316, 3304, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401740, 894, 2343, 3304, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401778, 913, 2326, 3297, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401816, 902, 2318, 3296, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401854, 887, 2323, 3322, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401892, 869, 2346, 3316, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401930, 875, 2347, 3304, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401968, 907, 2321, 3301, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402006, 858, 2332, 3317, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402044, 875, 2324, 3312, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402082, 901, 2337, 3302, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402121, 900, 2332, 3315, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402161, 872, 2317, 3303, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402201, 833, 2342, 3302, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402241, 845, 2352, 3300, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402281, 904, 2318, 3289, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402322, 889, 2336, 3307, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402362, 887, 2335, 3312, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402402, 874, 2315, 3288, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402442, 864, 2344, 3313, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402482, 877, 2316, 3297, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402523, 885, 2318, 3314, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402562, 880, 2335, 3283, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402602, 874, 2316, 3313, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402642, 877, 2346, 3327, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402682, 879, 2332, 3278, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402722, 872, 2325, 3308, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402762, 901, 2341, 3308, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402802, 902, 2325, 3313, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402842, 853, 2319, 3313, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402882, 864, 2366, 3275, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402922, 882, 2337, 3310, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402959, 893, 2335, 3303, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
402997, 881, 2329, 3315, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403035, 842, 2343, 3288, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403072, 869, 2326, 3313, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403110, 884, 2338, 3318, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403148, 833, 2339, 3311, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403186, 841, 2338, 3311, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403223, 864, 2344, 3296, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403261, 850, 2347, 3319, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403299, 858, 2333, 3303, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403337, 865, 2339, 3310, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403374, 852, 2309, 3296, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403412, 849, 2331, 3306, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403449, 863, 2342, 3299, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403487, 858, 2336, 3307, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403524, 846, 2328, 3321, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403562, 843, 2341, 3306, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403599, 848, 2341, 3311, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403637, 848, 2371, 3306, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403674, 860, 2311, 3293, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403712, 853, 2327, 3325, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403746, 841, 2317, 3320, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403780, 858, 2353, 3297, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403814, 812, 2367, 3316, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403848, 868, 2331, 3296, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403882, 859, 2318, 3291, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403917, 839, 2333, 3305, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403951, 864, 2365, 3310, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
403985, 868, 2346, 3302, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404019, 867, 2339, 3300, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404053, 861, 2356, 3296, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404088, 862, 2365, 3300, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404128, 871, 2319, 3318, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404169, 893, 2358, 3305, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404209, 899, 2334, 3308, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404250, 856, 2356, 3286, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404290, 864, 2342, 3299, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404331, 864, 2332, 3290, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404371, 846, 2344, 3305, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404412, 870, 2360, 3306, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404452, 849, 2318, 3314, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404493, 879, 2323, 3307, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404534, 848, 2341, 3297, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404576, 848, 2357, 3297, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404618, 876, 2360, 3286, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404659, 868, 2341, 3305, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404701, 843, 2356, 3302, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404743, 859, 2389, 3315, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404784, 869, 2336, 3309, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404826, 869, 2340, 3306, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404868, 840, 2337, 3306, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404910, 859, 2331, 3287, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404944, 874, 2369, 3292, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
404978, 857, 2346, 3306, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405012, 819, 2352, 3305, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405046, 859, 2331, 3310, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405080, 855, 2348, 3309, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405115, 862, 2317, 3318, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405149, 849, 2331, 3304, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405183, 849, 2337, 3301, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405217, 871, 2319, 3331, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405251, 844, 2338, 3297, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405286, 845, 2350, 3276, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405328, 832, 2342, 3299, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405370, 857, 2323, 3312, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405412, 857, 2333, 3308, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405454, 860, 2334, 3306, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405496, 864, 2351, 3293, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405538, 867, 2344, 3309, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405580, 856, 2336, 3295, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405622, 843, 2335, 3308, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405664, 859, 2319, 3295, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405707, 818, 2344, 3296, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405746, 850, 2352, 3309, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405786, 857, 2350, 3292, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405826, 861, 2343, 3304, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405865, 835, 2334, 3312, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405905, 832, 2370, 3308, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405945, 858, 2331, 3291, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
405985, 853, 2319, 3299, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406024, 828, 2347, 3315, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406064, 828, 2341, 3311, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406104, 880, 2336, 3299, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406144, 840, 2342, 3309, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406180, 818, 2323, 3304, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406216, 857, 2349, 3305, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406252, 843, 2357, 3309, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406288, 860, 2339, 3306, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406324, 835, 2343, 3303, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406360, 829, 2328, 3318, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406396, 839, 2328, 3298, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406432, 852, 2331, 3307, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406468, 835, 2360, 3305, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406504, 858, 2304, 3306, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406542, 834, 2301, 3310, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406581, 847, 2359, 3305, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406620, 857, 2351, 3306, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406659, 836, 2324, 3299, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406698, 823, 2334, 3312, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406737, 816, 2355, 3282, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406776, 853, 2337, 3317, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406815, 886, 2346, 3313, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406854, 863, 2334, 3295, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406893, 868, 2359, 3290, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406930, 837, 2352, 3304, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
406968, 845, 2317, 3291, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407005, 850, 2335, 3305, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407043, 821, 2347, 3305, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407081, 828, 2316, 3308, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407118, 864, 2338, 3308, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407156, 851, 2336, 3313, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407194, 843, 2358, 3320, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407231, 844, 2336, 3297, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407269, 838, 2332, 3301, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407307, 846, 2323, 3311, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407348, 851, 2358, 3311, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407389, 851, 2337, 3301, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407430, 850, 2363, 3300, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407471, 870, 2365, 3314, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407512, 849, 2351, 3310, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407553, 845, 2320, 3293, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407594, 853, 2339, 3290, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407635, 850, 2350, 3302, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407676, 839, 2339, 3300, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407717, 854, 2346, 3290, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407755, 831, 2365, 3282, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407794, 841, 2377, 3310, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407833, 881, 2340, 3287, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407872, 856, 2355, 3288, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407911, 839, 2348, 3303, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407949, 841, 2341, 3299, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
407988, 851, 2341, 3309, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408027, 869, 2344, 3280, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408066, 846, 2361, 3297, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408105, 864, 2352, 3313, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408141, 864, 2347, 3296, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408178, 860, 2338, 3295, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408215, 853, 2373, 3291, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408251, 850, 2349, 3299, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408288, 842, 2355, 3294, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408325, 857, 2360, 3301, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408362, 830, 2350, 3313, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408398, 860, 2345, 3291, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408435, 867, 2353, 3284, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408472, 880, 2367, 3305, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408509, 877, 2365, 3305, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408548, 852, 2350, 3289, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408587, 843, 2348, 3293, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408626, 861, 2352, 3307, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408666, 856, 2330, 3293, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408705, 853, 2334, 3310, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408744, 860, 2365, 3290, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408784, 833, 2359, 3301, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408823, 832, 2350, 3288, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408862, 878, 2354, 3278, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408902, 860, 2346, 3304, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408937, 836, 2315, 3313, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
408972, 845, 2356, 3290, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409008, 867, 2338, 3288, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409043, 865, 2362, 3301, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409079, 849, 2368, 3297, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409114, 854, 2350, 3304, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409150, 867, 2353, 3298, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409185, 868, 2358, 3285, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409221, 863, 2369, 3295, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409256, 844, 2364, 3291, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409292, 862, 2351, 3310, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409334, 865, 2353, 3296, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409377, 838, 2332, 3294, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
409419, 848, 2362, 3295, 65, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
