146563, 1329, 2101, 3418, 99, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161195, 1088, 2390, 3221, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161234, 1054, 2383, 3213, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161273, 1052, 2342, 3202, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161312, 1043, 2349, 3256, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161351, 1050, 2400, 3213, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161390, 1049, 2369, 3201, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161431, 1050, 2401, 3226, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161473, 1048, 2401, 3200, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161515, 1048, 2365, 3221, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161557, 1013, 2409, 3212, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161599, 1000, 2395, 3229, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161641, 1068, 2383, 3250, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161683, 1035, 2348, 3231, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161725, 1004, 2375, 3210, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161767, 1003, 2452, 3208, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161809, 1017, 2424, 3198, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161841, 1034, 2371, 3207, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161873, 1055, 2394, 3217, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161905, 1041, 2408, 3215, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161937, 1004, 2420, 3210, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161969, 1002, 2374, 3209, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162001, 1038, 2389, 3231, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162033, 1016, 2412, 3219, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162065, 1003, 2415, 3207, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162097, 1018, 2402, 3270, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162129, 1028, 2406, 3212, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162162, 1024, 2410, 3214, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162203, 1014, 2404, 3200, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162244, 1063, 2403, 3193, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162285, 1031, 2385, 3217, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162326, 999, 2405, 3218, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162367, 1011, 2407, 3223, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162408, 1045, 2387, 3222, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162449, 1019, 2383, 3215, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162490, 1012, 2391, 3231, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162531, 1001, 2414, 3196, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162572, 1011, 2400, 3233, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162610, 1010, 2393, 3203, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162649, 1033, 2426, 3247, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162687, 1001, 2383, 3205, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162726, 1005, 2394, 3211, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162764, 1022, 2395, 3236, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162803, 993, 2391, 3206, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162841, 1011, 2387, 3212, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162880, 1022, 2430, 3218, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162918, 1011, 2378, 3201, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162957, 1012, 2394, 3228, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
162995, 1004, 2410, 3222, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163034, 1004, 2377, 3200, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163073, 1007, 2405, 3224, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163111, 1024, 2421, 3234, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163150, 1000, 2422, 3216, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163189, 1010, 2418, 3210, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163228, 1015, 2389, 3194, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163266, 996, 2380, 3217, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163305, 979, 2409, 3233, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163344, 1008, 2415, 3218, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163383, 1010, 2364, 3204, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163425, 1030, 2399, 3235, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163467, 981, 2408, 3228, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163510, 994, 2414, 3219, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163552, 1006, 2386, 3217, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163595, 1039, 2390, 3228, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163637, 1027, 2418, 3199, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163679, 1017, 2407, 3216, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163722, 998, 2391, 3220, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163764, 997, 2420, 3212, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163807, 1012, 2397, 3206, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163844, 1032, 2385, 3234, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163881, 982, 2400, 3213, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163918, 979, 2398, 3226, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163955, 992, 2429, 3225, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
163992, 975, 2328, 3215, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164029, 984, 2429, 3223, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164066, 1003, 2405, 3212, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164103, 1021, 2397, 3230, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164140, 1008, 2379, 3218, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164178, 1014, 2382, 3223, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164214, 977, 2399, 3210, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164251, 963, 2430, 3232, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164288, 974, 2398, 3222, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164324, 1009, 2396, 3217, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164361, 1000, 2365, 3236, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164398, 1008, 2396, 3216, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164435, 1013, 2402, 3248, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164471, 973, 2392, 3218, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164508, 1005, 2389, 3210, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164545, 1010, 2385, 3228, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164582, 994, 2377, 3244, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164620, 994, 2404, 3219, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164659, 1004, 2388, 3206, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164698, 1004, 2385, 3241, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164737, 1021, 2416, 3200, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164776, 1007, 2419, 3206, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164815, 999, 2397, 3219, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164854, 991, 2392, 3199, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164893, 1006, 2406, 3224, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164932, 992, 2398, 3224, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
164971, 1002, 2412, 3204, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165008, 993, 2367, 3234, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165045, 996, 2396, 3220, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165082, 995, 2398, 3234, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165119, 969, 2437, 3222, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165156, 1005, 2388, 3234, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165193, 1002, 2409, 3226, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165230, 1005, 2396, 3223, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165267, 1018, 2420, 3227, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165304, 1002, 2405, 3228, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165341, 1013, 2382, 3231, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165378, 969, 2401, 3257, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165420, 998, 2391, 3228, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165462, 1006, 2354, 3211, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165504, 984, 2393, 3247, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165546, 1000, 2390, 3212, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165588, 1021, 2382, 3256, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165630, 1002, 2384, 3229, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165672, 989, 2394, 3225, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165714, 992, 2399, 3224, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165756, 1002, 2389, 3224, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165798, 984, 2378, 3208, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165837, 984, 2406, 3207, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165876, 997, 2390, 3241, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165915, 1026, 2384, 3231, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165954, 1002, 2379, 3235, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
165994, 990, 2377, 3227, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166033, 990, 2395, 3258, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166072, 960, 2425, 3225, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166111, 986, 2417, 3222, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166150, 983, 2366, 3225, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166190, 999, 2382, 3210, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166224, 992, 2411, 3231, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166259, 1006, 2394, 3225, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166294, 968, 2399, 3218, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166328, 966, 2396, 3227, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166363, 959, 2418, 3202, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166398, 970, 2387, 3233, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166433, 991, 2413, 3227, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166467, 1015, 2407, 3210, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166502, 990, 2400, 3222, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166537, 966, 2418, 3234, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166572, 963, 2420, 3215, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166611, 984, 2400, 3199, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166650, 981, 2386, 3227, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166689, 989, 2408, 3219, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166728, 968, 2403, 3207, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166767, 976, 2414, 3218, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166806, 977, 2409, 3235, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166845, 1004, 2419, 3211, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166884, 1001, 2385, 3231, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166923, 988, 2417, 3213, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
166963, 989, 2409, 3229, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167000, 999, 2406, 3228, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167037, 994, 2404, 3210, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167075, 965, 2399, 3225, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167112, 957, 2408, 3215, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167149, 1004, 2412, 3199, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167187, 1013, 2379, 3227, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167224, 973, 2371, 3229, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167261, 981, 2447, 3231, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167299, 960, 2406, 3194, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167336, 999, 2407, 3215, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167374, 990, 2396, 3208, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167417, 979, 2382, 3222, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167460, 963, 2406, 3226, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167504, 958, 2416, 3225, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167547, 1001, 2396, 3217, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167591, 981, 2398, 3235, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167634, 961, 2426, 3210, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167677, 972, 2432, 3201, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167721, 1006, 2397, 3229, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167764, 991, 2403, 3221, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167808, 986, 2414, 3193, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167846, 977, 2417, 3223, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167884, 973, 2414, 3231, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167922, 980, 2429, 3220, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167960, 979, 2400, 3221, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
167998, 977, 2412, 3221, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
168036, 947, 2439, 3230, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
168074, 982, 2412, 3243, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
168112, 1003, 2398, 3210, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
168150, 979, 2399, 3209, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
168188, 979, 2419, 3203, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
168224, 976, 2417, 3212, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
168261, 973, 2408, 3216, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
168297, 978, 2417, 3214, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
168334, 994, 2432, 3214, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
168370, 979, 2413, 3205, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
168407, 977, 2420, 3223, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
168443, 948, 2440, 3212, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
168480, 984, 2418, 3231, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
168516, 993, 2432, 3211, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
168553, 985, 2402, 3209, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
