440597, 2254, 1995, 2877, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457106, 2167, 2092, 2828, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457144, 2191, 2094, 2836, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457182, 2244, 2049, 2819, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457220, 2245, 2023, 2840, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457259, 2257, 2027, 2828, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457296, 2209, 2094, 2855, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457334, 2200, 2092, 2843, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457371, 2223, 2109, 2807, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457409, 2187, 2121, 2820, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457446, 2199, 2119, 2819, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457484, 2223, 2096, 2813, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457521, 2258, 2047, 2821, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457559, 2223, 2070, 2816, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457596, 2232, 2093, 2812, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457634, 2198, 2077, 2846, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457670, 2178, 2079, 2824, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457707, 2232, 2080, 2813, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457744, 2214, 2046, 2826, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457780, 2219, 2099, 2820, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457817, 2190, 2094, 2822, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457854, 2168, 2106, 2830, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457891, 2194, 2098, 2809, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457927, 2201, 2019, 2824, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457964, 2235, 2096, 2823, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458001, 2175, 2093, 2844, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458038, 2187, 2166, 2764, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458077, 2157, 2129, 2831, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458116, 2157, 2077, 2814, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458155, 2233, 2088, 2822, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458195, 2214, 2059, 2846, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458234, 2190, 2097, 2833, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458273, 2198, 2098, 2825, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458313, 2196, 2082, 2830, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458352, 2189, 2075, 2839, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458391, 2187, 2080, 2860, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458431, 2172, 2078, 2832, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458471, 2206, 2063, 2829, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458511, 2193, 2085, 2818, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458551, 2198, 2094, 2829, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458591, 2202, 2090, 2836, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458632, 2190, 2070, 2833, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458672, 2206, 2060, 2835, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458712, 2195, 2067, 2841, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458752, 2168, 2127, 2838, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458792, 2175, 2124, 2821, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458833, 2232, 2094, 2821, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458869, 2217, 2061, 2840, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458906, 2178, 2045, 2847, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458942, 2202, 2099, 2839, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
458979, 2169, 2112, 2843, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459015, 2191, 2113, 2799, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459052, 2190, 2101, 2828, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459088, 2188, 2106, 2834, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459125, 2196, 2072, 2837, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459161, 2225, 2079, 2846, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459198, 2228, 2070, 2827, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459235, 2213, 2080, 2832, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459276, 2215, 2082, 2833, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459318, 2219, 2075, 2828, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459360, 2216, 2043, 2859, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459402, 2231, 2039, 2834, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459444, 2215, 2091, 2819, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459486, 2196, 2069, 2816, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459528, 2254, 2065, 2822, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459570, 2229, 2034, 2832, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459612, 2201, 2048, 2850, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459654, 2204, 2050, 2823, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459690, 2225, 2084, 2840, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459726, 2179, 2098, 2838, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459762, 2195, 2086, 2826, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459798, 2213, 2053, 2852, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459834, 2217, 2059, 2827, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459870, 2208, 2084, 2836, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459906, 2198, 2087, 2807, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459942, 2221, 2069, 2831, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
459978, 2193, 2074, 2847, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460015, 2206, 2090, 2830, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460053, 2212, 2055, 2842, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460092, 2194, 2090, 2828, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460130, 2177, 2082, 2819, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460169, 2203, 2075, 2819, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460208, 2221, 2071, 2832, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460246, 2195, 2089, 2826, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460285, 2204, 2094, 2841, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460324, 2194, 2096, 2841, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460362, 2165, 2119, 2838, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460401, 2184, 2100, 2825, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460440, 2188, 2065, 2845, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460479, 2223, 2059, 2832, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460518, 2191, 2065, 2824, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460557, 2204, 2073, 2819, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460596, 2214, 2079, 2836, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460636, 2192, 2057, 2838, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460675, 2221, 2091, 2830, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460714, 2226, 2074, 2845, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460753, 2208, 2063, 2838, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460792, 2211, 2064, 2865, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460832, 2177, 2065, 2843, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460870, 2185, 2087, 2834, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460908, 2247, 2042, 2796, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460946, 2239, 2053, 2836, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
460984, 2218, 2049, 2838, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461022, 2187, 2051, 2816, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461060, 2206, 2077, 2827, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461098, 2197, 2083, 2814, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461136, 2220, 2063, 2818, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461174, 2238, 2066, 2824, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461212, 2240, 2070, 2826, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461250, 2208, 2093, 2840, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461289, 2210, 2095, 2834, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461328, 2204, 2078, 2842, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461367, 2200, 2069, 2859, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461406, 2198, 2083, 2823, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461445, 2195, 2080, 2836, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461484, 2189, 2078, 2847, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461523, 2203, 2100, 2845, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461562, 2199, 2100, 2815, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461601, 2177, 2109, 2834, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461640, 2209, 2086, 2812, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461679, 2213, 2053, 2836, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461718, 2184, 2100, 2850, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461757, 2179, 2099, 2831, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461796, 2185, 2099, 2846, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461835, 2174, 2108, 2828, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461874, 2203, 2105, 2815, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461913, 2190, 2080, 2840, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461952, 2197, 2092, 2824, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
461991, 2201, 2107, 2837, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462031, 2185, 2096, 2825, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462067, 2200, 2101, 2833, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462104, 2203, 2080, 2821, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462141, 2209, 2088, 2827, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462178, 2183, 2100, 2821, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462215, 2162, 2066, 2820, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462251, 2222, 2071, 2824, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462288, 2183, 2096, 2828, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462325, 2173, 2123, 2815, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462362, 2181, 2114, 2812, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462399, 2202, 2094, 2827, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462436, 2193, 2073, 2830, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462476, 2173, 2105, 2836, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462517, 2191, 2093, 2835, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462557, 2179, 2124, 2840, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462598, 2171, 2105, 2840, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462638, 2179, 2124, 2816, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462679, 2190, 2101, 2844, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462719, 2197, 2082, 2822, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462760, 2189, 2086, 2823, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462800, 2194, 2095, 2850, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462841, 2180, 2124, 2834, 80, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462881, 2170, 2117, 2825, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462921, 2170, 2117, 2831, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
462961, 2171, 2111, 2831, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463002, 2221, 2085, 2843, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463042, 2207, 2085, 2826, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463082, 2220, 2096, 2825, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463122, 2203, 2072, 2849, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463163, 2181, 2131, 2816, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463203, 2169, 2097, 2835, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463243, 2208, 2099, 2827, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463284, 2222, 2049, 2823, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463319, 2191, 2092, 2821, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463354, 2181, 2102, 2843, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463389, 2214, 2073, 2830, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463424, 2175, 2117, 2848, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463459, 2178, 2111, 2818, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463494, 2209, 2083, 2811, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463529, 2207, 2087, 2808, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463564, 2187, 2078, 2851, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463599, 2178, 2098, 2834, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463635, 2189, 2100, 2826, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463679, 2180, 2103, 2834, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463724, 2184, 2077, 2826, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463769, 2199, 2098, 2845, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463814, 2183, 2106, 2841, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463859, 2197, 2106, 2820, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463904, 2210, 2096, 2814, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463949, 2183, 2093, 2829, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
463994, 2158, 2128, 2855, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464039, 2199, 2103, 2808, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464084, 2218, 2096, 2833, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464117, 2192, 2090, 2842, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464150, 2157, 2081, 2838, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464183, 2172, 2127, 2823, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464216, 2159, 2105, 2842, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464249, 2197, 2066, 2826, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464283, 2200, 2068, 2838, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464316, 2179, 2105, 2829, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464349, 2169, 2100, 2846, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464382, 2188, 2078, 2840, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464415, 2200, 2104, 2817, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464449, 2181, 2085, 2862, 81, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464487, 2175, 2111, 2839, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464526, 2169, 2127, 2820, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464564, 2184, 2098, 2849, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464603, 2211, 2078, 2828, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464641, 2207, 2080, 2831, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464680, 2192, 2077, 2857, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464718, 2190, 2112, 2830, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464757, 2178, 2113, 2805, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464795, 2227, 2109, 2812, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464834, 2224, 2066, 2814, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464872, 2222, 2101, 2854, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464910, 2196, 2068, 2824, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464948, 2227, 2073, 2821, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
464987, 2184, 2092, 2831, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465025, 2219, 2105, 2818, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465063, 2212, 2071, 2824, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465101, 2199, 2083, 2813, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465140, 2215, 2091, 2823, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465178, 2225, 2072, 2822, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465216, 2197, 2076, 2821, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465255, 2205, 2086, 2830, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
465294, 2194, 2083, 2831, 82, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
