103979, 1351, 1692, 3087, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119678, 1283, 2468, 3065, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119716, 1279, 2458, 3078, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119755, 1276, 2484, 3056, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119793, 1285, 2472, 3090, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119831, 1261, 2472, 3062, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119870, 1303, 2494, 3077, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119907, 1284, 2453, 3061, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119945, 1270, 2508, 3062, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119983, 1268, 2480, 3065, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120021, 1276, 2471, 3057, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120059, 1245, 2497, 3060, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120096, 1273, 2491, 3072, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120134, 1303, 2462, 3057, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120172, 1264, 2475, 3067, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120210, 1273, 2505, 3055, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120248, 1268, 2490, 3064, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120284, 1292, 2445, 3044, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120320, 1265, 2499, 3068, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120357, 1251, 2487, 3065, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120393, 1287, 2464, 3048, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120429, 1304, 2466, 3062, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120466, 1276, 2473, 3066, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120502, 1250, 2473, 3063, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120538, 1298, 2468, 3077, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120575, 1294, 2475, 3082, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120611, 1298, 2455, 3057, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120648, 1293, 2469, 3054, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120687, 1315, 2451, 3047, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120726, 1276, 2503, 3057, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120765, 1276, 2462, 3059, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120804, 1299, 2445, 3076, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120843, 1289, 2500, 3072, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120882, 1281, 2455, 3061, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120921, 1279, 2514, 3059, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120960, 1289, 2476, 3056, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
120999, 1297, 2453, 3058, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121038, 1269, 2488, 3065, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121078, 1271, 2494, 3067, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121119, 1266, 2474, 3058, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121160, 1294, 2456, 3053, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121201, 1282, 2487, 3057, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121242, 1233, 2492, 3066, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121282, 1253, 2495, 3064, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121323, 1275, 2459, 3078, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121364, 1283, 2471, 3067, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121405, 1282, 2480, 3060, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121446, 1261, 2482, 3065, 73, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121484, 1268, 2473, 3051, 72, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121522, 1274, 2482, 3067, 72, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121560, 1279, 2472, 3068, 72, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121598, 1278, 2491, 3052, 72, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121636, 1259, 2486, 3071, 72, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121675, 1264, 2481, 3073, 72, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121713, 1274, 2481, 3034, 72, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121751, 1280, 2478, 3082, 72, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121789, 1266, 2475, 3055, 72, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121827, 1242, 2494, 3052, 72, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121866, 1276, 2489, 3047, 72, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121904, 1308, 2469, 3043, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121943, 1279, 2468, 3067, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
121982, 1287, 2490, 3046, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122020, 1270, 2475, 3064, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122059, 1270, 2460, 3055, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122098, 1288, 2489, 3065, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122136, 1282, 2490, 3056, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122175, 1265, 2470, 3066, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122214, 1297, 2476, 3070, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122253, 1289, 2473, 3045, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122292, 1281, 2482, 3054, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122332, 1283, 2476, 3057, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122371, 1296, 2493, 3047, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122411, 1317, 2457, 3054, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122450, 1270, 2507, 3073, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122490, 1266, 2505, 3063, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122529, 1290, 2468, 3057, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122569, 1285, 2465, 3024, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122608, 1267, 2511, 3069, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122648, 1275, 2486, 3055, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122684, 1271, 2483, 3052, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122720, 1274, 2478, 3061, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122757, 1302, 2505, 3036, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122793, 1301, 2502, 3052, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122830, 1269, 2491, 3069, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122866, 1240, 2498, 3055, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122903, 1255, 2510, 3052, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122939, 1276, 2493, 3044, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
122976, 1298, 2501, 3046, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123012, 1249, 2531, 3065, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123049, 1268, 2506, 3059, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123087, 1274, 2482, 3055, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123126, 1277, 2485, 3046, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123165, 1272, 2493, 3038, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123204, 1249, 2506, 3058, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123243, 1262, 2497, 3060, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123282, 1255, 2466, 3055, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123321, 1252, 2491, 3053, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123360, 1257, 2501, 3054, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123399, 1260, 2485, 3061, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123438, 1247, 2502, 3053, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123476, 1244, 2484, 3069, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123515, 1278, 2482, 3046, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123553, 1307, 2465, 3062, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123592, 1249, 2498, 3053, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123630, 1228, 2489, 3077, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123669, 1280, 2494, 3060, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123707, 1283, 2469, 3045, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123746, 1252, 2479, 3051, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123784, 1245, 2515, 3075, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123823, 1298, 2471, 3041, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123862, 1280, 2491, 3059, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123900, 1262, 2491, 3058, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123939, 1254, 2482, 3054, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
123978, 1298, 2495, 3069, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124016, 1302, 2494, 3042, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124055, 1285, 2494, 3058, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124094, 1287, 2464, 3038, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124132, 1283, 2502, 3054, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124171, 1280, 2497, 3052, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124210, 1260, 2494, 3047, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124249, 1243, 2486, 3049, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124288, 1284, 2457, 3064, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124327, 1312, 2469, 3052, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124366, 1287, 2478, 3046, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124405, 1275, 2486, 3055, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124444, 1280, 2476, 3072, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124483, 1264, 2494, 3048, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124522, 1281, 2497, 3055, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124561, 1290, 2471, 3045, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124600, 1276, 2491, 3054, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124639, 1285, 2494, 3047, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124679, 1243, 2488, 3051, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124719, 1267, 2512, 3060, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124759, 1290, 2448, 3046, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124800, 1251, 2517, 3041, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124840, 1224, 2521, 3062, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124880, 1268, 2469, 3058, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124920, 1287, 2471, 3049, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
124961, 1274, 2499, 3065, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125001, 1255, 2511, 3059, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125041, 1272, 2484, 3050, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125082, 1258, 2505, 3070, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125118, 1248, 2516, 3064, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125155, 1260, 2489, 3057, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125191, 1268, 2490, 3055, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125228, 1261, 2480, 3060, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125265, 1272, 2496, 3072, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125301, 1284, 2478, 3058, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125338, 1272, 2487, 3052, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125374, 1266, 2512, 3065, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125411, 1206, 2504, 3052, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125448, 1278, 2451, 3083, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125486, 1296, 2495, 3065, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125525, 1262, 2523, 3040, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125563, 1271, 2493, 3056, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125602, 1286, 2515, 3048, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125640, 1276, 2492, 3028, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125679, 1256, 2491, 3040, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125717, 1286, 2453, 3078, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125756, 1284, 2476, 3074, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125794, 1255, 2506, 3054, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125833, 1301, 2456, 3052, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125872, 1271, 2481, 3039, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125909, 1243, 2466, 3087, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125947, 1319, 2501, 3029, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
125984, 1295, 2472, 3080, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126022, 1326, 2467, 3055, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126060, 1300, 2452, 3072, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126097, 1259, 2471, 3082, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126135, 1301, 2446, 3065, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126172, 1280, 2467, 3061, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126210, 1305, 2462, 3051, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126248, 1272, 2463, 3070, 71, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126288, 1310, 2466, 3055, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126328, 1317, 2475, 3069, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126368, 1287, 2488, 3095, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126408, 1284, 2472, 3035, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126448, 1312, 2431, 3060, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126488, 1298, 2507, 3044, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126528, 1283, 2489, 3101, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126568, 1277, 2468, 3028, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126608, 1323, 2491, 3075, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126648, 1330, 2471, 3084, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126687, 1286, 2490, 3019, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126726, 1313, 2484, 3076, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126765, 1298, 2479, 3023, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126805, 1302, 2476, 3069, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126844, 1316, 2489, 3076, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126883, 1326, 2469, 3054, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126922, 1382, 2437, 3023, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
126962, 1405, 2500, 3008, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
127001, 1441, 2470, 2957, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
127040, 1385, 2486, 3003, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
127080, 1275, 2517, 3026, 70, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
127118, 1284, 2471, 3035, 69, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
127156, 1349, 2461, 3068, 69, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
127195, 1410, 2468, 3027, 69, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
127233, 1390, 2468, 3062, 69, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
127272, 1351, 2497, 2987, 69, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
127310, 1390, 2497, 3016, 69, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
127348, 1393, 2470, 3009, 69, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
127387, 1406, 2490, 2981, 69, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
127425, 1416, 2503, 3022, 69, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
127464, 1393, 2469, 3035, 69, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
127501, 1369, 2482, 2988, 69, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
