202192, 2773, 1715, 2664, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218176, 2450, 2093, 2608, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218218, 2453, 2077, 2605, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218260, 2426, 2103, 2630, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218302, 2434, 2081, 2619, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218344, 2438, 2098, 2618, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218386, 2434, 2121, 2627, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218428, 2435, 2098, 2617, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218459, 2468, 2091, 2587, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218490, 2439, 2075, 2627, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218521, 2437, 2104, 2648, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218552, 2425, 2094, 2618, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218583, 2429, 2110, 2616, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218614, 2429, 2110, 2613, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218645, 2445, 2096, 2630, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218676, 2456, 2101, 2609, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218707, 2432, 2109, 2604, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218738, 2429, 2113, 2618, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218769, 2425, 2102, 2602, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218811, 2445, 2093, 2626, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218854, 2438, 2100, 2614, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218896, 2426, 2111, 2620, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218939, 2428, 2100, 2620, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
218982, 2470, 2064, 2620, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219024, 2424, 2092, 2616, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219067, 2420, 2125, 2600, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219109, 2404, 2124, 2625, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219152, 2445, 2112, 2590, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219195, 2426, 2084, 2626, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219230, 2424, 2103, 2621, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219266, 2437, 2106, 2616, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219302, 2435, 2092, 2617, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219337, 2442, 2086, 2612, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219373, 2446, 2096, 2601, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219409, 2420, 2099, 2615, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219445, 2444, 2090, 2624, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219480, 2458, 2088, 2614, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219516, 2465, 2071, 2621, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219552, 2450, 2071, 2630, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219588, 2474, 2069, 2616, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219626, 2455, 2084, 2617, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219664, 2464, 2113, 2607, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219702, 2457, 2084, 2627, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219740, 2465, 2068, 2601, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219778, 2450, 2086, 2636, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219816, 2470, 2083, 2609, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219854, 2470, 2052, 2626, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219892, 2433, 2072, 2606, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219930, 2445, 2108, 2617, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
219968, 2446, 2107, 2616, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220009, 2453, 2092, 2612, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220050, 2432, 2093, 2603, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220091, 2441, 2100, 2629, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220133, 2434, 2103, 2620, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220174, 2441, 2100, 2627, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220215, 2468, 2071, 2612, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220257, 2431, 2093, 2612, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220298, 2449, 2101, 2613, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220339, 2418, 2117, 2616, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220381, 2433, 2087, 2627, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220417, 2442, 2113, 2618, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220453, 2406, 2101, 2622, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220489, 2426, 2110, 2627, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220525, 2472, 2086, 2584, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220561, 2448, 2076, 2610, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220597, 2412, 2093, 2625, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220633, 2420, 2103, 2621, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220669, 2433, 2099, 2635, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220705, 2417, 2129, 2615, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220741, 2430, 2087, 2617, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220778, 2434, 2095, 2613, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220824, 2434, 2122, 2616, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220871, 2417, 2132, 2631, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220918, 2429, 2113, 2624, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
220965, 2422, 2100, 2598, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221012, 2451, 2105, 2616, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221058, 2419, 2125, 2607, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221105, 2419, 2090, 2629, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221152, 2420, 2133, 2633, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221199, 2405, 2121, 2634, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221246, 2417, 2132, 2608, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221277, 2443, 2096, 2604, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221309, 2423, 2110, 2644, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221341, 2399, 2131, 2640, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221373, 2418, 2099, 2625, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221405, 2448, 2104, 2622, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221437, 2419, 2119, 2611, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221469, 2438, 2094, 2619, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221501, 2454, 2083, 2612, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221533, 2449, 2106, 2634, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221565, 2436, 2109, 2608, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221597, 2431, 2082, 2620, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221635, 2462, 2069, 2629, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221673, 2443, 2108, 2605, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221711, 2431, 2106, 2612, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221749, 2453, 2070, 2627, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221787, 2462, 2052, 2619, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221825, 2442, 2116, 2617, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221863, 2410, 2121, 2613, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221901, 2441, 2077, 2583, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221939, 2468, 2066, 2622, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
221978, 2435, 2107, 2622, 85, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222018, 2407, 2105, 2629, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222059, 2453, 2105, 2608, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222099, 2426, 2098, 2624, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222140, 2403, 2104, 2632, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222181, 2434, 2124, 2626, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222221, 2430, 2125, 2599, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222262, 2441, 2101, 2627, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222302, 2419, 2088, 2624, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222343, 2419, 2127, 2614, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222384, 2410, 2106, 2601, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222419, 2447, 2096, 2635, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222455, 2419, 2101, 2619, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222491, 2408, 2104, 2649, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222527, 2424, 2118, 2631, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222563, 2415, 2100, 2631, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222598, 2455, 2110, 2617, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222634, 2494, 2079, 2617, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222670, 2465, 2096, 2618, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222706, 2421, 2084, 2620, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222742, 2459, 2115, 2627, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222778, 2444, 2088, 2644, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222821, 2428, 2077, 2612, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222865, 2428, 2074, 2612, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222909, 2439, 2076, 2634, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222953, 2446, 2085, 2626, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
222997, 2444, 2105, 2610, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223040, 2436, 2083, 2626, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223084, 2467, 2062, 2616, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223128, 2452, 2079, 2610, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223172, 2457, 2080, 2638, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223216, 2441, 2073, 2603, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223251, 2467, 2068, 2635, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223286, 2414, 2119, 2623, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223321, 2426, 2107, 2618, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223356, 2446, 2092, 2612, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223391, 2477, 2047, 2616, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223427, 2448, 2102, 2625, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223462, 2413, 2125, 2606, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223497, 2441, 2086, 2612, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223532, 2451, 2104, 2625, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223567, 2428, 2105, 2636, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223603, 2436, 2114, 2621, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223640, 2430, 2105, 2631, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223678, 2421, 2118, 2596, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223715, 2415, 2112, 2624, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223753, 2429, 2099, 2638, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223790, 2425, 2111, 2608, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223828, 2417, 2099, 2631, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223865, 2453, 2109, 2610, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223903, 2444, 2076, 2614, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223940, 2409, 2122, 2606, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
223978, 2400, 2115, 2619, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224021, 2441, 2087, 2617, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224065, 2454, 2096, 2609, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224108, 2421, 2113, 2638, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224152, 2414, 2114, 2633, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224196, 2432, 2111, 2636, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224239, 2428, 2113, 2612, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224283, 2430, 2112, 2628, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224326, 2434, 2098, 2623, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224370, 2441, 2094, 2614, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224414, 2412, 2116, 2609, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224448, 2432, 2106, 2615, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224482, 2416, 2108, 2603, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224516, 2411, 2079, 2630, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224550, 2415, 2101, 2631, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224584, 2448, 2099, 2632, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224618, 2430, 2136, 2620, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224652, 2428, 2097, 2625, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224686, 2403, 2123, 2615, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224720, 2396, 2134, 2623, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224754, 2421, 2101, 2605, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224789, 2437, 2082, 2617, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224831, 2407, 2104, 2627, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224873, 2413, 2097, 2630, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224915, 2424, 2103, 2626, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
224957, 2428, 2111, 2599, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225000, 2421, 2116, 2614, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225042, 2441, 2085, 2615, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225084, 2444, 2094, 2622, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225126, 2421, 2102, 2605, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225168, 2448, 2110, 2612, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225211, 2446, 2069, 2637, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225249, 2437, 2052, 2604, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225288, 2441, 2092, 2625, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225327, 2435, 2085, 2608, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225366, 2454, 2105, 2622, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225405, 2447, 2074, 2642, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225443, 2425, 2101, 2626, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225482, 2401, 2086, 2626, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225521, 2450, 2094, 2599, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225560, 2473, 2061, 2585, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225599, 2427, 2104, 2607, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225635, 2441, 2061, 2621, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225671, 2452, 2090, 2605, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225707, 2444, 2079, 2629, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225743, 2426, 2091, 2606, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225779, 2440, 2076, 2623, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225815, 2442, 2094, 2619, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225851, 2448, 2088, 2621, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225887, 2446, 2093, 2614, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225923, 2430, 2097, 2612, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225959, 2443, 2104, 2613, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
225995, 2440, 2089, 2622, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
226036, 2437, 2118, 2617, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
226077, 2429, 2097, 2647, 86, f95714ab-7556-48c6-9b55-8e99bbd724ed, , duduk, duduk_tasyahud_akhir, , 
