300234, 2708, -71, 3238, 90, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315383, 2255, 1051, 3332, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315421, 2220, 1110, 3331, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315460, 2189, 1083, 3349, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315498, 2233, 1090, 3334, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315536, 2252, 1102, 3328, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315575, 2223, 1083, 3345, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315613, 2211, 1076, 3340, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315651, 2242, 1096, 3315, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315690, 2228, 1077, 3337, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315726, 2235, 1086, 3319, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315763, 2250, 1068, 3319, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315799, 2224, 1068, 3335, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315836, 2209, 1100, 3323, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315873, 2230, 1105, 3326, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315909, 2203, 1085, 3340, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315946, 2219, 1066, 3344, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
315983, 2234, 1093, 3323, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316019, 2238, 1070, 3339, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316056, 2223, 1102, 3336, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316093, 2244, 1075, 3329, 87, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316137, 2263, 1081, 3347, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316181, 2231, 1081, 3331, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316225, 2230, 1062, 3326, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316270, 2265, 1058, 3324, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316314, 2231, 1074, 3322, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316358, 2221, 1066, 3351, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316403, 2252, 1090, 3331, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316447, 2228, 1073, 3314, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316491, 2225, 1066, 3346, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316536, 2237, 1075, 3308, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316568, 2236, 1059, 3341, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316600, 2237, 1068, 3327, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316632, 2218, 1069, 3332, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316665, 2239, 1094, 3330, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316697, 2208, 1088, 3355, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316729, 2232, 1060, 3338, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316761, 2242, 1047, 3328, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316794, 2212, 1089, 3342, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316826, 2244, 1063, 3324, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316858, 2219, 1096, 3351, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316891, 2228, 1075, 3348, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316933, 2250, 1086, 3325, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
316976, 2247, 1066, 3335, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317019, 2227, 1089, 3344, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317061, 2236, 1073, 3322, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317104, 2263, 1088, 3341, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317147, 2244, 1086, 3344, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317189, 2233, 1083, 3339, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317232, 2246, 1081, 3330, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317275, 2239, 1097, 3348, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317318, 2231, 1062, 3328, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317355, 2240, 1060, 3344, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317392, 2244, 1065, 3328, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317430, 2237, 1087, 3349, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317467, 2240, 1097, 3320, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317505, 2234, 1068, 3338, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317542, 2212, 1103, 3351, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317579, 2258, 1057, 3321, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317617, 2253, 1103, 3342, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317654, 2217, 1097, 3339, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317692, 2233, 1102, 3316, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317731, 2283, 1074, 3329, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317770, 2252, 1078, 3339, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317809, 2219, 1095, 3351, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317849, 2220, 1101, 3348, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317888, 2233, 1095, 3319, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317927, 2231, 1090, 3338, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
317966, 2229, 1092, 3337, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318006, 2231, 1077, 3330, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318045, 2233, 1093, 3338, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318084, 2230, 1106, 3325, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318124, 2241, 1103, 3307, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318161, 2219, 1094, 3335, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318199, 2244, 1100, 3340, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318237, 2254, 1064, 3354, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318275, 2244, 1083, 3306, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318313, 2228, 1080, 3342, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318351, 2214, 1121, 3333, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318389, 2215, 1097, 3329, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318427, 2264, 1071, 3306, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318465, 2248, 1065, 3350, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318503, 2210, 1077, 3367, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318546, 2224, 1084, 3320, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318589, 2219, 1094, 3330, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318632, 2212, 1093, 3337, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318676, 2213, 1067, 3329, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318719, 2220, 1070, 3350, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318762, 2249, 1094, 3319, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318806, 2209, 1095, 3340, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318849, 2214, 1103, 3310, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318892, 2243, 1093, 3329, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318936, 2248, 1067, 3345, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
318969, 2255, 1078, 3343, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319002, 2227, 1088, 3337, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319036, 2204, 1080, 3330, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319069, 2238, 1079, 3330, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319102, 2230, 1114, 3326, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319136, 2223, 1081, 3375, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319169, 2256, 1099, 3328, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319202, 2230, 1079, 3325, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319236, 2227, 1096, 3332, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319269, 2218, 1112, 3335, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319303, 2227, 1097, 3327, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319341, 2201, 1088, 3332, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319380, 2208, 1083, 3345, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319419, 2247, 1090, 3327, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319457, 2230, 1091, 3335, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319496, 2228, 1098, 3325, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319535, 2213, 1099, 3347, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319573, 2223, 1107, 3320, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319612, 2228, 1090, 3333, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319651, 2218, 1089, 3337, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319690, 2235, 1084, 3333, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319726, 2247, 1097, 3355, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319762, 2207, 1110, 3323, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319799, 2231, 1099, 3335, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319835, 2238, 1082, 3314, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319872, 2235, 1084, 3332, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319908, 2219, 1101, 3339, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319945, 2236, 1084, 3320, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
319981, 2222, 1085, 3334, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320018, 2223, 1085, 3322, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320054, 2236, 1079, 3316, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320091, 2245, 1083, 3325, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320131, 2246, 1084, 3331, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320172, 2247, 1097, 3337, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320213, 2237, 1077, 3322, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320254, 2248, 1096, 3323, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320295, 2247, 1087, 3324, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320335, 2228, 1116, 3324, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320376, 2240, 1072, 3337, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320417, 2221, 1127, 3333, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320458, 2209, 1084, 3335, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320499, 2297, 1083, 3311, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320537, 2245, 1085, 3307, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320576, 2201, 1104, 3346, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320615, 2239, 1113, 3316, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320654, 2215, 1078, 3306, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320693, 2229, 1093, 3333, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320732, 2235, 1079, 3322, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320771, 2240, 1098, 3335, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320810, 2228, 1087, 3334, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320849, 2201, 1077, 3318, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320888, 2217, 1126, 3339, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320926, 2242, 1094, 3300, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
320964, 2226, 1081, 3329, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321002, 2212, 1109, 3315, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321041, 2244, 1049, 3348, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321079, 2219, 1104, 3305, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321117, 2213, 1106, 3336, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321155, 2249, 1093, 3323, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321194, 2248, 1085, 3313, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321232, 2230, 1106, 3354, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321270, 2227, 1110, 3327, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321309, 2224, 1098, 3318, 89, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321348, 2222, 1096, 3354, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321388, 2231, 1100, 3311, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321427, 2221, 1092, 3335, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321467, 2213, 1093, 3328, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321506, 2228, 1100, 3338, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321546, 2208, 1107, 3340, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321585, 2238, 1091, 3337, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321625, 2219, 1106, 3354, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321664, 2213, 1113, 3329, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321704, 2225, 1079, 3356, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321738, 2233, 1115, 3326, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321773, 2219, 1101, 3376, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321808, 2244, 1107, 3317, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321843, 2258, 1084, 3347, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321878, 2247, 1103, 3338, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321912, 2218, 1122, 3332, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321947, 2221, 1097, 3315, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
321982, 2222, 1094, 3340, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322017, 2208, 1090, 3322, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322052, 2239, 1087, 3354, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322087, 2227, 1096, 3312, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322128, 2199, 1112, 3339, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322170, 2217, 1112, 3334, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322212, 2240, 1099, 3338, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322254, 2230, 1094, 3341, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322296, 2228, 1103, 3324, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322338, 2237, 1110, 3317, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322380, 2214, 1132, 3342, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322422, 2206, 1094, 3333, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322464, 2244, 1088, 3305, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322506, 2246, 1096, 3338, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322543, 2230, 1099, 3327, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322581, 2231, 1118, 3328, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322619, 2221, 1122, 3330, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322657, 2231, 1085, 3340, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322695, 2251, 1096, 3319, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322733, 2242, 1083, 3347, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322771, 2228, 1105, 3326, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322809, 2241, 1109, 3311, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322847, 2239, 1088, 3334, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
322885, 2236, 1105, 3324, 88, 5abe3eef-9b8f-4dde-88f4-13e34d31d9d9, , duduk, duduk_tasyahud_akhir, , 
