245735, 2152, 2193, 2749, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
262764, 2130, 2191, 2828, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
262806, 2130, 2180, 2840, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
262844, 2118, 2180, 2825, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
262882, 2131, 2157, 2821, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
262920, 2113, 2151, 2825, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
262958, 2112, 2161, 2816, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
262996, 2111, 2154, 2830, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263034, 2131, 2184, 2831, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263072, 2113, 2161, 2826, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263110, 2091, 2194, 2836, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263148, 2105, 2163, 2825, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263186, 2142, 2151, 2830, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263222, 2122, 2152, 2839, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263258, 2133, 2180, 2826, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263295, 2120, 2187, 2833, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263331, 2121, 2157, 2849, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263367, 2122, 2196, 2826, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263404, 2111, 2165, 2827, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263440, 2104, 2180, 2823, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263476, 2125, 2141, 2816, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263513, 2124, 2156, 2824, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263549, 2094, 2171, 2837, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263586, 2128, 2166, 2811, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263626, 2109, 2163, 2827, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263667, 2109, 2179, 2836, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263708, 2132, 2173, 2844, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263749, 2125, 2171, 2822, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263790, 2119, 2162, 2821, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263830, 2112, 2165, 2825, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263871, 2114, 2153, 2822, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263912, 2116, 2175, 2839, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263953, 2106, 2194, 2829, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
263994, 2128, 2176, 2820, 85, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264031, 2118, 2194, 2833, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264068, 2128, 2167, 2831, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264105, 2110, 2176, 2841, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264142, 2107, 2160, 2817, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264179, 2123, 2182, 2839, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264216, 2100, 2190, 2825, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264253, 2096, 2193, 2833, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264290, 2111, 2175, 2832, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264327, 2121, 2177, 2819, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264364, 2098, 2180, 2847, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264401, 2125, 2184, 2808, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264439, 2111, 2161, 2816, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264478, 2111, 2198, 2831, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264516, 2118, 2163, 2833, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264555, 2100, 2205, 2825, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264593, 2121, 2154, 2819, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264632, 2096, 2185, 2840, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264670, 2089, 2184, 2836, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264709, 2094, 2176, 2827, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264747, 2099, 2184, 2827, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264786, 2102, 2183, 2837, 84, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264826, 2115, 2170, 2829, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264867, 2134, 2155, 2843, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264907, 2109, 2176, 2832, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264948, 2103, 2198, 2832, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
264988, 2122, 2193, 2817, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265029, 2116, 2179, 2823, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265069, 2106, 2181, 2821, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265110, 2112, 2200, 2815, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265150, 2109, 2175, 2840, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265191, 2141, 2186, 2827, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265231, 2120, 2179, 2831, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265272, 2126, 2186, 2832, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265313, 2096, 2176, 2817, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265354, 2109, 2197, 2819, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265395, 2113, 2169, 2816, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265436, 2119, 2172, 2826, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265477, 2108, 2172, 2841, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265518, 2080, 2188, 2814, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265559, 2118, 2161, 2821, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265600, 2126, 2177, 2833, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265641, 2087, 2185, 2831, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265675, 2093, 2174, 2830, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265710, 2124, 2175, 2830, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265744, 2127, 2172, 2829, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265779, 2110, 2178, 2842, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265813, 2126, 2179, 2827, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265848, 2118, 2177, 2836, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265882, 2107, 2182, 2816, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265917, 2112, 2153, 2824, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265951, 2125, 2182, 2832, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
265986, 2125, 2152, 2848, 83, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266024, 2097, 2182, 2839, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266062, 2090, 2199, 2849, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266101, 2115, 2183, 2816, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266139, 2111, 2195, 2828, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266177, 2081, 2144, 2832, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266216, 2085, 2187, 2829, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266254, 2105, 2177, 2813, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266292, 2116, 2183, 2812, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266331, 2106, 2157, 2839, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266369, 2103, 2179, 2816, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266408, 2106, 2172, 2842, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266446, 2086, 2169, 2838, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266485, 2102, 2184, 2835, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266524, 2105, 2154, 2812, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266563, 2113, 2184, 2824, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266602, 2110, 2187, 2837, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266640, 2110, 2196, 2830, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266679, 2072, 2167, 2825, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266718, 2103, 2214, 2826, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266757, 2100, 2164, 2823, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266796, 2105, 2211, 2827, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266835, 2085, 2166, 2828, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266874, 2091, 2192, 2844, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266913, 2107, 2155, 2830, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266952, 2082, 2200, 2843, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
266991, 2101, 2174, 2835, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267030, 2086, 2192, 2838, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267069, 2097, 2199, 2820, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267108, 2106, 2167, 2818, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267147, 2102, 2184, 2832, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267187, 2110, 2174, 2817, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267223, 2083, 2172, 2840, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267260, 2067, 2176, 2837, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267297, 2108, 2197, 2832, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267334, 2096, 2187, 2830, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267371, 2082, 2173, 2825, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267408, 2095, 2169, 2834, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267445, 2092, 2182, 2826, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267482, 2083, 2197, 2843, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267519, 2100, 2170, 2831, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267556, 2090, 2202, 2827, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267593, 2080, 2194, 2853, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267632, 2092, 2178, 2821, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267671, 2113, 2185, 2840, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267711, 2084, 2196, 2854, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267750, 2103, 2187, 2849, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267790, 2088, 2182, 2826, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267829, 2108, 2203, 2825, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267868, 2099, 2209, 2837, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267908, 2097, 2190, 2826, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267947, 2083, 2185, 2835, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
267987, 2091, 2170, 2826, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268026, 2105, 2189, 2839, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268066, 2081, 2186, 2841, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268106, 2105, 2193, 2822, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268146, 2107, 2187, 2831, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268186, 2103, 2184, 2821, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268226, 2112, 2183, 2832, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268266, 2083, 2194, 2822, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268306, 2110, 2181, 2831, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268346, 2075, 2191, 2806, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268386, 2110, 2163, 2830, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268425, 2094, 2171, 2825, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268465, 2111, 2204, 2808, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268504, 2096, 2170, 2836, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268544, 2087, 2158, 2841, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268583, 2117, 2194, 2840, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268623, 2101, 2179, 2830, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268662, 2105, 2177, 2827, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268702, 2076, 2176, 2847, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268741, 2093, 2187, 2797, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268781, 2097, 2154, 2844, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268821, 2106, 2175, 2839, 82, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268859, 2074, 2179, 2840, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268898, 2120, 2193, 2823, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268936, 2125, 2181, 2813, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
268975, 2084, 2179, 2838, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269014, 2095, 2202, 2821, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269052, 2108, 2175, 2820, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269091, 2102, 2203, 2836, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269129, 2104, 2183, 2832, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269168, 2117, 2181, 2830, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269207, 2085, 2207, 2800, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269239, 2084, 2165, 2850, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269272, 2107, 2199, 2840, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269305, 2099, 2193, 2810, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269338, 2095, 2163, 2824, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269371, 2102, 2200, 2816, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269404, 2078, 2188, 2846, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269437, 2084, 2194, 2837, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269470, 2102, 2175, 2822, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269503, 2113, 2188, 2804, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269536, 2097, 2176, 2832, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269569, 2084, 2201, 2817, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269609, 2107, 2204, 2832, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269649, 2086, 2177, 2823, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269689, 2095, 2192, 2833, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269729, 2101, 2171, 2828, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269770, 2098, 2179, 2823, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269810, 2098, 2186, 2844, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269850, 2094, 2181, 2839, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269890, 2106, 2195, 2831, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269930, 2103, 2169, 2848, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
269971, 2072, 2193, 2846, 81, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270012, 2108, 2189, 2830, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270054, 2089, 2179, 2829, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270095, 2083, 2189, 2829, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270137, 2107, 2172, 2826, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270178, 2124, 2209, 2817, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270220, 2086, 2168, 2841, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270261, 2063, 2202, 2842, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270303, 2081, 2193, 2829, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270344, 2112, 2177, 2847, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270386, 2074, 2203, 2838, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270423, 2106, 2167, 2848, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270461, 2095, 2200, 2826, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270499, 2109, 2159, 2823, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270537, 2109, 2187, 2827, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270575, 2092, 2197, 2835, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270613, 2097, 2185, 2826, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270651, 2091, 2161, 2843, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270689, 2100, 2186, 2827, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270727, 2095, 2180, 2841, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270765, 2102, 2187, 2847, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270803, 2094, 2174, 2823, 80, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270841, 2096, 2176, 2838, 79, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270880, 2102, 2182, 2821, 79, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270919, 2090, 2183, 2834, 79, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270958, 2112, 2173, 2825, 79, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
270997, 2117, 2181, 2821, 79, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
271036, 2116, 2183, 2833, 79, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
271075, 2078, 2204, 2842, 79, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
271114, 2116, 2189, 2828, 79, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
271153, 2124, 2187, 2829, 79, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
271192, 2093, 2204, 2845, 79, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
271227, 2083, 2182, 2814, 79, 8003926c-d162-4311-9c38-cd032279463a, , duduk, duduk_tasyahud_akhir, , 
