185119, 1809, 2338, 2891, 80, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201806, 1742, 2493, 2815, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201842, 1752, 2460, 2827, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201878, 1777, 2454, 2819, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201914, 1780, 2488, 2826, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201956, 1750, 2504, 2803, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201998, 1754, 2466, 2829, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202040, 1742, 2494, 2829, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202082, 1782, 2492, 2817, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202125, 1748, 2475, 2840, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202167, 1712, 2491, 2800, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202209, 1719, 2475, 2789, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202251, 1790, 2479, 2830, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202293, 1795, 2448, 2822, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202336, 1719, 2474, 2812, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202371, 1755, 2490, 2818, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202407, 1775, 2480, 2820, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202443, 1720, 2476, 2811, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202479, 1734, 2477, 2818, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202515, 1798, 2492, 2819, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202551, 1767, 2474, 2808, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202587, 1753, 2484, 2811, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202623, 1786, 2464, 2824, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202659, 1771, 2492, 2814, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202695, 1752, 2485, 2792, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202731, 1746, 2456, 2827, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202770, 1722, 2485, 2827, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202810, 1682, 2504, 2828, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202850, 1757, 2505, 2798, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202890, 1789, 2462, 2824, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202930, 1764, 2487, 2808, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
202970, 1733, 2492, 2830, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203010, 1756, 2492, 2822, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203050, 1746, 2508, 2834, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203090, 1750, 2483, 2819, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203130, 1718, 2472, 2804, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203172, 1737, 2493, 2842, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203214, 1761, 2493, 2796, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203256, 1761, 2467, 2822, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203298, 1733, 2484, 2824, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203340, 1732, 2476, 2827, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203382, 1729, 2490, 2824, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203424, 1712, 2490, 2819, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203466, 1725, 2473, 2803, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203508, 1784, 2476, 2822, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203551, 1744, 2494, 2820, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203585, 1735, 2445, 2827, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203619, 1757, 2510, 2838, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203653, 1737, 2500, 2822, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203687, 1722, 2427, 2830, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203721, 1746, 2457, 2824, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203755, 1746, 2520, 2799, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203789, 1743, 2498, 2841, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203823, 1730, 2485, 2827, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203857, 1751, 2485, 2812, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203891, 1774, 2493, 2838, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203925, 1788, 2451, 2854, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
203965, 1713, 2461, 2831, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204006, 1721, 2509, 2833, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204046, 1707, 2552, 2806, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204087, 1719, 2492, 2776, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204128, 1739, 2493, 2791, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204168, 1741, 2467, 2820, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204209, 1731, 2481, 2832, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204249, 1734, 2485, 2821, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204290, 1734, 2506, 2815, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204331, 1715, 2495, 2796, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204370, 1723, 2486, 2824, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204410, 1726, 2495, 2819, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204449, 1740, 2474, 2781, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204489, 1731, 2480, 2849, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204528, 1735, 2492, 2806, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204568, 1707, 2507, 2814, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204607, 1779, 2467, 2833, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204647, 1734, 2485, 2833, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204686, 1695, 2507, 2845, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204726, 1744, 2524, 2856, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204766, 1740, 2488, 2809, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204801, 1731, 2462, 2812, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204837, 1719, 2494, 2797, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204873, 1709, 2514, 2797, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204909, 1705, 2446, 2866, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204945, 1696, 2474, 2828, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
204981, 1701, 2531, 2849, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205017, 1756, 2420, 2907, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205053, 1733, 2441, 2858, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205089, 1772, 2448, 2839, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205125, 1693, 2494, 2832, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205171, 1722, 2485, 2789, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205218, 1708, 2446, 2857, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205264, 1838, 2357, 2968, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205311, 1842, 2315, 2973, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205357, 1812, 2394, 3001, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205404, 1759, 2242, 3104, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205450, 1666, 2208, 2950, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205497, 1789, 2385, 2891, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205543, 1828, 2388, 2807, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205590, 1891, 2434, 2684, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205621, 2020, 2470, 2608, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205653, 2126, 2546, 2496, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205684, 2169, 2549, 2525, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205716, 2038, 2285, 2762, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205747, 1887, 2383, 2778, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205779, 1729, 2493, 2823, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205810, 1654, 2560, 2850, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205842, 1591, 2569, 2832, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205873, 1628, 2578, 2822, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205905, 1703, 2568, 2778, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205937, 1803, 2520, 2781, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
205975, 1795, 2520, 2751, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206014, 1762, 2540, 2746, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206053, 1754, 2552, 2739, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206092, 1786, 2561, 2730, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206131, 1772, 2540, 2736, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206169, 1731, 2568, 2754, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206208, 1737, 2586, 2728, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206247, 1729, 2569, 2744, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206286, 1727, 2590, 2742, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206325, 1708, 2593, 2743, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206361, 1714, 2590, 2746, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206398, 1716, 2607, 2729, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206435, 1701, 2582, 2746, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206472, 1739, 2619, 2732, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206509, 1730, 2608, 2732, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206546, 1723, 2607, 2714, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206583, 1707, 2593, 2763, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206620, 1688, 2621, 2726, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206657, 1667, 2636, 2710, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206694, 1717, 2621, 2707, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206731, 1738, 2620, 2713, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206771, 1707, 2595, 2729, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206812, 1677, 2616, 2738, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206852, 1681, 2648, 2751, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206893, 1660, 2651, 2728, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206933, 1695, 2644, 2733, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
206974, 1691, 2624, 2719, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207014, 1707, 2617, 2726, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207055, 1672, 2625, 2717, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207095, 1662, 2644, 2716, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207136, 1682, 2628, 2722, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207176, 1656, 2633, 2733, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207217, 1687, 2652, 2706, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207257, 1672, 2649, 2738, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207298, 1685, 2611, 2726, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207338, 1666, 2640, 2719, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207379, 1716, 2634, 2713, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207419, 1732, 2616, 2721, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207460, 1695, 2617, 2726, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207500, 1687, 2626, 2741, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207541, 1703, 2631, 2726, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207576, 1696, 2624, 2715, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207611, 1690, 2639, 2726, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207647, 1709, 2627, 2738, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207682, 1714, 2596, 2693, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207718, 1695, 2600, 2708, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207753, 1686, 2622, 2749, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207789, 1699, 2592, 2701, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207824, 1716, 2613, 2708, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207860, 1712, 2638, 2728, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207895, 1707, 2594, 2691, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207931, 1691, 2591, 2740, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
207971, 1684, 2645, 2708, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208011, 1686, 2651, 2726, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208052, 1730, 2621, 2724, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208092, 1711, 2620, 2753, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208133, 1663, 2621, 2725, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208173, 1667, 2640, 2721, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208213, 1683, 2634, 2693, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208254, 1659, 2652, 2717, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208294, 1672, 2674, 2711, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208335, 1682, 2632, 2735, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208370, 1677, 2654, 2691, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208405, 1668, 2655, 2709, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208440, 1652, 2655, 2706, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208475, 1664, 2677, 2683, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208510, 1671, 2682, 2699, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208545, 1673, 2658, 2690, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208580, 1685, 2640, 2726, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208615, 1661, 2675, 2699, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208650, 1654, 2668, 2700, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208685, 1675, 2685, 2692, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208720, 1683, 2641, 2703, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208759, 1667, 2659, 2725, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208798, 1628, 2659, 2696, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208838, 1688, 2660, 2709, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208877, 1659, 2653, 2710, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208917, 1674, 2673, 2702, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208956, 1665, 2648, 2691, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
208995, 1672, 2636, 2703, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209035, 1667, 2637, 2713, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209074, 1650, 2670, 2710, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209114, 1663, 2637, 2706, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209155, 1691, 2640, 2703, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209197, 1661, 2630, 2721, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209239, 1671, 2649, 2714, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209280, 1671, 2645, 2706, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209322, 1688, 2644, 2715, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209364, 1661, 2682, 2720, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209405, 1636, 2649, 2694, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209447, 1683, 2678, 2710, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209489, 1733, 2643, 2712, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209531, 1664, 2658, 2702, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209568, 1628, 2665, 2715, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209605, 1665, 2662, 2679, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209642, 1666, 2672, 2688, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209679, 1646, 2670, 2714, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209716, 1646, 2667, 2698, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209754, 1659, 2635, 2701, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209791, 1625, 2696, 2713, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209828, 1656, 2690, 2700, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209865, 1678, 2660, 2693, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209902, 1647, 2654, 2698, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209940, 1640, 2663, 2694, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
209979, 1665, 2672, 2676, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210018, 1657, 2675, 2697, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210057, 1670, 2685, 2696, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210097, 1668, 2655, 2700, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
210136, 1636, 2672, 2695, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
