290999, 1735, 1915, 2949, 76, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308017, 1323, 2890, 2650, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308059, 1332, 2885, 2632, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308101, 1338, 2933, 2623, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308144, 1308, 2922, 2646, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308186, 1305, 2904, 2628, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308228, 1305, 2914, 2637, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308271, 1334, 2904, 2630, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308313, 1310, 2918, 2638, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308355, 1311, 2901, 2634, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308398, 1322, 2889, 2649, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308431, 1336, 2902, 2638, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308465, 1312, 2907, 2625, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308499, 1336, 2905, 2613, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308533, 1310, 2911, 2643, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308567, 1290, 2918, 2631, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308601, 1283, 2934, 2630, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308635, 1332, 2914, 2615, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308669, 1332, 2920, 2621, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308703, 1338, 2912, 2644, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308737, 1288, 2889, 2633, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308771, 1326, 2926, 2642, 83, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308809, 1293, 2947, 2605, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308847, 1318, 2935, 2610, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308885, 1315, 2892, 2631, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308924, 1319, 2902, 2631, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
308962, 1291, 2931, 2648, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309000, 1301, 2936, 2616, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309039, 1307, 2903, 2617, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309077, 1299, 2905, 2621, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309115, 1296, 2915, 2632, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309154, 1276, 2931, 2629, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309189, 1264, 2946, 2624, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309225, 1320, 2941, 2628, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309261, 1331, 2913, 2627, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309296, 1305, 2911, 2639, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309332, 1283, 2914, 2623, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309368, 1287, 2923, 2635, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309404, 1311, 2932, 2623, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309439, 1294, 2922, 2621, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309475, 1305, 2919, 2633, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309511, 1296, 2907, 2639, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309547, 1296, 2904, 2647, 84, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309587, 1293, 2931, 2603, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309627, 1316, 2934, 2625, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309667, 1308, 2915, 2628, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309707, 1316, 2911, 2640, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309748, 1275, 2932, 2629, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309788, 1260, 2940, 2632, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309828, 1281, 2948, 2622, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309868, 1347, 2891, 2614, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309908, 1316, 2918, 2626, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309949, 1278, 2915, 2644, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
309996, 1278, 2919, 2636, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310043, 1293, 2934, 2618, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310090, 1292, 2933, 2607, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310137, 1325, 2917, 2635, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310184, 1317, 2919, 2623, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310231, 1294, 2913, 2615, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310278, 1309, 2925, 2634, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310325, 1295, 2924, 2602, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310372, 1308, 2940, 2625, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310419, 1289, 2911, 2649, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310452, 1339, 2893, 2638, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310485, 1322, 2922, 2645, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310518, 1261, 2955, 2636, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310552, 1271, 2951, 2610, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310585, 1337, 2915, 2602, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310618, 1315, 2914, 2635, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310651, 1310, 2913, 2627, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310685, 1304, 2940, 2630, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310718, 1289, 2929, 2629, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310751, 1285, 2963, 2625, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310785, 1276, 2945, 2605, 86, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310823, 1294, 2929, 2626, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310861, 1293, 2912, 2624, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310900, 1271, 2933, 2624, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310938, 1300, 2925, 2585, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
310977, 1291, 2914, 2621, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311015, 1287, 2947, 2623, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311053, 1297, 2921, 2619, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311092, 1328, 2923, 2628, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311130, 1281, 2936, 2616, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311169, 1232, 2963, 2617, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311205, 1293, 2916, 2607, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311241, 1333, 2911, 2621, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311278, 1320, 2911, 2638, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311314, 1293, 2898, 2635, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311350, 1320, 2917, 2635, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311387, 1300, 2931, 2647, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311423, 1297, 2929, 2624, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311459, 1310, 2902, 2617, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311496, 1327, 2894, 2625, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311532, 1311, 2903, 2632, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311569, 1327, 2915, 2633, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311610, 1315, 2922, 2632, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311651, 1341, 2906, 2624, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311692, 1308, 2905, 2620, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311733, 1335, 2917, 2611, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311775, 1326, 2902, 2616, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311816, 1291, 2923, 2621, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311857, 1294, 2936, 2622, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311898, 1349, 2898, 2608, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311939, 1342, 2900, 2623, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
311981, 1325, 2922, 2624, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312019, 1279, 2900, 2607, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312058, 1331, 2918, 2609, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312097, 1309, 2939, 2619, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312136, 1280, 2957, 2604, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312175, 1306, 2933, 2608, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312213, 1314, 2929, 2619, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312252, 1307, 2911, 2613, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312291, 1281, 2948, 2616, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312330, 1304, 2926, 2606, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312369, 1316, 2946, 2613, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312405, 1292, 2934, 2618, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312442, 1290, 2928, 2599, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312479, 1284, 2969, 2612, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312516, 1250, 2959, 2600, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312553, 1292, 2949, 2603, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312589, 1332, 2943, 2591, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312626, 1301, 2932, 2620, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312663, 1287, 2925, 2622, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312700, 1300, 2924, 2611, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312737, 1292, 2948, 2602, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312774, 1264, 2953, 2615, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312814, 1281, 2946, 2602, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312855, 1297, 2937, 2620, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312895, 1289, 2915, 2611, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312936, 1307, 2915, 2612, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
312977, 1284, 2949, 2624, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313017, 1313, 2954, 2599, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313058, 1296, 2922, 2612, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313098, 1277, 2931, 2625, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313139, 1298, 2933, 2603, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313180, 1304, 2938, 2615, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313215, 1248, 2923, 2630, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313250, 1253, 2959, 2598, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313286, 1321, 2917, 2597, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313321, 1321, 2920, 2613, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313356, 1301, 2915, 2615, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313392, 1270, 2927, 2627, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313427, 1298, 2930, 2617, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313462, 1263, 2959, 2607, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313498, 1270, 2931, 2609, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313533, 1290, 2955, 2603, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313569, 1290, 2935, 2607, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313609, 1296, 2920, 2605, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313649, 1315, 2942, 2608, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313690, 1288, 2956, 2605, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313730, 1281, 2954, 2603, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313771, 1273, 2940, 2604, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313811, 1271, 2938, 2610, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313851, 1285, 2915, 2605, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313892, 1292, 2961, 2626, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313932, 1252, 2958, 2627, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
313973, 1259, 2935, 2599, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314013, 1301, 2940, 2614, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314054, 1290, 2927, 2608, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314095, 1273, 2928, 2618, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314136, 1270, 2939, 2613, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314177, 1288, 2932, 2632, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314217, 1303, 2922, 2601, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314258, 1290, 2936, 2596, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314299, 1268, 2945, 2600, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314340, 1270, 2951, 2611, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314381, 1287, 2950, 2605, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314417, 1274, 2934, 2605, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314454, 1303, 2972, 2586, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314490, 1285, 2934, 2612, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314527, 1286, 2942, 2608, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314564, 1284, 2939, 2607, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314600, 1302, 2943, 2601, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314637, 1294, 2946, 2619, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314674, 1310, 2933, 2622, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314710, 1279, 2954, 2611, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314747, 1239, 2954, 2628, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314784, 1296, 2950, 2597, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314823, 1325, 2936, 2596, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314862, 1290, 2953, 2607, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314901, 1273, 2943, 2619, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314940, 1316, 2928, 2604, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
314979, 1289, 2943, 2630, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315018, 1266, 2951, 2602, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315057, 1284, 2965, 2588, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315096, 1286, 2928, 2627, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315135, 1293, 2913, 2605, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315174, 1281, 2953, 2612, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315210, 1294, 2945, 2624, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315246, 1302, 2945, 2589, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315282, 1320, 2959, 2599, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315318, 1298, 2934, 2590, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315354, 1334, 2916, 2601, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315391, 1306, 2933, 2627, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315427, 1279, 2946, 2605, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315463, 1270, 2948, 2606, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315499, 1346, 2927, 2580, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315535, 1323, 2925, 2611, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315572, 1281, 2960, 2628, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315616, 1313, 2930, 2601, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315660, 1343, 2927, 2595, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315704, 1293, 2971, 2600, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315748, 1301, 2955, 2578, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315793, 1310, 2938, 2595, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315837, 1313, 2928, 2613, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315881, 1309, 2942, 2604, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315925, 1305, 2948, 2613, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
315969, 1289, 2964, 2589, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
316014, 1300, 2931, 2585, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
316050, 1298, 2919, 2605, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
316086, 1318, 2947, 2606, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
316122, 1265, 2968, 2595, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
316158, 1262, 2954, 2593, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
316194, 1315, 2959, 2588, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
316230, 1328, 2939, 2600, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
316266, 1316, 2942, 2609, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
316302, 1299, 2926, 2597, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
316338, 1284, 2957, 2603, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
316374, 1304, 2948, 2598, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
316409, 1282, 2937, 2568, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
316444, 1272, 2951, 2604, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
316480, 1280, 2965, 2582, 88, 41608a63-6e3f-457b-879e-962943d39525, , duduk, duduk_tasyahud_akhir, , 
