230938, 1735, 2358, 2922, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
246903, 1659, 2539, 2839, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
246948, 1601, 2529, 2844, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
246993, 1596, 2548, 2838, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247038, 1613, 2538, 2855, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247083, 1572, 2568, 2823, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247128, 1604, 2591, 2850, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247162, 1606, 2541, 2827, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247196, 1622, 2543, 2856, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247230, 1593, 2550, 2840, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247264, 1596, 2566, 2837, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247299, 1591, 2540, 2834, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247333, 1613, 2563, 2835, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247367, 1597, 2569, 2836, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247401, 1605, 2549, 2838, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247435, 1616, 2569, 2852, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247470, 1561, 2597, 2848, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247508, 1555, 2574, 2825, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247546, 1604, 2550, 2814, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247585, 1625, 2579, 2836, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247623, 1594, 2554, 2845, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247661, 1583, 2558, 2854, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247700, 1604, 2559, 2839, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247738, 1572, 2558, 2844, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247776, 1573, 2594, 2836, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247815, 1634, 2567, 2849, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247853, 1605, 2519, 2849, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247892, 1635, 2549, 2839, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247930, 1616, 2578, 2849, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
247968, 1599, 2567, 2835, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248006, 1611, 2546, 2827, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248044, 1613, 2555, 2827, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248082, 1620, 2559, 2850, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248120, 1648, 2533, 2867, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248158, 1588, 2539, 2861, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248196, 1568, 2558, 2837, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248234, 1647, 2535, 2801, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248273, 1655, 2523, 2826, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248309, 1643, 2561, 2846, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248345, 1617, 2517, 2866, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248381, 1632, 2539, 2826, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248418, 1609, 2538, 2835, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248454, 1596, 2581, 2829, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248490, 1623, 2583, 2822, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248526, 1628, 2525, 2840, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248563, 1607, 2569, 2873, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248599, 1620, 2574, 2846, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248635, 1609, 2565, 2818, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248672, 1604, 2554, 2833, 97, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248708, 1644, 2577, 2834, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248745, 1638, 2522, 2857, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248782, 1582, 2563, 2852, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248819, 1568, 2599, 2812, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248856, 1567, 2570, 2821, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248892, 1669, 2566, 2842, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248929, 1631, 2544, 2810, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
248966, 1579, 2526, 2842, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249003, 1618, 2574, 2838, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249040, 1598, 2564, 2816, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249080, 1583, 2565, 2834, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249120, 1591, 2546, 2845, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249161, 1597, 2552, 2843, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249201, 1618, 2552, 2831, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249242, 1605, 2561, 2850, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249282, 1613, 2548, 2839, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249322, 1591, 2556, 2831, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249363, 1615, 2577, 2830, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249403, 1609, 2546, 2839, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249444, 1638, 2527, 2839, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249484, 1611, 2552, 2845, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249525, 1556, 2598, 2833, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249566, 1567, 2589, 2823, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249607, 1640, 2536, 2827, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249648, 1624, 2546, 2828, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249689, 1593, 2554, 2845, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249730, 1589, 2576, 2829, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249771, 1569, 2590, 2842, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249812, 1574, 2572, 2823, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249853, 1603, 2576, 2820, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249894, 1593, 2561, 2828, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249932, 1595, 2550, 2848, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
249970, 1593, 2579, 2839, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250008, 1586, 2576, 2811, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250046, 1610, 2585, 2839, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250084, 1606, 2564, 2820, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250122, 1568, 2576, 2827, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250160, 1600, 2584, 2827, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250198, 1631, 2574, 2821, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250236, 1627, 2543, 2853, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250275, 1569, 2574, 2822, 96, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250314, 1537, 2599, 2832, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250353, 1609, 2560, 2828, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250392, 1666, 2529, 2818, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250432, 1614, 2555, 2830, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250471, 1591, 2572, 2819, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250510, 1578, 2598, 2845, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250550, 1574, 2599, 2807, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250589, 1563, 2584, 2823, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250628, 1578, 2578, 2814, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250668, 1617, 2567, 2845, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250706, 1620, 2539, 2844, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250744, 1607, 2565, 2824, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250782, 1586, 2583, 2823, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250820, 1606, 2556, 2826, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250858, 1596, 2576, 2830, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250896, 1583, 2563, 2841, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250934, 1593, 2536, 2820, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
250972, 1633, 2575, 2853, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251010, 1620, 2556, 2850, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251048, 1577, 2549, 2840, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251087, 1582, 2568, 2837, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251125, 1648, 2546, 2817, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251164, 1655, 2538, 2823, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251203, 1597, 2531, 2840, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251241, 1619, 2551, 2847, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251280, 1593, 2570, 2842, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251319, 1580, 2567, 2842, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251357, 1611, 2557, 2827, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251396, 1632, 2553, 2826, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251435, 1628, 2535, 2836, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251474, 1622, 2539, 2823, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251511, 1641, 2557, 2830, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251549, 1624, 2541, 2845, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251587, 1634, 2567, 2845, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251625, 1619, 2558, 2839, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251663, 1633, 2548, 2845, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251700, 1623, 2572, 2856, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251738, 1587, 2585, 2826, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251776, 1587, 2589, 2825, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251814, 1671, 2550, 2835, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251852, 1642, 2533, 2823, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251890, 1595, 2556, 2823, 95, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251928, 1588, 2564, 2853, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
251966, 1614, 2564, 2846, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252004, 1566, 2571, 2816, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252042, 1584, 2562, 2827, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252081, 1614, 2563, 2834, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252119, 1611, 2560, 2832, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252157, 1627, 2566, 2843, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252195, 1627, 2566, 2842, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252233, 1611, 2556, 2835, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252272, 1623, 2581, 2830, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252312, 1601, 2559, 2822, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252353, 1625, 2560, 2843, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252393, 1615, 2575, 2846, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252434, 1571, 2586, 2827, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252475, 1584, 2556, 2842, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252515, 1650, 2562, 2822, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252556, 1640, 2564, 2822, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252596, 1584, 2533, 2852, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252637, 1603, 2568, 2842, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252678, 1599, 2558, 2834, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252713, 1617, 2570, 2816, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252748, 1620, 2568, 2824, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252784, 1625, 2564, 2846, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252819, 1614, 2548, 2844, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252855, 1604, 2564, 2839, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252890, 1625, 2555, 2828, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252926, 1613, 2559, 2839, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252961, 1602, 2560, 2831, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
252997, 1615, 2562, 2836, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253032, 1605, 2573, 2843, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253068, 1618, 2562, 2837, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253113, 1590, 2575, 2830, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253158, 1555, 2597, 2832, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253203, 1596, 2568, 2833, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253249, 1648, 2537, 2810, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253294, 1611, 2543, 2844, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253339, 1589, 2539, 2852, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253385, 1587, 2568, 2839, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253430, 1595, 2560, 2829, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253475, 1600, 2576, 2815, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253521, 1593, 2568, 2834, 94, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253553, 1606, 2563, 2838, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253585, 1627, 2578, 2841, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253617, 1591, 2553, 2838, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253650, 1598, 2544, 2823, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253682, 1588, 2586, 2831, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253714, 1611, 2596, 2832, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253746, 1614, 2579, 2823, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253779, 1584, 2561, 2836, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253811, 1597, 2566, 2830, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253843, 1589, 2585, 2835, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253876, 1583, 2572, 2836, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253922, 1581, 2594, 2817, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
253969, 1619, 2577, 2812, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254015, 1604, 2567, 2831, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254062, 1578, 2572, 2838, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254108, 1597, 2589, 2838, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254155, 1568, 2559, 2808, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254201, 1534, 2622, 2835, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254248, 1572, 2611, 2820, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254294, 1588, 2574, 2807, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254341, 1590, 2545, 2850, 93, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254373, 1610, 2560, 2827, 92, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254406, 1609, 2551, 2818, 92, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254439, 1601, 2548, 2843, 92, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254472, 1591, 2563, 2824, 92, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254505, 1600, 2576, 2833, 92, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254538, 1588, 2569, 2815, 92, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254571, 1621, 2557, 2844, 92, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254604, 1615, 2552, 2819, 92, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254637, 1572, 2575, 2841, 92, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254670, 1573, 2585, 2808, 92, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254706, 1644, 2548, 2814, 92, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254743, 1634, 2566, 2836, 92, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254780, 1591, 2544, 2848, 92, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
254816, 1588, 2558, 2847, 92, b364aed7-d2f5-489e-9f04-76621f28f1cb, , duduk, duduk_tasyahud_akhir, , 
