136411, 2510, 1815, 2854, 102, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152333, 2295, 2041, 2785, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152377, 2273, 2062, 2799, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152420, 2291, 2053, 2765, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152464, 2259, 2067, 2802, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152507, 2267, 2076, 2790, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152550, 2287, 2071, 2776, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152594, 2300, 2033, 2789, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152637, 2302, 2028, 2782, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152681, 2289, 2046, 2797, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152713, 2266, 2038, 2795, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152745, 2295, 2075, 2780, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152778, 2320, 2060, 2795, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152810, 2292, 2044, 2776, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152843, 2297, 2036, 2774, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152875, 2310, 2042, 2783, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152908, 2303, 2041, 2794, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152940, 2286, 2056, 2781, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152973, 2327, 2028, 2770, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153005, 2346, 2026, 2772, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153038, 2314, 2030, 2778, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153077, 2283, 2048, 2781, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153116, 2315, 2036, 2784, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153155, 2306, 2022, 2773, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153194, 2299, 2026, 2781, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153234, 2302, 2031, 2776, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153273, 2296, 2060, 2777, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153312, 2291, 2052, 2794, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153351, 2260, 2049, 2792, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153390, 2284, 2051, 2784, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153430, 2295, 2053, 2769, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153466, 2290, 2064, 2772, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153503, 2307, 2063, 2782, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153540, 2277, 2067, 2774, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153576, 2303, 2064, 2783, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153613, 2250, 2096, 2770, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153650, 2269, 2069, 2776, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153687, 2300, 2049, 2777, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153723, 2292, 2080, 2784, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153760, 2286, 2081, 2772, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153797, 2268, 2099, 2785, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153834, 2253, 2087, 2806, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153874, 2261, 2104, 2775, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153914, 2270, 2063, 2758, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153955, 2272, 2063, 2785, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
153995, 2245, 2083, 2801, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154036, 2279, 2085, 2772, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154076, 2295, 2070, 2774, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154116, 2277, 2075, 2760, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154157, 2284, 2070, 2783, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154197, 2293, 2091, 2787, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154238, 2264, 2066, 2783, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154277, 2262, 2056, 2775, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154316, 2277, 2072, 2787, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154355, 2263, 2073, 2781, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154395, 2257, 2097, 2794, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154434, 2259, 2064, 2762, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154473, 2299, 2079, 2766, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154513, 2297, 2061, 2797, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154552, 2254, 2049, 2793, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154591, 2268, 2060, 2805, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154631, 2263, 2087, 2789, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154667, 2242, 2110, 2779, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154704, 2284, 2080, 2780, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154740, 2281, 2052, 2791, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154777, 2253, 2056, 2793, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154813, 2273, 2088, 2772, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154850, 2274, 2069, 2798, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154886, 2263, 2067, 2793, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154923, 2256, 2080, 2787, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154959, 2256, 2092, 2792, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
154996, 2280, 2071, 2800, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155033, 2274, 2054, 2790, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155073, 2265, 2071, 2807, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155114, 2259, 2076, 2794, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155154, 2281, 2082, 2797, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155195, 2255, 2067, 2795, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155235, 2257, 2084, 2787, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155276, 2296, 2081, 2761, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155316, 2256, 2082, 2803, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155357, 2259, 2075, 2783, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155397, 2261, 2092, 2767, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155438, 2273, 2092, 2799, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155473, 2269, 2094, 2772, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155509, 2279, 2083, 2793, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155545, 2270, 2068, 2777, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155581, 2283, 2044, 2776, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155617, 2281, 2050, 2802, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155652, 2288, 2059, 2793, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155688, 2289, 2066, 2792, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155724, 2280, 2063, 2771, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155760, 2277, 2059, 2801, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155796, 2269, 2072, 2762, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155832, 2276, 2053, 2776, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155872, 2287, 2039, 2797, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155912, 2287, 2030, 2783, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155952, 2271, 2040, 2787, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
155992, 2281, 2061, 2783, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156032, 2278, 2079, 2778, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156072, 2310, 2025, 2764, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156112, 2329, 2045, 2774, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156152, 2308, 2031, 2793, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156192, 2280, 2020, 2802, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156233, 2282, 2031, 2774, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156273, 2285, 2087, 2776, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156314, 2286, 2070, 2765, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156354, 2282, 2066, 2794, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156395, 2296, 2031, 2787, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156435, 2301, 2041, 2795, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156476, 2290, 2064, 2767, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156516, 2295, 2047, 2772, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156557, 2297, 2061, 2784, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156597, 2262, 2060, 2769, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156638, 2286, 2088, 2772, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156679, 2265, 2050, 2780, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156720, 2284, 2074, 2791, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156761, 2281, 2053, 2795, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156802, 2276, 2072, 2775, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156843, 2267, 2068, 2798, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156884, 2298, 2059, 2767, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156925, 2291, 2056, 2771, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
156966, 2286, 2066, 2804, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157007, 2284, 2055, 2786, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157048, 2285, 2061, 2782, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157089, 2289, 2060, 2794, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157123, 2275, 2065, 2779, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157157, 2276, 2072, 2790, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157192, 2270, 2061, 2784, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157226, 2278, 2067, 2774, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157261, 2257, 2064, 2786, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157295, 2286, 2052, 2797, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157329, 2249, 2081, 2785, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157364, 2288, 2076, 2779, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157398, 2269, 2079, 2782, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157433, 2267, 2057, 2804, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157470, 2251, 2072, 2777, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157507, 2270, 2078, 2785, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157544, 2278, 2067, 2773, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157581, 2231, 2108, 2792, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157618, 2241, 2095, 2787, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157655, 2294, 2085, 2782, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157692, 2282, 2051, 2801, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157729, 2284, 2058, 2781, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157766, 2270, 2097, 2774, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157803, 2270, 2100, 2781, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157840, 2247, 2104, 2775, 82, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157880, 2276, 2077, 2750, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157921, 2306, 2049, 2768, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
157962, 2291, 2049, 2788, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158003, 2307, 2052, 2774, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158044, 2291, 2084, 2801, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158085, 2301, 2061, 2782, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158126, 2283, 2062, 2760, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158167, 2265, 2069, 2753, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158208, 2253, 2087, 2789, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158249, 2259, 2076, 2787, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158287, 2284, 2069, 2794, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158326, 2281, 2063, 2780, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158364, 2280, 2064, 2765, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158403, 2245, 2080, 2800, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158441, 2262, 2095, 2759, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158480, 2307, 2073, 2752, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158518, 2258, 2094, 2758, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158557, 2271, 2057, 2770, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158595, 2267, 2090, 2772, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158634, 2275, 2076, 2775, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158670, 2284, 2082, 2770, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158707, 2253, 2095, 2773, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158744, 2240, 2092, 2791, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158780, 2263, 2122, 2775, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158817, 2270, 2082, 2794, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158854, 2252, 2093, 2779, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158891, 2243, 2120, 2779, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158927, 2243, 2112, 2754, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
158964, 2246, 2115, 2758, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159001, 2236, 2112, 2810, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159038, 2245, 2098, 2754, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159075, 2253, 2112, 2786, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159113, 2267, 2071, 2788, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159151, 2222, 2102, 2769, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159188, 2230, 2127, 2762, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159226, 2304, 2106, 2736, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159264, 2296, 2083, 2776, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159301, 2279, 2098, 2773, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159339, 2252, 2086, 2778, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159377, 2243, 2106, 2791, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159415, 2314, 2078, 2763, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159452, 2354, 2067, 2710, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159490, 2373, 2063, 2692, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159527, 2331, 2047, 2743, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159565, 2305, 2046, 2760, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159602, 2281, 2089, 2765, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159640, 2285, 2087, 2765, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159677, 2298, 2086, 2714, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159715, 2322, 2067, 2772, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159752, 2290, 2061, 2751, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159790, 2334, 2063, 2759, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159828, 2310, 2079, 2752, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159866, 2291, 2065, 2744, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159905, 2280, 2102, 2732, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159944, 2301, 2116, 2754, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
159983, 2319, 2054, 2726, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160022, 2330, 2064, 2740, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160061, 2257, 2117, 2770, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160100, 2215, 2163, 2827, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160139, 2219, 2137, 2695, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160178, 2259, 2089, 2789, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
160217, 2270, 2072, 2711, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
