558633, 1575, 2179, 3131, 72, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574874, 1535, 2294, 3062, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574915, 1523, 2312, 3064, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574951, 1524, 2351, 3055, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574988, 1525, 2330, 3072, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575025, 1539, 2415, 3075, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575061, 1541, 2318, 3079, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575098, 1535, 2323, 3076, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575135, 1508, 2344, 3076, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575172, 1526, 2330, 3057, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575208, 1546, 2315, 3076, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575245, 1516, 2325, 3081, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575282, 1529, 2351, 3073, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575319, 1512, 2313, 3075, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575357, 1532, 2318, 3062, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575396, 1513, 2327, 3075, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575435, 1519, 2330, 3068, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575474, 1525, 2319, 3082, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575513, 1508, 2320, 3058, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575552, 1519, 2315, 3082, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575591, 1505, 2335, 3088, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575630, 1513, 2348, 3080, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575669, 1526, 2329, 3081, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575708, 1511, 2341, 3090, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575750, 1521, 2317, 3060, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575793, 1526, 2331, 3083, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575835, 1531, 2335, 3074, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575878, 1522, 2314, 3071, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575920, 1543, 2335, 3088, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
575963, 1484, 2334, 3082, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576005, 1505, 2345, 3072, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576048, 1538, 2323, 3065, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576090, 1534, 2290, 3069, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576133, 1505, 2340, 3093, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576168, 1489, 2349, 3075, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576203, 1520, 2319, 3076, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576238, 1537, 2328, 3082, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576273, 1498, 2323, 3074, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576308, 1507, 2323, 3077, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576343, 1533, 2325, 3057, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576378, 1522, 2305, 3081, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576413, 1496, 2323, 3068, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576448, 1498, 2349, 3078, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576483, 1528, 2327, 3079, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576519, 1552, 2312, 3058, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576565, 1505, 2319, 3074, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576612, 1490, 2347, 3084, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576659, 1516, 2322, 3079, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576705, 1542, 2324, 3084, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576752, 1501, 2309, 3068, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576799, 1507, 2353, 3078, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576845, 1509, 2328, 3065, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576892, 1496, 2316, 3064, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576939, 1487, 2361, 3065, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
576986, 1501, 2337, 3057, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577016, 1531, 2301, 3071, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577046, 1524, 2344, 3059, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577076, 1496, 2357, 3098, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577107, 1515, 2323, 3064, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577137, 1510, 2335, 3071, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577167, 1508, 2358, 3096, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577197, 1483, 2326, 3050, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577228, 1518, 2333, 3077, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577258, 1527, 2328, 3058, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577288, 1507, 2324, 3069, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577319, 1522, 2345, 3071, 65, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577367, 1533, 2321, 3090, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577416, 1545, 2344, 3073, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577464, 1519, 2320, 3084, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577513, 1518, 2313, 3073, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577561, 1546, 2326, 3070, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577610, 1523, 2350, 3052, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577658, 1535, 2342, 3071, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577707, 1549, 2314, 3074, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577755, 1545, 2303, 3091, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577804, 1495, 2318, 3053, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577834, 1521, 2340, 3075, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577864, 1559, 2340, 3055, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577895, 1530, 2312, 3067, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577925, 1497, 2357, 3067, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577956, 1522, 2345, 3057, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
577986, 1514, 2324, 3074, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578016, 1528, 2344, 3075, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578047, 1520, 2375, 3068, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578077, 1526, 2331, 3051, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578108, 1536, 2334, 3064, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578144, 1520, 2352, 3063, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578181, 1503, 2335, 3057, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578218, 1524, 2339, 3066, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578254, 1510, 2357, 3070, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578291, 1494, 2344, 3065, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578328, 1486, 2316, 3065, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578365, 1495, 2363, 3084, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578401, 1520, 2313, 3080, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578438, 1504, 2326, 3072, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578475, 1540, 2342, 3074, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578512, 1514, 2322, 3078, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578551, 1490, 2354, 3068, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578590, 1497, 2347, 3066, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578629, 1529, 2318, 3061, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578668, 1548, 2318, 3056, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578707, 1511, 2328, 3057, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578746, 1510, 2352, 3080, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578785, 1500, 2333, 3080, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578824, 1524, 2347, 3073, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578863, 1500, 2338, 3073, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578902, 1492, 2340, 3061, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578940, 1518, 2346, 3067, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
578979, 1503, 2351, 3060, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579018, 1490, 2329, 3078, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579056, 1503, 2330, 3065, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579095, 1516, 2325, 3058, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579134, 1539, 2336, 3056, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579172, 1497, 2336, 3078, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579211, 1499, 2352, 3071, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579250, 1507, 2351, 3078, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579289, 1509, 2357, 3068, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579325, 1495, 2332, 3069, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579362, 1485, 2342, 3091, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579398, 1528, 2323, 3077, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579435, 1489, 2340, 3075, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579471, 1458, 2360, 3082, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579508, 1525, 2329, 3074, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579544, 1539, 2328, 3066, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579581, 1517, 2328, 3056, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579617, 1485, 2344, 3075, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579654, 1510, 2347, 3067, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579691, 1524, 2329, 3059, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579733, 1504, 2358, 3064, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579776, 1481, 2357, 3086, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579818, 1515, 2317, 3074, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579861, 1534, 2317, 3090, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579904, 1486, 2365, 3059, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579946, 1475, 2355, 3078, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
579989, 1530, 2348, 3072, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580031, 1521, 2327, 3086, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580074, 1504, 2311, 3099, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580117, 1487, 2356, 3078, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580152, 1496, 2353, 3062, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580187, 1512, 2308, 3063, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580223, 1520, 2334, 3084, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580258, 1493, 2332, 3067, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580294, 1498, 2358, 3105, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580329, 1526, 2323, 3069, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580365, 1475, 2364, 3078, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580400, 1503, 2356, 3073, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580436, 1533, 2309, 3044, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580471, 1549, 2333, 3069, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580507, 1483, 2343, 3083, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580548, 1481, 2343, 3068, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580589, 1523, 2325, 3086, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580630, 1526, 2328, 3080, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580672, 1483, 2341, 3066, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580713, 1510, 2327, 3072, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580754, 1518, 2327, 3054, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580796, 1521, 2317, 3061, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580837, 1510, 2327, 3077, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580878, 1532, 2339, 3077, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580920, 1525, 2337, 3068, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
580962, 1504, 2325, 3080, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581004, 1516, 2340, 3058, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581047, 1520, 2306, 3070, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581089, 1526, 2337, 3067, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581132, 1503, 2327, 3071, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581174, 1524, 2339, 3081, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581216, 1535, 2329, 3070, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581259, 1509, 2315, 3054, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581301, 1507, 2356, 3072, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581344, 1556, 2319, 3062, 66, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581377, 1540, 2303, 3078, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581410, 1549, 2343, 3056, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581443, 1543, 2346, 3051, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581476, 1532, 2329, 3074, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581509, 1539, 2321, 3045, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581542, 1531, 2321, 3073, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581575, 1533, 2326, 3070, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581608, 1534, 2339, 3079, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581641, 1536, 2322, 3057, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581674, 1521, 2339, 3070, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581708, 1529, 2343, 3082, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581748, 1533, 2307, 3063, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581788, 1527, 2329, 3068, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581829, 1535, 2343, 3072, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581869, 1541, 2316, 3054, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581910, 1509, 2310, 3064, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581950, 1540, 2315, 3080, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
581990, 1526, 2306, 3071, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582031, 1506, 2346, 3070, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582071, 1537, 2328, 3069, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582112, 1549, 2313, 3060, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582150, 1511, 2323, 3067, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582189, 1504, 2328, 3063, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582227, 1513, 2298, 3055, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582266, 1521, 2328, 3064, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582305, 1487, 2333, 3078, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582343, 1517, 2322, 3072, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582382, 1533, 2312, 3077, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582421, 1552, 2320, 3071, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582459, 1517, 2339, 3050, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582498, 1533, 2350, 3078, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582537, 1513, 2322, 3081, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582574, 1529, 2326, 3063, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582611, 1532, 2326, 3062, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582648, 1516, 2317, 3076, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582685, 1529, 2335, 3067, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582722, 1552, 2339, 3082, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582759, 1527, 2334, 3073, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582796, 1490, 2347, 3077, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582833, 1498, 2358, 3070, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582870, 1527, 2346, 3068, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582907, 1534, 2320, 3063, 67, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
582954, 1505, 2350, 3098, 68, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
