34483, -1797, 1715, -3308, 58, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53620, -1568, 1916, -3286, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53661, -1555, 1934, -3242, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53703, -1571, 1905, -3269, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53745, -1560, 1909, -3252, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53786, -1569, 1894, -3264, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53828, -1572, 1896, -3263, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53870, -1595, 1891, -3272, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53911, -1547, 1914, -3282, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53953, -1560, 1882, -3251, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53995, -1579, 1894, -3261, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54037, -1556, 1883, -3259, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54072, -1566, 1906, -3254, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54108, -1569, 1900, -3265, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54144, -1520, 1899, -3275, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54179, -1600, 1922, -3251, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54215, -1541, 1936, -3236, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54251, -1560, 1873, -3271, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54287, -1605, 1918, -3313, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54322, -1569, 1886, -3295, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54358, -1583, 1913, -3312, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54394, -1570, 1892, -3257, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54430, -1589, 1896, -3270, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54472, -1568, 1922, -3292, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54514, -1558, 1929, -3288, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54556, -1575, 1901, -3263, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54598, -1542, 1918, -3230, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54640, -1586, 1907, -3226, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54682, -1575, 1910, -3240, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54724, -1563, 1907, -3261, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54766, -1565, 1906, -3266, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54808, -1592, 1944, -3246, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54850, -1572, 1904, -3191, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54887, -1596, 1913, -3226, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54924, -1575, 1910, -3231, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54961, -1604, 1906, -3266, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
54999, -1548, 1905, -3261, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55036, -1567, 1941, -3243, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55073, -1560, 1937, -3233, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55111, -1555, 1912, -3236, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55148, -1587, 1939, -3255, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55185, -1591, 1869, -3272, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55223, -1610, 1868, -3290, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55259, -1614, 1911, -3295, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55296, -1599, 1916, -3258, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55333, -1590, 1902, -3282, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55370, -1564, 1920, -3277, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55407, -1567, 1917, -3267, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55443, -1520, 1918, -3255, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55480, -1590, 1908, -3226, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55517, -1554, 1891, -3227, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55554, -1595, 1918, -3277, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55591, -1529, 1869, -3267, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55628, -1603, 1891, -3275, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55670, -1606, 1893, -3260, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55713, -1604, 1887, -3265, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55755, -1545, 1917, -3266, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55798, -1588, 1897, -3297, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55841, -1585, 1884, -3253, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55883, -1603, 1899, -3256, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55926, -1593, 1933, -3259, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
55968, -1554, 1901, -3268, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
56011, -1594, 1942, -3303, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
56054, -1540, 1912, -3222, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
56087, -1550, 1874, -3247, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
56121, -1542, 1905, -3301, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
56154, -1592, 1926, -3382, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
56188, -1565, 1924, -3278, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
56222, -1567, 1920, -3370, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
56255, -1560, 2014, -3225, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
56289, -1592, 1898, -3176, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
56323, -1543, 1912, -3158, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
56356, -1556, 1902, -3207, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
56390, -1535, 1879, -3059, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
56424, -1510, 2005, -3474, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
56463, -1403, 1953, -3361, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
56503, -1578, 1928, -3392, 52, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
