157524, -1654, 1614, -3417, 85, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176310, -1762, 1208, -3525, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176349, -1786, 1216, -3526, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176388, -1754, 1192, -3474, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176428, -1762, 1216, -3499, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176463, -1766, 1191, -3438, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176499, -1751, 1191, -3434, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176534, -1742, 1299, -3469, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176570, -1865, 1128, -3386, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176605, -1844, 1099, -3526, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176641, -1836, 1194, -3498, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176676, -1889, 1160, -3457, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176712, -1860, 1184, -3444, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176747, -1866, 1175, -3448, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176783, -1872, 1232, -3451, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176819, -1856, 1206, -3402, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176857, -1874, 1153, -3433, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176896, -1885, 1131, -3514, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176934, -1907, 1036, -3424, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176973, -1968, 1144, -3441, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177012, -1958, 1151, -3494, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177050, -1855, 1163, -3408, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177089, -1904, 1130, -3441, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177127, -1918, 1110, -3396, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177166, -1916, 1181, -3463, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177205, -1931, 1160, -3427, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177251, -1913, 1176, -3429, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177298, -1977, 1133, -3402, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177344, -1911, 1124, -3432, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177391, -1930, 1102, -3439, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177437, -1929, 1148, -3431, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177484, -1919, 1132, -3386, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177530, -1975, 1110, -3431, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177577, -1937, 1163, -3431, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177623, -1971, 1124, -3443, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177670, -1952, 1163, -3441, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177703, -1981, 1090, -3300, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177737, -1916, 1045, -3400, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177771, -2006, 1252, -3378, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177805, -1964, 1134, -3340, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177839, -1967, 1112, -3419, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177873, -1982, 1131, -3395, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177907, -2002, 1121, -3376, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177941, -2027, 1108, -3391, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
177975, -2000, 1092, -3454, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178009, -1966, 1110, -3415, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178043, -1985, 1078, -3368, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178086, -1992, 1142, -3397, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178130, -1977, 1101, -3411, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178173, -1975, 1143, -3411, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178217, -1964, 1146, -3425, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178261, -1974, 1129, -3411, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178304, -1975, 1129, -3420, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178348, -1928, 1138, -3420, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178391, -1963, 1155, -3413, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178435, -1967, 1125, -3384, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178479, -1944, 1130, -3406, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178510, -1949, 1157, -3406, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178541, -1950, 1188, -3413, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178572, -1952, 1227, -3420, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178603, -1928, 1171, -3390, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178634, -1902, 1206, -3409, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178666, -1926, 1170, -3415, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178697, -1925, 1146, -3390, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178728, -1960, 1143, -3416, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178759, -1929, 1183, -3444, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178790, -1926, 1193, -3427, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178822, -1919, 1228, -3392, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178860, -1912, 1200, -3405, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178899, -1874, 1179, -3409, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178937, -1920, 1187, -3398, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
178976, -1913, 1135, -3451, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179014, -1909, 1144, -3404, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179053, -1892, 1191, -3431, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179091, -1882, 1161, -3398, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179130, -1902, 1212, -3417, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179168, -1895, 1162, -3413, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179207, -1898, 1164, -3485, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179246, -1909, 1215, -3445, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179285, -1926, 1103, -3426, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179324, -1927, 1175, -3471, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179363, -1873, 1182, -3417, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179402, -1911, 1180, -3443, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179441, -1859, 1207, -3422, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179480, -1852, 1160, -3419, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179519, -1870, 1167, -3445, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179558, -1861, 1139, -3430, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179597, -1898, 1173, -3461, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179633, -1871, 1216, -3439, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179670, -1841, 1201, -3438, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179707, -1892, 1174, -3425, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179744, -1864, 1189, -3458, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179781, -1813, 1163, -3453, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179818, -1868, 1153, -3481, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179855, -1859, 1165, -3436, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179892, -1892, 1163, -3463, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179929, -1892, 1152, -3487, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
179966, -1882, 1174, -3480, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180003, -1851, 1133, -3454, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180045, -1844, 1214, -3421, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180088, -1843, 1222, -3386, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180130, -1857, 1195, -3438, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180173, -1809, 1153, -3450, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180215, -1839, 1168, -3438, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180258, -1840, 1178, -3439, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180300, -1887, 1202, -3454, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180343, -1857, 1190, -3442, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180385, -1838, 1212, -3463, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180428, -1848, 1200, -3418, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180464, -1860, 1189, -3395, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180500, -1884, 1234, -3446, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180536, -1842, 1184, -3478, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180572, -1840, 1194, -3435, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180608, -1836, 1192, -3449, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180644, -1815, 1201, -3425, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180680, -1824, 1183, -3464, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180716, -1856, 1140, -3459, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180752, -1876, 1148, -3480, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180788, -1865, 1202, -3479, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180825, -1819, 1145, -3474, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180869, -1858, 1204, -3465, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180914, -1822, 1211, -3459, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
180959, -1822, 1182, -3498, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
181003, -1809, 1213, -3437, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
181048, -1852, 1147, -3441, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
181093, -1837, 1151, -3494, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
181137, -1848, 1177, -3488, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
181182, -1848, 1141, -3496, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
181227, -1846, 1152, -3476, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
181272, -1832, 1167, -3467, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
181307, -1864, 1149, -3445, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
181343, -1826, 1132, -3465, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
181378, -1820, 1175, -3420, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
181414, -1805, 1208, -3472, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
181449, -1834, 1215, -3410, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
181485, -1853, 1226, -3461, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
181520, -1831, 1174, -3427, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
187518, -1116, 1480, -3562, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
187555, -1079, 1447, -3581, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
187592, -1121, 1545, -3610, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
187629, -1123, 1546, -3670, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
187665, -1108, 1600, -3612, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
187701, -1142, 1576, -3659, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
187737, -1164, 1579, -3671, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
187773, -1139, 1551, -3606, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
187809, -1169, 1543, -3673, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
187846, -1119, 1467, -3635, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
187882, -1140, 1462, -3636, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
187918, -1120, 1461, -3702, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
187954, -1098, 1423, -3629, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
187990, -1080, 1467, -3638, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188027, -1111, 1499, -3649, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188071, -1064, 1440, -3572, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188116, -1099, 1541, -3606, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188160, -1079, 1506, -3642, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188205, -1048, 1571, -3604, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188249, -1059, 1573, -3654, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188294, -1072, 1591, -3630, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188338, -1075, 1552, -3646, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188383, -1065, 1594, -3623, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188427, -1057, 1630, -3622, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188472, -1046, 1565, -3640, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188508, -1042, 1582, -3628, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188545, -1066, 1564, -3645, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188581, -1031, 1566, -3617, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188618, -1007, 1613, -3629, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188655, -1007, 1585, -3651, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188691, -1007, 1569, -3618, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188728, -1039, 1580, -3613, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188764, -1035, 1601, -3656, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188801, -1021, 1596, -3690, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188838, -1021, 1615, -3648, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188876, -1049, 1602, -3627, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188914, -1033, 1603, -3597, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188952, -1054, 1735, -3618, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
188990, -1035, 1709, -3617, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189028, -1027, 1682, -3619, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189066, -1005, 1664, -3621, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189104, -985, 1604, -3635, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189142, -974, 1587, -3629, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189180, -988, 1544, -3611, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189218, -961, 1521, -3592, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189257, -967, 1494, -3600, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189292, -973, 1482, -3576, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189327, -1004, 1508, -3604, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189362, -1002, 1539, -3638, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189397, -961, 1580, -3640, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189432, -981, 1620, -3620, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189467, -953, 1632, -3666, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189502, -977, 1619, -3660, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189537, -897, 1611, -3670, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189572, -952, 1627, -3579, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189608, -989, 1613, -3669, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189650, -940, 1604, -3595, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189692, -918, 1635, -3740, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189735, -901, 1629, -3696, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189777, -892, 1625, -3706, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189819, -902, 1621, -3617, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189862, -851, 1605, -3581, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189904, -812, 1572, -3684, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189946, -815, 1653, -3714, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
189989, -775, 1624, -3704, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190031, -814, 1646, -3680, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190074, -855, 1625, -3636, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190109, -839, 1629, -3649, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190144, -806, 1653, -3667, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190179, -796, 1696, -3710, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190214, -839, 1665, -3695, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190250, -826, 1627, -3658, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190285, -834, 1662, -3667, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190320, -823, 1638, -3679, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190355, -840, 1648, -3679, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190390, -815, 1657, -3667, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190426, -814, 1643, -3622, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190468, -836, 1633, -3626, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190511, -836, 1650, -3633, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190554, -823, 1646, -3630, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190597, -799, 1656, -3605, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190640, -830, 1688, -3666, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190682, -847, 1675, -3633, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190725, -801, 1672, -3629, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190768, -821, 1677, -3660, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190811, -831, 1683, -3658, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190854, -827, 1672, -3610, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190886, -852, 1643, -3653, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190919, -819, 1659, -3648, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190951, -797, 1650, -3663, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
190984, -824, 1630, -3665, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191016, -819, 1605, -3657, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191049, -840, 1627, -3654, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191081, -845, 1626, -3667, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191114, -824, 1659, -3684, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191146, -823, 1679, -3664, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191179, -835, 1644, -3649, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191212, -857, 1659, -3635, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191251, -834, 1656, -3640, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191290, -820, 1630, -3681, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191330, -830, 1647, -3644, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191369, -815, 1610, -3632, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191409, -838, 1624, -3652, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191448, -829, 1613, -3650, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191487, -812, 1633, -3676, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191527, -839, 1637, -3676, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191566, -814, 1620, -3657, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191606, -825, 1640, -3658, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
191646, -839, 1606, -3657, 90, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
