6189, -2210, 1875, -2885, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25902, -1846, 1946, -3097, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25939, -1812, 1925, -3125, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25976, -1806, 1929, -3125, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26013, -1799, 1942, -3112, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26051, -1812, 1917, -3099, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26090, -1785, 1925, -3086, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26129, -1792, 1930, -3103, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26168, -1806, 1929, -3117, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26207, -1826, 1912, -3130, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26246, -1816, 1942, -3129, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26285, -1838, 1971, -3126, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26324, -1806, 1929, -3120, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26363, -1845, 1963, -3119, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26402, -1806, 1923, -3135, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26437, -1827, 1921, -3161, 63, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26472, -1772, 1925, -3152, 63, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26508, -1797, 1923, -3099, 63, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26543, -1831, 1944, -3078, 63, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26579, -1803, 1969, -3106, 63, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26614, -1797, 1953, -3139, 63, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26650, -1799, 1951, -3133, 63, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26685, -1796, 1945, -3079, 63, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26721, -1794, 1927, -3119, 63, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26756, -1797, 1949, -3113, 63, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26792, -1795, 1925, -3113, 63, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26837, -1790, 1893, -3092, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26882, -1807, 1961, -3115, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26927, -1805, 1944, -3133, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
26972, -1807, 1935, -3120, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27017, -1820, 1924, -3157, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27062, -1829, 1920, -3162, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27107, -1793, 1956, -3155, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27152, -1780, 1941, -3101, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27197, -1832, 1921, -3110, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27242, -1793, 1918, -3124, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27278, -1781, 1939, -3140, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27314, -1815, 1936, -3115, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27350, -1793, 1936, -3099, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27386, -1802, 1957, -3097, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27422, -1858, 1933, -3132, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27458, -1815, 1919, -3122, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27494, -1824, 1908, -3105, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27530, -1846, 1930, -3086, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27566, -1777, 1958, -3103, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27602, -1839, 1967, -3095, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27646, -1832, 1929, -3082, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27690, -1845, 1933, -3128, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27735, -1839, 1936, -3148, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27779, -1812, 1946, -3108, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27823, -1835, 1946, -3065, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27868, -1826, 1939, -3087, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27912, -1799, 1932, -3089, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
27956, -1799, 1933, -3105, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28001, -1792, 1941, -3095, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28045, -1800, 1970, -3108, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28090, -1823, 1956, -3079, 62, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28121, -1817, 1932, -3118, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28152, -1869, 1950, -3138, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28184, -1804, 1945, -3136, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28215, -1801, 1942, -3109, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28247, -1817, 1948, -3134, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28278, -1777, 1955, -3117, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28309, -1796, 1952, -3131, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28341, -1787, 1955, -3099, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28372, -1770, 1940, -3097, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28404, -1817, 1916, -3109, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28448, -1844, 1929, -3147, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28493, -1795, 1935, -3139, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28538, -1825, 1923, -3134, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28583, -1822, 1936, -3125, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28628, -1806, 1901, -3120, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28673, -1815, 1916, -3131, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28718, -1841, 1898, -3127, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28763, -1794, 1941, -3112, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28808, -1810, 1925, -3114, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28853, -1834, 1913, -3128, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28898, -1804, 1921, -3149, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28929, -1804, 1949, -3127, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28960, -1778, 1915, -3093, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
28991, -1780, 1915, -3125, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
29022, -1785, 1947, -3123, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
29053, -1805, 1945, -3163, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
29084, -1822, 1920, -3147, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
29115, -1835, 1926, -3116, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
29146, -1808, 1910, -3098, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
29177, -1823, 1892, -3111, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
29208, -1798, 1890, -3121, 60, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
29247, -1828, 1918, -3160, 58, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
29287, -1804, 1925, -3112, 58, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
29326, -1784, 1951, -3105, 58, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
29366, -1822, 1964, -3098, 58, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
