253874, -3487, 1002, -1933, 99, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271388, -3418, 1012, -1958, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271430, -3405, 999, -1934, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271471, -3457, 1028, -1948, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271513, -3448, 1012, -1984, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271555, -3434, 1058, -1987, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271596, -3432, 1085, -1972, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271638, -3451, 1090, -1934, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271680, -3423, 1019, -1932, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271715, -3384, 950, -1944, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271751, -3403, 984, -1975, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271787, -3433, 1040, -1962, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271822, -3426, 1020, -2016, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271858, -3486, 1038, -1973, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271894, -3489, 1025, -1998, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271929, -3428, 982, -1958, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271965, -3408, 986, -1981, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272001, -3374, 1032, -1948, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272037, -3417, 1045, -1973, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272076, -3459, 1020, -2025, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272115, -3484, 1036, -2029, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272154, -3426, 1019, -2001, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272194, -3420, 1049, -1958, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272233, -3429, 1034, -1978, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272272, -3452, 972, -1990, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272312, -3419, 946, -1965, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272351, -3460, 965, -1979, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272390, -3429, 957, -1971, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272430, -3499, 951, -1981, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272466, -3449, 960, -1975, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272502, -3445, 943, -1992, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272538, -3445, 988, -1951, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272574, -3454, 959, -1932, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272610, -3462, 999, -1962, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272647, -3495, 1058, -1959, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272683, -3457, 1039, -1952, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272719, -3432, 1050, -1966, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272755, -3391, 1083, -1959, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272791, -3477, 1050, -1962, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272828, -3419, 965, -1946, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272867, -3416, 965, -1939, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272907, -3378, 1026, -1974, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272946, -3391, 1110, -1956, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
272986, -3422, 1070, -1958, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273025, -3466, 1124, -1979, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273065, -3448, 1104, -1970, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273104, -3434, 1060, -2013, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273144, -3393, 1083, -1979, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273183, -3379, 1033, -1965, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273223, -3434, 1045, -1952, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273263, -3465, 1078, -1969, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273304, -3467, 1068, -1987, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273344, -3452, 1055, -1964, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273385, -3492, 1042, -1946, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273425, -3405, 979, -1936, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273466, -3444, 1003, -1907, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273506, -3415, 1039, -1906, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273547, -3450, 1095, -1919, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273587, -3398, 1096, -1923, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273628, -3436, 1063, -1885, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273669, -3467, 1081, -1898, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273706, -3456, 1047, -1949, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273743, -3443, 1068, -1952, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273780, -3439, 1044, -1940, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273818, -3445, 1008, -1930, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273855, -3454, 1046, -1900, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273892, -3428, 1024, -1887, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273930, -3445, 1059, -1881, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
273967, -3474, 1045, -1932, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274004, -3475, 1062, -1935, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274042, -3462, 1012, -1934, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274078, -3460, 1007, -1930, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274114, -3448, 1027, -1938, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274150, -3465, 1047, -1921, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274186, -3433, 1012, -1923, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274222, -3438, 1007, -1934, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274258, -3477, 1008, -1928, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274294, -3449, 958, -1969, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274330, -3472, 973, -1974, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274366, -3427, 954, -1944, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274402, -3478, 996, -1976, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274438, -3388, 1009, -1959, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274475, -3421, 1063, -1952, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274512, -3451, 1061, -1991, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274548, -3520, 1046, -2017, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274585, -3494, 980, -1965, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274622, -3428, 907, -1969, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274659, -3483, 961, -1969, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274695, -3476, 953, -1950, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274732, -3455, 949, -1947, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274769, -3468, 935, -1937, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274806, -3504, 983, -1919, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274846, -3466, 1017, -1950, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274886, -3427, 1074, -1917, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274926, -3450, 1086, -1943, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
274966, -3421, 1087, -1899, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275006, -3393, 1093, -1890, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275046, -3400, 1038, -1882, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275086, -3424, 1008, -1891, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275126, -3490, 1014, -1904, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275166, -3461, 957, -1925, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275206, -3503, 1007, -1931, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275247, -3470, 1039, -1938, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275288, -3454, 1061, -1926, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275329, -3471, 1086, -1900, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275371, -3399, 1088, -1873, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275412, -3442, 1094, -1920, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275453, -3421, 1090, -1902, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275495, -3477, 1051, -1907, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275536, -3449, 1025, -1915, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275577, -3482, 1005, -1917, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275619, -3500, 952, -1951, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275655, -3461, 963, -1940, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275691, -3492, 1040, -1929, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275728, -3471, 1032, -1941, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275764, -3463, 1040, -1940, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275801, -3476, 1026, -1908, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275837, -3459, 1005, -1906, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275874, -3433, 1010, -1947, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275910, -3466, 1005, -1913, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275947, -3462, 987, -1949, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
275983, -3490, 990, -1939, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276020, -3475, 982, -1917, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276059, -3491, 1006, -1945, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276099, -3470, 1004, -1920, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276139, -3475, 1028, -1910, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276179, -3460, 1012, -1937, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276219, -3471, 1028, -1939, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276259, -3468, 1020, -1868, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276299, -3440, 1026, -1940, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276339, -3441, 1014, -1946, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276379, -3464, 1021, -1933, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276419, -3433, 1009, -1936, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276455, -3428, 977, -1926, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276492, -3442, 983, -1925, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276529, -3446, 1018, -1952, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276565, -3453, 977, -1979, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276602, -3520, 1008, -1943, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276639, -3440, 1009, -1929, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276676, -3423, 959, -1996, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276712, -3407, 1021, -1957, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276749, -3412, 991, -1950, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276786, -3475, 1010, -1977, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276823, -3492, 988, -1992, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276862, -3469, 997, -1973, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276902, -3436, 1004, -1975, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276942, -3430, 1005, -1957, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
276982, -3439, 999, -1935, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277022, -3436, 995, -1940, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277062, -3451, 970, -1955, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277102, -3443, 988, -1968, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277142, -3451, 1004, -1962, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277182, -3444, 1031, -1949, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277222, -3498, 1049, -1934, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277261, -3502, 1051, -1956, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277300, -3506, 1091, -1981, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277339, -3437, 1009, -2031, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277378, -3412, 1010, -1962, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277417, -3437, 1006, -1893, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277456, -3415, 1063, -1867, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277495, -3447, 1032, -1956, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277534, -3412, 1011, -1921, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277573, -3441, 1043, -1942, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277612, -3428, 1022, -1924, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277650, -3451, 1046, -1938, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277688, -3439, 1028, -1964, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277727, -3487, 1044, -1948, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277765, -3452, 1037, -1910, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277804, -3427, 1051, -1942, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277842, -3413, 1093, -1931, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277881, -3405, 1025, -1935, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277919, -3397, 1049, -1958, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277958, -3464, 1047, -1956, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
277996, -3440, 1069, -1902, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278035, -3487, 1062, -1955, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278073, -3441, 1008, -1994, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278112, -3390, 1052, -1964, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278151, -3407, 1059, -1973, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278189, -3445, 1062, -1953, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278228, -3414, 1058, -1983, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278267, -3415, 1031, -1979, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278305, -3442, 1023, -1981, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278344, -3432, 1065, -1952, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278383, -3395, 1037, -1947, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278422, -3455, 1034, -1982, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278457, -3638, 1251, -1885, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278492, -3556, 1052, -2082, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278528, -3287, 1009, -2094, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278563, -3361, 1124, -1947, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278599, -3435, 1139, -1785, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278634, -3430, 1067, -1880, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278670, -3372, 1015, -1951, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278705, -3414, 1091, -1918, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278741, -3427, 1112, -1925, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278776, -3474, 1079, -1933, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278812, -3439, 1073, -1908, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278851, -3382, 1085, -1899, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278890, -3442, 1116, -1855, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278929, -3434, 1085, -1869, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
278968, -3463, 1120, -1925, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279007, -3462, 1157, -1914, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279046, -3415, 1117, -1897, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279085, -3363, 1154, -1892, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279124, -3396, 1183, -1893, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279163, -3407, 1130, -1889, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279202, -3443, 1165, -1911, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279247, -3471, 1212, -1883, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279292, -3428, 1161, -1887, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279337, -3386, 1150, -1887, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279382, -3359, 1160, -1890, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279427, -3396, 1044, -1928, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279472, -3399, 1013, -1944, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279517, -3505, 1044, -1944, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279562, -3557, 1098, -1947, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279607, -3475, 1132, -1989, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279652, -3450, 1208, -1948, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279685, -3362, 1109, -1943, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279719, -3389, 1098, -1929, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279752, -3380, 1091, -1920, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279786, -3369, 1107, -1960, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279820, -3425, 1072, -2006, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279853, -3435, 1089, -2003, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279887, -3442, 1069, -2024, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279921, -3442, 1096, -2009, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279954, -3381, 1083, -1958, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
279988, -3398, 1070, -1999, 89, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
