228063, -2196, 1063, -3393, 103, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244918, -1697, 2114, -3035, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244951, -1705, 2120, -3050, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244983, -1734, 2160, -3055, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245016, -1701, 2186, -3060, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245049, -1695, 2158, -3022, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245082, -1686, 2127, -3049, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245114, -1670, 2095, -3041, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245147, -1689, 2109, -3026, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245180, -1669, 2173, -3056, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245213, -1621, 2197, -2990, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245254, -1653, 2178, -3006, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245295, -1683, 2160, -3037, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245336, -1657, 2139, -3053, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245377, -1660, 2153, -3025, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245418, -1661, 2117, -3021, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245459, -1700, 2131, -3043, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245500, -1716, 2137, -3080, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245541, -1743, 2139, -3051, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245582, -1716, 2135, -3091, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245623, -1723, 2125, -3037, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245666, -1699, 2103, -3050, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245709, -1690, 2125, -3032, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245752, -1721, 2095, -3032, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245795, -1713, 2126, -3070, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245838, -1695, 2116, -3041, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245881, -1763, 2094, -3065, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245924, -1717, 2096, -3102, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
245967, -1736, 2089, -3119, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246010, -1708, 2077, -3062, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246053, -1722, 2077, -3047, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246085, -1717, 2067, -3066, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246118, -1715, 2079, -3075, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246150, -1742, 2108, -3076, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246183, -1718, 2114, -3109, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246216, -1724, 2062, -3097, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246248, -1714, 2094, -3085, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246281, -1714, 2026, -3076, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246314, -1754, 2056, -3096, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246346, -1724, 2083, -3113, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246379, -1725, 2081, -3087, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246412, -1709, 2066, -3062, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246451, -1715, 2061, -3074, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246490, -1718, 2040, -3075, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246529, -1744, 2057, -3079, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246568, -1721, 2064, -3090, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246608, -1724, 2042, -3060, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246647, -1756, 2076, -3094, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246686, -1716, 2098, -3074, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246725, -1727, 2071, -3103, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246764, -1749, 2016, -3084, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246804, -1721, 2082, -3069, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246840, -1735, 2059, -3086, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246876, -1736, 2021, -3066, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246912, -1718, 2039, -3056, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246949, -1712, 2061, -3084, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
246985, -1678, 2093, -3037, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247021, -1746, 2074, -3064, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247057, -1724, 2042, -3089, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247094, -1755, 2050, -3124, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247130, -1740, 2070, -3108, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247166, -1735, 2065, -3056, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247203, -1728, 2043, -3056, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247243, -1708, 2048, -3099, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247284, -1711, 2081, -3119, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247325, -1694, 2053, -3087, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247366, -1751, 2074, -3084, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247407, -1717, 2084, -3050, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247448, -1735, 2021, -3087, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247489, -1728, 2033, -3114, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247530, -1703, 2115, -3104, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247571, -1685, 2096, -3070, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247612, -1715, 2050, -3062, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247656, -1732, 2061, -3097, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247700, -1711, 2099, -3110, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247744, -1692, 2085, -3068, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247788, -1690, 2092, -3066, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247833, -1726, 2075, -3053, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247877, -1670, 2086, -3052, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247921, -1696, 2122, -3110, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
247965, -1693, 2084, -3072, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
248009, -1709, 2074, -3103, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
248054, -1728, 2078, -3094, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
248088, -1721, 2068, -3068, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
248122, -1717, 2059, -3081, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
248156, -1709, 2058, -3057, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
248190, -1730, 2092, -3048, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
248224, -1690, 2060, -3029, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
248258, -1732, 2061, -3098, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
248292, -1724, 2050, -3043, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
248326, -1670, 2091, -3106, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
248360, -1649, 2059, -3086, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
248394, -1695, 2068, -3053, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
