88785, -1581, 1672, -3492, 61, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108245, -1454, 1808, -3385, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108282, -1493, 1777, -3364, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108319, -1464, 1747, -3348, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108357, -1462, 1737, -3418, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108394, -1471, 1744, -3399, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108432, -1451, 1722, -3386, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108471, -1462, 1766, -3389, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108510, -1485, 1767, -3432, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108549, -1422, 1806, -3457, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108588, -1435, 1786, -3391, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108627, -1462, 1746, -3330, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108666, -1479, 1730, -3362, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108705, -1497, 1698, -3353, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108744, -1505, 1680, -3426, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108783, -1489, 1767, -3443, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108822, -1515, 1751, -3395, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108860, -1487, 1749, -3386, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108898, -1464, 1753, -3398, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108936, -1467, 1735, -3422, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108974, -1456, 1745, -3390, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109012, -1441, 1736, -3410, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109050, -1443, 1775, -3385, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109088, -1450, 1732, -3403, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109126, -1467, 1737, -3416, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109164, -1502, 1737, -3404, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109203, -1476, 1712, -3396, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109239, -1508, 1730, -3380, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109276, -1512, 1719, -3385, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109313, -1506, 1726, -3408, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109349, -1475, 1748, -3410, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109386, -1513, 1744, -3354, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109423, -1469, 1697, -3357, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109460, -1467, 1704, -3390, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109496, -1476, 1722, -3429, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109533, -1476, 1723, -3385, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109570, -1541, 1750, -3396, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109607, -1527, 1766, -3378, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109647, -1494, 1729, -3406, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109688, -1471, 1734, -3440, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109728, -1507, 1734, -3417, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109769, -1475, 1706, -3397, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109809, -1465, 1737, -3406, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109850, -1459, 1746, -3400, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109890, -1466, 1767, -3431, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109931, -1421, 1751, -3418, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
109971, -1472, 1732, -3378, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110012, -1447, 1721, -3428, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110051, -1439, 1773, -3435, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110091, -1443, 1755, -3439, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110130, -1438, 1760, -3384, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110170, -1447, 1743, -3408, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110209, -1430, 1767, -3412, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110249, -1401, 1741, -3399, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110288, -1440, 1755, -3403, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110328, -1419, 1749, -3357, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110367, -1395, 1733, -3397, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110407, -1421, 1767, -3417, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110447, -1428, 1750, -3440, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110484, -1435, 1763, -3442, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110522, -1442, 1761, -3400, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110560, -1448, 1765, -3394, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110597, -1457, 1738, -3415, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110635, -1430, 1738, -3447, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110673, -1430, 1739, -3440, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110710, -1441, 1783, -3413, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110748, -1457, 1764, -3368, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110786, -1445, 1780, -3362, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110824, -1445, 1766, -3391, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110862, -1450, 1753, -3372, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110901, -1445, 1782, -3357, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110940, -1447, 1748, -3368, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
110979, -1440, 1761, -3352, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111018, -1414, 1802, -3343, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111056, -1397, 1790, -3333, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111095, -1453, 1785, -3352, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111134, -1476, 1756, -3412, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111173, -1518, 1746, -3460, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111212, -1546, 1752, -3430, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111247, -1498, 1754, -3389, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111283, -1512, 1768, -3389, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111318, -1474, 1778, -3406, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111354, -1443, 1786, -3411, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111389, -1457, 1773, -3380, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111425, -1458, 1756, -3330, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111460, -1485, 1729, -3338, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111496, -1495, 1737, -3395, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111531, -1482, 1747, -3413, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111567, -1507, 1798, -3422, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111603, -1551, 1806, -3361, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111645, -1524, 1752, -3355, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111687, -1515, 1752, -3358, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111729, -1484, 1745, -3377, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111771, -1468, 1748, -3348, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111814, -1517, 1765, -3351, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111856, -1541, 1744, -3363, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111898, -1531, 1746, -3362, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111940, -1526, 1754, -3409, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
111982, -1481, 1753, -3382, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
112025, -1494, 1754, -3347, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
112059, -1521, 1768, -3348, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
112094, -1501, 1808, -3409, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
112128, -1494, 1782, -3374, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
112163, -1495, 1740, -3358, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
112198, -1526, 1732, -3346, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
112232, -1483, 1711, -3332, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
112267, -1513, 1680, -3247, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
