106572, -2075, 2356, -2588, 76, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125328, -2011, 2376, -2669, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125365, -2012, 2379, -2657, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125402, -1996, 2363, -2663, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125441, -2009, 2369, -2659, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125480, -2049, 2361, -2659, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125519, -1989, 2341, -2669, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125558, -2029, 2331, -2662, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125597, -2022, 2339, -2646, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125636, -2022, 2346, -2654, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125675, -2007, 2327, -2624, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125714, -1976, 2363, -2674, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125753, -1992, 2370, -2726, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125792, -2006, 2397, -2680, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125834, -2014, 2351, -2650, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125877, -2036, 2362, -2646, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125919, -2000, 2333, -2697, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125962, -1977, 2344, -2685, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
126004, -1992, 2332, -2686, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
126047, -1997, 2349, -2673, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
126089, -2011, 2382, -2651, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
126132, -2011, 2399, -2667, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
126174, -1975, 2389, -2675, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
126217, -1981, 2365, -2674, 88, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
126251, -1986, 2336, -2662, 86, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
126286, -1990, 2301, -2614, 86, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
126321, -1942, 2340, -2706, 86, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
126356, -1894, 2359, -2657, 86, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
