294370, -2647, 1984, -2249, 92, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312238, -2724, 2014, -2278, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312272, -2719, 2012, -2280, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312305, -2723, 2007, -2306, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312339, -2736, 2021, -2326, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312373, -2729, 2025, -2330, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312407, -2713, 2038, -2289, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312447, -2745, 2022, -2283, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312487, -2712, 2029, -2300, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312528, -2722, 1996, -2303, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312568, -2721, 1984, -2308, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312609, -2711, 1986, -2276, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312649, -2736, 1999, -2268, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312689, -2717, 1994, -2284, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312730, -2738, 1961, -2281, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312770, -2749, 1993, -2286, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312811, -2720, 2010, -2326, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312855, -2740, 2005, -2293, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312899, -2771, 1978, -2283, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312943, -2735, 1990, -2269, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312988, -2722, 1983, -2298, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313032, -2755, 1989, -2268, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313076, -2726, 1978, -2239, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313121, -2768, 1954, -2276, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313165, -2746, 1958, -2310, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313209, -2757, 1994, -2284, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313254, -2769, 2025, -2249, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313286, -2750, 2010, -2227, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313318, -2764, 2009, -2234, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313350, -2753, 1981, -2259, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313382, -2718, 1985, -2269, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313414, -2740, 1982, -2251, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313446, -2735, 1995, -2240, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313478, -2732, 2029, -2278, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313510, -2761, 2000, -2270, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313542, -2749, 1986, -2296, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313574, -2748, 2017, -2272, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313607, -2739, 2032, -2291, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313647, -2771, 2009, -2285, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313687, -2740, 2004, -2292, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313728, -2738, 2006, -2325, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313768, -2728, 1996, -2294, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313809, -2718, 1978, -2285, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313849, -2720, 2004, -2295, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313889, -2698, 2032, -2295, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313930, -2696, 1990, -2297, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
313970, -2713, 1995, -2312, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314011, -2718, 2040, -2321, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314046, -2688, 2069, -2284, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314082, -2718, 2019, -2299, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314118, -2706, 2024, -2296, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314154, -2683, 2004, -2322, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314190, -2686, 2004, -2305, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314226, -2719, 2012, -2288, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314262, -2697, 1986, -2306, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314298, -2727, 2005, -2316, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314334, -2715, 2009, -2316, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314370, -2749, 2015, -2327, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314406, -2728, 2015, -2280, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314447, -2734, 1975, -2324, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314489, -2714, 1976, -2326, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314530, -2744, 1972, -2319, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314572, -2733, 2000, -2308, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314613, -2746, 2011, -2300, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314655, -2735, 2011, -2312, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314696, -2727, 2005, -2309, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314738, -2686, 1978, -2324, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314779, -2689, 2018, -2280, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314821, -2691, 2042, -2269, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314859, -2697, 2050, -2250, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314898, -2706, 2059, -2269, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314936, -2685, 2055, -2330, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
314975, -2649, 2114, -2357, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315013, -2642, 2061, -2276, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315052, -2665, 2012, -2263, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315090, -2679, 2015, -2297, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315129, -2698, 1991, -2305, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315167, -2701, 2028, -2301, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315206, -2690, 2074, -2322, 97, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315242, -2706, 2049, -2308, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315278, -2706, 2047, -2332, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315314, -2697, 2034, -2304, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315350, -2683, 2016, -2311, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315386, -2662, 2036, -2316, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315422, -2684, 2042, -2287, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315458, -2700, 2045, -2318, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315494, -2702, 2041, -2336, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315530, -2685, 2015, -2338, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315566, -2703, 2056, -2319, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315603, -2697, 2041, -2318, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315643, -2701, 2018, -2282, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315683, -2687, 2010, -2299, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315723, -2682, 1998, -2302, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315764, -2662, 2037, -2317, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315804, -2671, 2067, -2275, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315844, -2681, 2077, -2289, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315885, -2696, 2064, -2341, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315925, -2706, 2065, -2340, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
315965, -2728, 2073, -2328, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316006, -2687, 2052, -2292, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316045, -2718, 2036, -2305, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316085, -2688, 2015, -2302, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316125, -2676, 1999, -2317, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316165, -2677, 2034, -2289, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316205, -2664, 2016, -2268, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316245, -2665, 2035, -2268, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316285, -2709, 2039, -2276, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316325, -2692, 2018, -2301, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316365, -2692, 2032, -2301, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316405, -2721, 2047, -2332, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316446, -2726, 2050, -2342, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316488, -2700, 1988, -2310, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316529, -2685, 1983, -2342, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316571, -2715, 2002, -2359, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316612, -2700, 1987, -2269, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316654, -2709, 2009, -2286, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316695, -2732, 2001, -2311, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316737, -2695, 1965, -2308, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316778, -2716, 1978, -2347, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316820, -2709, 1989, -2309, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316862, -2759, 1979, -2289, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316895, -2745, 1973, -2307, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316928, -2753, 1975, -2327, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316961, -2733, 2001, -2336, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
316994, -2712, 2027, -2287, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
317027, -2726, 2020, -2272, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
317060, -2730, 1969, -2265, 98, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
