136080, -2726, 1891, -2452, 109, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156324, -2559, 1919, -2522, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156359, -2580, 1911, -2561, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156395, -2534, 1903, -2533, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156430, -2571, 1917, -2578, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156466, -2552, 1939, -2551, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156502, -2544, 1944, -2510, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156537, -2548, 1943, -2513, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156573, -2534, 1940, -2540, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156609, -2549, 1973, -2557, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156644, -2573, 1949, -2552, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156680, -2556, 1957, -2520, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156716, -2552, 1924, -2517, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156754, -2554, 1897, -2532, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156793, -2561, 1928, -2566, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156832, -2560, 1960, -2559, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156871, -2545, 1954, -2508, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156910, -2588, 1961, -2522, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156948, -2538, 1932, -2554, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156987, -2553, 1939, -2564, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157026, -2580, 1940, -2557, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157065, -2537, 1901, -2512, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157104, -2562, 1941, -2520, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157146, -2535, 1910, -2531, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157188, -2556, 1899, -2542, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157230, -2548, 1928, -2537, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157272, -2540, 1937, -2542, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157314, -2555, 1923, -2536, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157356, -2549, 1916, -2539, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157398, -2526, 1945, -2551, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157440, -2550, 1933, -2544, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157482, -2571, 1938, -2532, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157524, -2529, 1938, -2520, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157559, -2543, 1936, -2533, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157595, -2505, 1872, -2484, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157631, -2536, 1994, -2602, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157667, -2501, 1957, -2534, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157703, -2505, 1867, -2496, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
157738, -2480, 2019, -2579, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
