118882, -2291, 2200, -2483, 78, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
138017, -2370, 2076, -2550, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
138055, -2415, 2073, -2563, 85, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
138094, -2388, 2072, -2586, 85, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
138133, -2384, 2070, -2586, 85, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
138172, -2383, 2054, -2565, 85, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
138211, -2401, 2065, -2573, 85, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
138249, -2392, 2119, -2575, 85, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
138288, -2378, 2072, -2544, 85, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
138327, -2388, 2052, -2549, 85, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
138366, -2357, 2073, -2571, 85, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
138405, -2377, 2061, -2600, 85, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
138444, -2306, 2041, -2565, 85, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
138483, -2306, 2031, -2518, 85, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
138522, -2261, 2060, -2551, 85, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
