125918, -1484, 1956, -3456, 73, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143464, -1472, 1931, -3292, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143501, -1476, 1941, -3278, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143538, -1488, 1901, -3290, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143575, -1485, 1928, -3280, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143612, -1461, 1920, -3312, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143649, -1492, 1927, -3316, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143688, -1477, 1922, -3311, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143727, -1497, 1926, -3278, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143766, -1502, 1918, -3279, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143805, -1481, 1941, -3285, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143845, -1485, 1915, -3296, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143884, -1466, 1945, -3294, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143923, -1445, 1941, -3288, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143962, -1471, 1927, -3287, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144001, -1478, 1926, -3300, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144041, -1474, 1921, -3312, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144087, -1465, 1910, -3302, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144134, -1455, 1947, -3306, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144181, -1484, 1921, -3261, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144227, -1489, 1936, -3250, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144274, -1481, 1929, -3316, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144321, -1478, 1909, -3322, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144367, -1497, 1929, -3290, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144414, -1479, 1939, -3282, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144461, -1472, 1940, -3310, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144508, -1450, 1939, -3297, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144538, -1476, 1944, -3303, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144569, -1466, 1957, -3311, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144600, -1462, 1953, -3278, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144630, -1489, 1968, -3283, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144661, -1477, 1943, -3286, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144692, -1475, 1918, -3296, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144723, -1482, 1947, -3286, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144753, -1495, 1955, -3278, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144784, -1481, 1930, -3284, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144815, -1507, 1950, -3262, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144846, -1529, 1933, -3260, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144885, -1524, 1940, -3247, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144925, -1542, 1935, -3266, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
144964, -1496, 1935, -3267, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145004, -1524, 1913, -3231, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145044, -1549, 1934, -3242, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145083, -1552, 1928, -3266, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145123, -1547, 1938, -3243, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145162, -1524, 1959, -3256, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145202, -1537, 1946, -3229, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145242, -1541, 1949, -3250, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145278, -1521, 1928, -3267, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145315, -1503, 1929, -3249, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145351, -1510, 1922, -3227, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145388, -1545, 1930, -3223, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145424, -1512, 1906, -3247, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145461, -1545, 1909, -3249, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145497, -1561, 1930, -3292, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145534, -1562, 1933, -3271, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145570, -1535, 1931, -3278, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145607, -1538, 1945, -3284, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145644, -1515, 1923, -3279, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145684, -1511, 1928, -3276, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145724, -1499, 1941, -3238, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145764, -1518, 1972, -3260, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145805, -1491, 1934, -3251, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145845, -1499, 1933, -3282, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145885, -1482, 1926, -3250, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
145926, -1467, 1917, -3251, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
