300423, 141, 4158, -214, 81, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317710, 152, 4011, -789, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317745, 171, 4031, -765, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317780, 149, 4034, -833, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317815, 142, 4008, -783, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317850, 151, 4006, -749, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317885, 155, 4021, -785, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317920, 144, 4043, -807, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317955, 167, 4016, -777, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317990, 138, 4016, -800, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318025, 148, 4040, -796, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318066, 149, 4024, -803, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318108, 158, 4003, -801, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318150, 138, 4032, -794, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318192, 170, 3999, -811, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318234, 157, 4013, -804, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318275, 147, 4034, -808, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318317, 163, 4021, -795, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318359, 157, 4021, -793, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318401, 137, 4043, -808, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318443, 160, 4022, -828, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318482, 150, 4000, -770, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318521, 127, 3989, -767, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318561, 159, 4040, -783, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318600, 151, 4005, -765, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318640, 146, 4016, -822, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318679, 160, 4046, -819, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318718, 145, 4028, -798, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318758, 140, 4022, -819, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318797, 151, 4024, -811, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318837, 171, 4018, -798, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318873, 156, 4016, -820, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318910, 147, 4021, -815, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318946, 136, 4022, -808, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
318983, 155, 4017, -803, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319019, 156, 4027, -840, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319056, 157, 4033, -827, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319092, 169, 3987, -784, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319129, 167, 4014, -804, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319165, 147, 4053, -843, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319202, 175, 4019, -799, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319239, 144, 4020, -824, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319276, 143, 4027, -811, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319313, 162, 4019, -783, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319350, 147, 4029, -811, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319387, 157, 4023, -828, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319424, 171, 4002, -828, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319461, 163, 4009, -805, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319498, 155, 4007, -823, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319535, 160, 4027, -829, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319572, 166, 4015, -799, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319609, 148, 4015, -860, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319650, 149, 4014, -833, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319691, 157, 4016, -803, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319732, 165, 4010, -810, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319773, 165, 4032, -855, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319814, 151, 3998, -801, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319855, 182, 4010, -809, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319896, 153, 4011, -815, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319937, 157, 4006, -811, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
319978, 161, 4005, -815, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320019, 147, 4027, -837, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320060, 159, 3995, -821, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320099, 144, 4014, -819, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320138, 168, 4042, -826, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320178, 147, 4014, -862, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320217, 169, 4035, -821, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320257, 179, 4024, -848, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320296, 136, 4003, -827, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320335, 148, 4004, -803, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320375, 141, 4009, -837, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320414, 150, 4020, -869, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320454, 167, 4033, -847, 92, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320488, 142, 4005, -862, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320523, 148, 4000, -837, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320557, 145, 4023, -835, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320592, 158, 4022, -843, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320626, 157, 4025, -862, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320661, 178, 3986, -868, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320695, 142, 4022, -841, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320730, 134, 4013, -847, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320764, 177, 4020, -827, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320799, 129, 4013, -859, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320834, 159, 4016, -905, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320874, 170, 4020, -857, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320914, 171, 3991, -862, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320954, 152, 3999, -880, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
320994, 150, 4038, -884, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321034, 156, 4002, -884, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321074, 137, 4008, -863, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321114, 136, 3992, -877, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321154, 151, 3983, -893, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321194, 149, 4008, -864, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321235, 154, 4025, -883, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321275, 130, 4019, -881, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321315, 154, 4013, -858, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321356, 146, 3994, -874, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321396, 143, 4025, -883, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321437, 144, 4016, -916, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321477, 149, 4010, -889, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321517, 141, 3970, -878, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321558, 153, 3990, -861, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321598, 146, 4026, -862, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321639, 143, 3996, -855, 93, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321675, 158, 4004, -901, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321711, 121, 4016, -917, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321747, 154, 3983, -880, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321783, 134, 4008, -884, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321819, 132, 4008, -905, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321855, 132, 4017, -911, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321891, 131, 4008, -911, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321927, 131, 3989, -909, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321963, 118, 3985, -902, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
321999, 140, 3984, -933, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322036, 145, 4008, -930, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322077, 123, 4004, -893, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322119, 119, 3975, -882, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322160, 122, 4025, -930, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322202, 131, 4024, -933, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322243, 127, 3975, -912, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322285, 131, 3999, -909, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322326, 101, 4000, -915, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322368, 119, 3969, -890, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322409, 116, 4014, -929, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322451, 156, 4006, -929, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322490, 128, 3996, -909, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322529, 143, 3974, -892, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322568, 125, 3989, -935, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322607, 121, 4000, -915, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322646, 126, 3995, -935, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322685, 129, 4012, -904, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322724, 154, 3977, -885, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322763, 129, 3991, -882, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322802, 120, 4032, -922, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322841, 137, 3999, -917, 94, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322876, 141, 4010, -886, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322912, 103, 3986, -860, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322948, 106, 3988, -847, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
322983, 116, 3999, -901, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323019, 144, 3999, -941, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323055, 150, 4004, -952, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323091, 125, 4017, -971, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323126, 128, 4004, -914, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323162, 93, 3986, -918, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323198, 92, 3986, -918, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323234, 114, 3991, -941, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323274, 136, 3993, -889, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323314, 115, 3978, -881, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323354, 109, 3999, -913, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323394, 105, 4023, -915, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323435, 131, 4031, -927, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323475, 115, 4005, -910, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323515, 117, 3993, -899, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323555, 123, 3989, -874, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323595, 127, 4009, -887, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323636, 118, 4009, -922, 95, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323672, 151, 3987, -885, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323709, 127, 3993, -875, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323746, 121, 4030, -836, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323782, 100, 3989, -879, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323819, 108, 3988, -879, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323856, 126, 4033, -948, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323893, 133, 4024, -894, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323929, 148, 4000, -853, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
323966, 106, 3985, -868, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324003, 129, 4013, -882, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324040, 133, 4016, -905, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324086, 127, 3998, -893, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324132, 106, 4022, -870, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324179, 101, 3993, -915, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324225, 95, 4024, -883, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324272, 87, 4021, -953, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324318, 106, 3998, -923, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324364, 126, 3994, -895, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324411, 113, 3993, -909, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324457, 116, 3988, -911, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324504, 123, 3987, -886, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324537, 112, 4016, -912, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324570, 112, 3988, -950, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324603, 116, 3995, -915, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324636, 96, 3995, -943, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324669, 127, 3979, -937, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324702, 151, 4008, -918, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324735, 96, 3995, -966, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324768, 99, 3968, -952, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324801, 123, 3992, -973, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324834, 112, 3973, -985, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324875, 123, 3975, -968, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324916, 120, 3992, -965, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324957, 83, 3999, -1016, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
324998, 102, 3964, -1002, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325039, 92, 3953, -1019, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325081, 133, 3972, -983, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325122, 109, 3988, -1023, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325163, 132, 3968, -1022, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325204, 123, 3964, -1008, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325245, 111, 3944, -1040, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325287, 137, 3984, -1019, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325321, 125, 4010, -1012, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325356, 115, 3975, -1008, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325391, 123, 3973, -999, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325425, 112, 3962, -994, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325460, 92, 3983, -1026, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325495, 121, 3960, -995, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325529, 141, 3975, -1004, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325564, 104, 4006, -1011, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325599, 102, 3987, -993, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325634, 117, 3966, -994, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325674, 98, 4000, -1029, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325714, 115, 3957, -1042, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325754, 128, 3983, -962, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325794, 107, 3952, -987, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325834, 107, 3968, -1018, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325874, 139, 4002, -990, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325914, 129, 3982, -1047, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325954, 97, 3961, -1021, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
325994, 97, 3968, -1019, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326034, 109, 3979, -1030, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326072, 116, 3955, -1031, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326110, 96, 3958, -1060, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326148, 117, 3963, -1062, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326186, 115, 3956, -1055, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326224, 109, 3946, -1049, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326263, 128, 3951, -1016, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
326301, 86, 3989, -1068, 96, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
