85992, -1030, 3942, -753, 68, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103815, -981, 3814, -1083, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103853, -945, 3788, -1086, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103891, -954, 3823, -1097, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103929, -943, 3822, -1112, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103967, -976, 3828, -1080, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104006, -990, 3830, -1078, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104045, -965, 3850, -1078, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104084, -983, 3821, -1105, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104123, -974, 3857, -1050, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104162, -948, 3859, -1134, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104201, -976, 3801, -1047, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104240, -972, 3844, -1109, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104279, -984, 3821, -1076, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104318, -988, 3834, -1100, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104357, -987, 3798, -1091, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104396, -995, 3804, -1088, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104435, -976, 3838, -1073, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104474, -1005, 3853, -1102, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104513, -1005, 3840, -1070, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104552, -996, 3802, -1095, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104591, -1008, 3798, -1073, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104630, -989, 3798, -1089, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104669, -1008, 3816, -1099, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104708, -1005, 3817, -1087, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104747, -992, 3823, -1095, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104787, -1000, 3804, -1110, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104824, -1018, 3841, -1113, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104862, -1003, 3789, -1128, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104900, -996, 3807, -1100, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104937, -1003, 3821, -1108, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
104975, -1033, 3831, -1096, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105013, -1038, 3886, -1102, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105051, -1026, 3846, -1079, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105088, -1026, 3847, -1102, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105126, -1010, 3859, -1067, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105164, -1020, 3810, -1125, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105202, -976, 3750, -1085, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105246, -986, 3722, -1110, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105291, -996, 3738, -1088, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105335, -1030, 3754, -1085, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105380, -1028, 3794, -1096, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105425, -1021, 3842, -1087, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105469, -1046, 3858, -1095, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105514, -1024, 3816, -1105, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105558, -1026, 3843, -1081, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105603, -1008, 3819, -1158, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105648, -1011, 3778, -1077, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105680, -1010, 3775, -1140, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105712, -1023, 3787, -1108, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105744, -1019, 3832, -1125, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105776, -1022, 3805, -1086, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105808, -1000, 3819, -1100, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105840, -1001, 3814, -1064, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105872, -1017, 3810, -1118, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105904, -1025, 3805, -1082, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105936, -1008, 3819, -1122, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
105968, -1032, 3794, -1100, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106001, -1031, 3804, -1107, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106040, -1029, 3835, -1116, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106080, -1051, 3797, -1083, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106119, -1022, 3809, -1112, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106159, -1043, 3814, -1084, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106198, -1021, 3811, -1142, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106238, -1019, 3797, -1081, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106277, -1043, 3794, -1173, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106317, -1057, 3793, -1104, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106356, -1030, 3802, -1127, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106396, -1042, 3821, -1116, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106436, -998, 3812, -1096, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106476, -1010, 3816, -1091, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106516, -1034, 3792, -1115, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106556, -1038, 3818, -1124, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106596, -1039, 3780, -1112, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106636, -1043, 3764, -1093, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106676, -1041, 3760, -1123, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106716, -1067, 3786, -1128, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106756, -1012, 3728, -1126, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106797, -993, 3621, -1088, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106832, -1029, 3885, -1157, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106867, -1028, 3817, -1170, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106903, -982, 3763, -1096, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106938, -974, 3733, -1117, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
106973, -1010, 3728, -1120, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
107009, -977, 3739, -1152, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
107044, -978, 3741, -1158, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
107079, -920, 3849, -1232, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
107115, -939, 3832, -1127, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
107150, -940, 3786, -1132, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
107186, -951, 3802, -1182, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
107227, -734, 3834, -1148, 75, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
