14941, -590, 3795, -1256, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32328, -835, 3808, -1310, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32373, -853, 3772, -1289, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32418, -867, 3804, -1285, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32464, -816, 3795, -1282, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32509, -828, 3769, -1296, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32554, -837, 3790, -1290, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32599, -845, 3805, -1278, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32644, -845, 3787, -1284, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32690, -823, 3773, -1302, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32728, -823, 3766, -1332, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32766, -847, 3802, -1260, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32804, -822, 3772, -1334, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32843, -825, 3798, -1270, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32881, -817, 3781, -1317, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32919, -843, 3788, -1308, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32958, -839, 3783, -1299, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32996, -818, 3786, -1312, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33034, -825, 3805, -1305, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33073, -816, 3786, -1293, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33106, -824, 3809, -1316, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33139, -813, 3789, -1319, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33172, -803, 3753, -1322, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33206, -802, 3791, -1317, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33239, -817, 3806, -1319, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33272, -820, 3789, -1316, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33305, -816, 3795, -1313, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33339, -824, 3808, -1354, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33372, -803, 3786, -1309, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33405, -804, 3773, -1353, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33439, -796, 3820, -1327, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33481, -801, 3787, -1357, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33524, -801, 3815, -1303, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33566, -813, 3791, -1321, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33609, -831, 3845, -1302, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33652, -788, 3854, -1319, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33694, -789, 3813, -1282, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33737, -826, 3813, -1311, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33779, -812, 3796, -1312, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33822, -806, 3790, -1324, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33865, -795, 3783, -1327, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33900, -795, 3812, -1317, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33935, -763, 3814, -1297, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
33970, -779, 3751, -1302, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34005, -794, 3747, -1315, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34040, -813, 3825, -1280, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34075, -865, 3850, -1305, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34110, -807, 3803, -1285, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34145, -769, 3732, -1274, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34180, -843, 3774, -1274, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34215, -812, 3798, -1308, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34250, -786, 3770, -1301, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34288, -837, 3772, -1275, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34327, -806, 3802, -1279, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34366, -850, 3822, -1300, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34405, -814, 3785, -1320, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34444, -808, 3801, -1304, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34482, -814, 3815, -1305, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34521, -800, 3791, -1303, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34560, -799, 3794, -1312, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34599, -828, 3805, -1292, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34638, -801, 3817, -1316, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34679, -816, 3814, -1307, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34720, -790, 3785, -1350, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34761, -817, 3803, -1276, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34802, -819, 3802, -1325, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34844, -803, 3814, -1322, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34885, -816, 3769, -1294, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34926, -826, 3808, -1281, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
34967, -839, 3819, -1325, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35008, -823, 3777, -1249, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35050, -831, 3814, -1320, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35086, -827, 3788, -1287, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35122, -853, 3813, -1293, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35159, -852, 3783, -1285, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35195, -847, 3772, -1292, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35231, -852, 3791, -1277, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35268, -845, 3792, -1266, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35304, -841, 3814, -1295, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35340, -876, 3854, -1257, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35377, -852, 3866, -1320, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35413, -840, 3815, -1249, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35450, -842, 3798, -1301, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35491, -844, 3798, -1291, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35533, -833, 3776, -1247, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35575, -855, 3764, -1255, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35617, -848, 3778, -1262, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35659, -826, 3746, -1210, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35700, -831, 3809, -1262, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35742, -851, 3769, -1237, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35784, -840, 3756, -1246, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35826, -841, 3775, -1249, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35868, -876, 3810, -1271, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35902, -834, 3796, -1268, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35936, -851, 3775, -1227, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
35971, -835, 3809, -1294, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36005, -864, 3796, -1240, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36040, -837, 3800, -1310, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36074, -831, 3830, -1228, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36109, -832, 3811, -1302, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36143, -856, 3775, -1275, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36178, -828, 3785, -1272, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36212, -835, 3799, -1294, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36247, -832, 3801, -1281, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36287, -833, 3783, -1263, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36327, -836, 3804, -1283, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36367, -851, 3815, -1263, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36408, -823, 3756, -1285, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36448, -848, 3804, -1276, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36488, -833, 3828, -1297, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36529, -826, 3805, -1264, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36569, -834, 3790, -1273, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36609, -852, 3827, -1278, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36650, -852, 3792, -1286, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36690, -827, 3832, -1276, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36730, -812, 3795, -1302, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36770, -808, 3778, -1237, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36811, -853, 3804, -1297, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36851, -842, 3805, -1262, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36891, -845, 3842, -1290, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36932, -840, 3814, -1286, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
36972, -832, 3791, -1258, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37012, -800, 3770, -1296, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37053, -825, 3813, -1292, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37091, -849, 3804, -1279, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37129, -817, 3821, -1268, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37167, -825, 3806, -1286, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37205, -821, 3792, -1284, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37243, -799, 3775, -1280, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37282, -831, 3784, -1285, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37320, -835, 3808, -1272, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37358, -847, 3809, -1297, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37396, -805, 3774, -1289, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37434, -870, 3821, -1275, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37473, -807, 3795, -1335, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37512, -805, 3769, -1257, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37551, -824, 3788, -1319, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37590, -840, 3781, -1279, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37629, -813, 3795, -1303, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37668, -816, 3818, -1276, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37707, -811, 3815, -1295, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37746, -800, 3760, -1279, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37785, -827, 3829, -1328, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37824, -821, 3784, -1302, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37864, -836, 3786, -1278, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37899, -842, 3808, -1295, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37934, -836, 3785, -1285, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
37970, -850, 3796, -1304, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38005, -806, 3758, -1282, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38041, -830, 3805, -1295, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38076, -822, 3782, -1297, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38112, -841, 3773, -1285, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38147, -826, 3831, -1310, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38183, -818, 3756, -1304, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38218, -804, 3744, -1278, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38254, -805, 3781, -1337, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38293, -827, 3763, -1298, 61, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38332, -816, 3813, -1325, 61, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38372, -828, 3881, -1369, 61, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38411, -840, 3812, -1305, 61, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38451, -831, 3753, -1288, 61, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38490, -849, 3833, -1324, 61, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38529, -849, 3858, -1353, 61, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38569, -855, 3785, -1324, 61, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
38608, -870, 3729, -1315, 61, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
