186876, 194, 3818, -1187, 75, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, , 
203972, 80, 4301, -1043, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
204008, 292, 4052, -715, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
204045, 358, 4066, -438, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
204081, 1147, 3650, -954, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
204118, 881, 3110, -842, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
204158, 621, 4153, -849, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
204198, 395, 5290, -471, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
204239, 556, 2987, 206, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
204279, 190, 3303, -709, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
204320, 449, 3650, -374, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
204360, 663, 4351, -22, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
204400, 368, 4555, -421, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
204441, 317, 4546, -791, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, , 
204481, 295, 4402, -749, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, , 
204522, 260, 4099, -703, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, , 
204559, 196, 3919, -824, 78, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, , 
204596, 251, 3943, -852, 78, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, , 
