240326, -1276, 3751, -1635, 81, 35abaf3e-fa21-4b30-8d21-bc02845ff87b, , berdiri, bersedekap, , 
257622, -1231, 3475, -1939, 76, 35abaf3e-fa21-4b30-8d21-bc02845ff87b, , berdiri, bersedekap, , 
257655, -1178, 3463, -1920, 76, 35abaf3e-fa21-4b30-8d21-bc02845ff87b, , berdiri, bersedekap, , 
257688, -1218, 3409, -1901, 76, 35abaf3e-fa21-4b30-8d21-bc02845ff87b, , berdiri, bersedekap, , 
257721, -1240, 3454, -1861, 76, 35abaf3e-fa21-4b30-8d21-bc02845ff87b, , berdiri, bersedekap, , 
257754, -1176, 3395, -1865, 76, 35abaf3e-fa21-4b30-8d21-bc02845ff87b, , berdiri, bersedekap, , 
257787, -1191, 3542, -1958, 76, 35abaf3e-fa21-4b30-8d21-bc02845ff87b, , berdiri, bersedekap, , 
257820, -1172, 3419, -1861, 76, 35abaf3e-fa21-4b30-8d21-bc02845ff87b, , berdiri, bersedekap, , 
257853, -1202, 3510, -1904, 76, 35abaf3e-fa21-4b30-8d21-bc02845ff87b, , berdiri, bersedekap, , 
257886, -1186, 3489, -1875, 76, 35abaf3e-fa21-4b30-8d21-bc02845ff87b, , berdiri, bersedekap, , 
257919, -1194, 3465, -1845, 76, 35abaf3e-fa21-4b30-8d21-bc02845ff87b, , berdiri, bersedekap, , 
257953, -1160, 3454, -1823, 76, 35abaf3e-fa21-4b30-8d21-bc02845ff87b, , berdiri, bersedekap, , 
257992, -1184, 3289, -1781, 76, 35abaf3e-fa21-4b30-8d21-bc02845ff87b, , berdiri, bersedekap, , 
258031, -1131, 3557, -1862, 76, 35abaf3e-fa21-4b30-8d21-bc02845ff87b, , berdiri, bersedekap, , 
