19980, -1188, 3729, -1254, , cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38258, -1123, 3831, -1027, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38296, -1096, 3749, -1015, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38335, -1110, 3807, -1016, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38372, -1088, 3811, -1056, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38410, -1100, 3803, -1067, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38448, -1089, 3760, -1055, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38486, -1120, 3791, -1055, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38524, -1114, 3876, -1047, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38561, -1116, 3841, -1053, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38599, -1095, 3832, -1069, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38637, -1089, 3835, -1006, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38675, -1135, 3829, -1099, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38713, -1106, 3796, -1109, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38749, -1089, 3793, -1042, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38786, -1053, 3860, -1073, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38822, -1095, 3779, -1038, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38859, -1068, 3812, -1082, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38896, -1068, 3717, -1059, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38932, -1055, 3780, -1054, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38969, -1053, 3755, -1088, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39006, -1105, 3795, -1036, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39042, -1145, 3837, -1068, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39079, -1131, 3814, -1055, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39116, -1129, 3818, -1059, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39158, -1102, 3803, -1039, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39200, -1128, 3792, -1046, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39242, -1113, 3761, -1070, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39284, -1088, 3815, -990, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39326, -1143, 3782, -1097, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39368, -1105, 3804, -1017, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39410, -1155, 3806, -1062, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39452, -1136, 3785, -1043, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39494, -1119, 3797, -1035, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39536, -1130, 3796, -1057, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39574, -1102, 3740, -1008, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39612, -1134, 3815, -1058, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39650, -1147, 3795, -1052, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39688, -1128, 3796, -1040, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39726, -1122, 3797, -1062, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39764, -1113, 3766, -1021, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39802, -1155, 3777, -1042, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39840, -1159, 3800, -1020, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39878, -1191, 3793, -1053, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39916, -1121, 3780, -1048, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39954, -1145, 3797, -1065, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
39992, -1145, 3771, -1045, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40030, -1136, 3797, -1052, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40069, -1188, 3807, -1034, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40107, -1147, 3789, -1036, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40145, -1132, 3768, -993, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40183, -1175, 3798, -1039, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40222, -1126, 3794, -1039, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40260, -1140, 3807, -1047, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40298, -1131, 3787, -1050, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40337, -1147, 3781, -1046, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40375, -1143, 3782, -1045, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40413, -1163, 3797, -1032, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40451, -1133, 3789, -1036, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40490, -1126, 3845, -1051, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40528, -1138, 3827, -1057, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40566, -1124, 3745, -1019, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40605, -1163, 3836, -1061, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40643, -1110, 3790, -1059, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40681, -1145, 3770, -1016, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40720, -1150, 3784, -1039, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40755, -1161, 3794, -1029, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40791, -1121, 3766, -1029, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40827, -1123, 3788, -1033, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40863, -1126, 3799, -1054, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40899, -1149, 3763, -1049, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40934, -1129, 3802, -1021, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
40970, -1173, 3786, -1055, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41006, -1116, 3808, -1055, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41042, -1130, 3781, -1046, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41078, -1132, 3788, -1055, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41114, -1123, 3782, -1063, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41155, -1141, 3809, -1060, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41197, -1106, 3787, -1053, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41239, -1151, 3787, -1053, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41281, -1118, 3798, -1063, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41323, -1109, 3787, -1059, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41365, -1100, 3774, -1043, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41407, -1123, 3775, -1091, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41449, -1121, 3825, -1072, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41491, -1096, 3779, -1080, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41533, -1105, 3778, -1057, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41571, -1147, 3806, -1117, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41610, -1074, 3787, -1064, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41648, -1094, 3826, -1075, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41687, -1114, 3797, -1070, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41726, -1106, 3789, -1077, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41764, -1110, 3802, -1102, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41803, -1083, 3801, -1095, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41841, -1106, 3821, -1084, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41880, -1130, 3796, -1078, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41919, -1081, 3768, -1094, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41957, -1074, 3761, -1094, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
41995, -1095, 3816, -1101, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42033, -1128, 3848, -1103, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42072, -1097, 3807, -1084, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42110, -1080, 3801, -1055, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42148, -1107, 3819, -1106, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42186, -1084, 3786, -1091, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42225, -1073, 3782, -1103, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42263, -1084, 3730, -1102, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42301, -1084, 3802, -1091, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42340, -1089, 3816, -1113, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42377, -1080, 3793, -1070, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42415, -1097, 3808, -1053, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42452, -1109, 3818, -1067, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42490, -1084, 3821, -1048, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42528, -1099, 3790, -1028, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42565, -1125, 3814, -1023, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42603, -1094, 3809, -1035, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42640, -1102, 3778, -1057, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42678, -1126, 3758, -989, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42716, -1126, 3751, -1043, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42751, -1102, 3791, -995, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42786, -1094, 3776, -1043, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42822, -1102, 3736, -1005, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42857, -1126, 3833, -1032, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42892, -1137, 3841, -1051, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42928, -1121, 3812, -1015, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42963, -1145, 3836, -1034, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
42998, -1118, 3776, -1050, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43034, -1083, 3772, -1045, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43069, -1104, 3814, -1051, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43105, -1130, 3806, -1056, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43147, -1135, 3763, -1028, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43189, -1112, 3799, -1051, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43231, -1180, 3808, -1035, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43273, -1121, 3833, -1012, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43315, -1138, 3792, -1031, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43357, -1121, 3791, -1051, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43399, -1123, 3781, -1071, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43441, -1145, 3815, -1042, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43483, -1126, 3786, -1052, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43525, -1119, 3782, -1009, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43564, -1145, 3800, -1051, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43603, -1162, 3803, -1042, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43642, -1143, 3750, -1006, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43681, -1137, 3800, -1042, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43720, -1124, 3745, -1037, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43759, -1136, 3735, -1070, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43798, -1158, 3860, -1063, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43837, -1140, 3802, -1090, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43876, -1111, 3825, -1019, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43915, -1131, 3802, -1059, 78, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43953, -1128, 3796, -1059, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
43991, -1133, 3829, -1038, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44029, -1160, 3789, -1052, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44067, -1142, 3779, -1021, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44105, -1153, 3771, -1032, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44144, -1145, 3797, -1037, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44182, -1148, 3803, -1038, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44220, -1157, 3816, -1043, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44258, -1148, 3780, -1028, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44296, -1148, 3788, -1020, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44335, -1164, 3772, -1047, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44372, -1163, 3798, -990, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44410, -1137, 3833, -1056, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44448, -1155, 3778, -1000, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44486, -1174, 3799, -1036, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44524, -1158, 3786, -1016, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44561, -1141, 3831, -1023, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44599, -1146, 3792, -1039, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44637, -1146, 3771, -1001, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44675, -1172, 3806, -1014, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44713, -1161, 3785, -1012, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44753, -1153, 3795, -1026, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44793, -1132, 3814, -1033, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44833, -1129, 3779, -1041, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44874, -1155, 3740, -997, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44914, -1159, 3773, -1045, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44954, -1132, 3780, -1042, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
44995, -1182, 3820, -1022, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45035, -1125, 3822, -1028, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45075, -1135, 3762, -1016, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45116, -1155, 3811, -1063, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45154, -1147, 3812, -1025, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45192, -1139, 3817, -1049, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45230, -1139, 3793, -1042, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45268, -1140, 3780, -1010, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45306, -1164, 3777, -1033, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45345, -1146, 3812, -1014, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45383, -1128, 3768, -1019, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45421, -1130, 3834, -1028, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45459, -1154, 3815, -1017, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45497, -1161, 3783, -1021, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45536, -1136, 3773, -1030, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45574, -1145, 3789, -982, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45612, -1172, 3807, -1027, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45650, -1117, 3806, -990, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45688, -1136, 3807, -1027, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45726, -1142, 3766, -1008, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45764, -1136, 3781, -1041, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45802, -1120, 3826, -1060, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45840, -1125, 3751, -1035, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45878, -1133, 3782, -1024, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45916, -1167, 3812, -1052, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45953, -1142, 3786, -1022, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
45991, -1145, 3811, -1058, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46029, -1139, 3788, -1030, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46066, -1140, 3827, -1032, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46104, -1149, 3808, -1032, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46142, -1125, 3748, -1041, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46180, -1124, 3788, -1029, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46217, -1124, 3801, -1076, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46255, -1084, 3783, -1030, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46293, -1106, 3809, -1054, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46331, -1117, 3790, -1032, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46368, -1102, 3795, -1073, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46405, -1076, 3789, -1077, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46442, -1089, 3787, -1055, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46480, -1111, 3827, -1058, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46517, -1112, 3793, -1082, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46554, -1097, 3810, -1061, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46592, -1105, 3764, -1059, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46629, -1106, 3814, -1080, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46666, -1101, 3775, -1084, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46704, -1112, 3789, -1086, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46745, -1062, 3768, -1069, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46786, -1111, 3813, -1100, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46827, -1111, 3863, -1062, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46868, -1082, 3806, -1058, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46909, -1044, 3754, -1074, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46950, -1050, 3838, -1099, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
46991, -1067, 3807, -1173, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
47032, -1045, 3792, -1068, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
47073, -1050, 3799, -1091, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
47114, -1064, 3810, -1120, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
47151, -1031, 3813, -1106, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
47189, -1048, 3784, -1106, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
47227, -1057, 3791, -1115, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
47265, -1081, 3819, -1095, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
47303, -1102, 3738, -1088, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
