20237, -1071, 3746, -1315, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38485, -1024, 3615, -1654, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38523, -1037, 3592, -1632, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38560, -1008, 3597, -1648, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38598, -1027, 3622, -1623, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38634, -1038, 3643, -1637, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38671, -1036, 3601, -1607, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38708, -1065, 3597, -1608, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38744, -1069, 3628, -1619, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38781, -1047, 3574, -1606, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38818, -1073, 3601, -1614, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38855, -1067, 3599, -1587, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38891, -1076, 3606, -1602, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38928, -1058, 3608, -1593, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38965, -1060, 3633, -1599, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39002, -1071, 3606, -1579, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39044, -1061, 3582, -1602, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39086, -1100, 3604, -1543, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39128, -1084, 3627, -1617, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39170, -1089, 3633, -1545, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39213, -1103, 3609, -1598, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39255, -1092, 3589, -1587, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39297, -1063, 3611, -1595, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39339, -1090, 3616, -1592, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39381, -1060, 3655, -1587, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39424, -1043, 3597, -1556, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39458, -1113, 3628, -1576, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39492, -1115, 3583, -1587, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39526, -1096, 3597, -1566, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39560, -1129, 3611, -1580, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39594, -1121, 3607, -1568, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39628, -1077, 3596, -1559, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39662, -1104, 3605, -1587, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39696, -1099, 3605, -1593, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39730, -1083, 3598, -1581, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39764, -1111, 3600, -1599, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39798, -1115, 3624, -1591, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39839, -1094, 3606, -1623, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39881, -1082, 3596, -1572, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39923, -1079, 3612, -1625, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
39965, -1110, 3605, -1601, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40007, -1069, 3611, -1586, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40048, -1052, 3577, -1647, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40090, -1067, 3603, -1584, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40132, -1060, 3609, -1599, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40174, -1089, 3599, -1598, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40216, -1065, 3588, -1618, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40255, -1052, 3599, -1626, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40294, -1079, 3592, -1616, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40333, -1062, 3619, -1643, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40372, -1065, 3610, -1625, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40411, -1116, 3488, -1554, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40450, -1090, 3601, -1651, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40489, -1074, 3588, -1604, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40528, -1071, 3618, -1608, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40567, -1037, 3644, -1642, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40606, -1056, 3591, -1620, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40641, -1080, 3604, -1656, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40677, -1051, 3595, -1627, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40713, -1050, 3581, -1636, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40748, -1038, 3587, -1661, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40784, -1059, 3592, -1627, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40820, -1064, 3622, -1629, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40856, -1062, 3609, -1655, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40891, -1041, 3600, -1629, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40927, -1048, 3603, -1629, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40963, -1052, 3590, -1642, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
40999, -1049, 3605, -1638, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41039, -1065, 3588, -1619, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41079, -1059, 3623, -1635, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41120, -1031, 3610, -1629, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41160, -1063, 3616, -1588, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41201, -1040, 3594, -1680, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41241, -1067, 3603, -1590, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41281, -1057, 3623, -1650, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41322, -1074, 3596, -1620, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41362, -1049, 3608, -1638, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41403, -1052, 3601, -1644, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41438, -1046, 3591, -1599, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41473, -1049, 3583, -1622, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41508, -1057, 3636, -1657, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41544, -1035, 3582, -1602, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41579, -1049, 3587, -1604, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41614, -1062, 3599, -1624, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41649, -1060, 3598, -1627, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41685, -1053, 3578, -1623, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41720, -1050, 3619, -1656, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41755, -1050, 3607, -1633, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41791, -1057, 3624, -1600, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41841, -1024, 3611, -1666, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41891, -1068, 3612, -1622, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41941, -1077, 3638, -1660, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
41991, -1071, 3577, -1632, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42041, -1065, 3608, -1644, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42091, -1046, 3623, -1646, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42141, -1052, 3643, -1660, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42191, -1018, 3617, -1628, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42241, -1025, 3616, -1634, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42291, -1011, 3619, -1636, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42327, -1038, 3597, -1626, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42363, -1046, 3569, -1644, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42399, -1049, 3596, -1621, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42435, -1056, 3596, -1628, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42471, -1051, 3603, -1620, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42507, -1037, 3617, -1652, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42543, -1073, 3648, -1618, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42579, -1043, 3587, -1632, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42615, -1044, 3650, -1596, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42651, -1074, 3628, -1681, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42682, -1075, 3588, -1601, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42713, -1055, 3605, -1644, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42744, -1061, 3641, -1691, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42775, -1046, 3574, -1596, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42806, -1061, 3613, -1595, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42837, -1065, 3634, -1648, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42868, -1018, 3591, -1592, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42899, -1050, 3594, -1601, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42930, -1043, 3588, -1629, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42961, -1065, 3541, -1595, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
42992, -1077, 3524, -1647, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43032, -1017, 3520, -1592, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43073, -1017, 3539, -1601, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43114, -1048, 3643, -1625, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43155, -1052, 3676, -1692, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43196, -1033, 3595, -1637, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43237, -1061, 3601, -1617, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43278, -1048, 3658, -1645, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43319, -973, 3544, -1667, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43360, -1057, 3574, -1624, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43401, -1019, 3597, -1675, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43441, -1003, 3507, -1626, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43481, -1033, 3560, -1665, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43521, -1027, 3633, -1688, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43561, -1042, 3644, -1705, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43602, -1028, 3619, -1657, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43642, -1025, 3579, -1666, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43682, -1031, 3643, -1698, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43722, -978, 3581, -1671, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43762, -1018, 3579, -1667, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43803, -983, 3559, -1704, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43848, -1008, 3571, -1668, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43894, -970, 3609, -1728, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43939, -978, 3572, -1682, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
43985, -977, 3577, -1662, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44031, -994, 3579, -1687, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44076, -995, 3597, -1662, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44122, -979, 3597, -1676, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44168, -1000, 3624, -1659, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44213, -983, 3594, -1670, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44259, -1008, 3605, -1653, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44305, -980, 3564, -1708, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44338, -1003, 3646, -1646, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44371, -947, 3602, -1697, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44404, -1037, 3594, -1609, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44437, -1013, 3646, -1724, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44470, -1008, 3598, -1631, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44503, -1003, 3590, -1666, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44536, -1036, 3615, -1675, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44569, -1026, 3584, -1639, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44602, -1048, 3586, -1636, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44635, -1029, 3583, -1667, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44668, -1014, 3586, -1674, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44701, -1009, 3605, -1672, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44735, -1037, 3606, -1672, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44768, -1017, 3582, -1646, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44801, -1034, 3571, -1672, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44835, -999, 3605, -1659, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44868, -999, 3610, -1685, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44901, -974, 3619, -1651, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44935, -993, 3619, -1694, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
44968, -1017, 3609, -1719, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45002, -975, 3597, -1695, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45041, -1025, 3601, -1684, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45080, -987, 3606, -1707, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45119, -980, 3569, -1657, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45158, -984, 3622, -1692, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45197, -990, 3597, -1689, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45236, -982, 3634, -1664, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45275, -1004, 3585, -1663, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45314, -984, 3625, -1673, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45353, -1010, 3594, -1660, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45392, -1007, 3607, -1652, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45432, -1007, 3592, -1659, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45473, -998, 3606, -1651, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45514, -1002, 3549, -1668, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45555, -1004, 3601, -1624, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45596, -979, 3577, -1690, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45637, -996, 3602, -1565, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45678, -978, 3610, -1672, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45719, -1011, 3608, -1631, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45760, -980, 3576, -1632, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45801, -1011, 3653, -1633, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45838, -1029, 3624, -1655, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45876, -977, 3569, -1599, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45914, -997, 3650, -1650, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45951, -981, 3611, -1612, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
45989, -979, 3610, -1652, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46027, -990, 3614, -1641, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46065, -990, 3625, -1643, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46102, -1005, 3626, -1639, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46140, -1011, 3622, -1635, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46178, -988, 3613, -1634, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46216, -1019, 3615, -1635, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46255, -1054, 3611, -1641, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46294, -1053, 3561, -1600, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46333, -1032, 3624, -1641, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46372, -1011, 3620, -1684, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46411, -994, 3602, -1628, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46450, -1025, 3599, -1680, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46489, -1031, 3625, -1654, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46528, -1004, 3617, -1636, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46567, -1013, 3596, -1667, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46606, -1021, 3571, -1604, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46648, -1025, 3614, -1641, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46690, -1027, 3610, -1644, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46733, -1040, 3604, -1645, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46775, -1052, 3584, -1625, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46818, -1054, 3591, -1636, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46860, -1040, 3592, -1641, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46903, -1071, 3594, -1648, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46945, -1049, 3605, -1662, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
46988, -1045, 3589, -1657, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
47030, -1028, 3593, -1641, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
47073, -1072, 3574, -1674, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
47106, -1083, 3620, -1626, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
47139, -1088, 3630, -1683, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
47172, -1007, 3544, -1635, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
47205, -987, 3544, -1641, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
47239, -1083, 3588, -1686, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
47272, -1073, 3618, -1679, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
47305, -1050, 3628, -1641, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
47338, -1039, 3575, -1698, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
47371, -1083, 3568, -1605, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
