61448, -713, 3871, -1243, 64, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
79582, -696, 3954, -1412, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
79620, -697, 3825, -1401, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
79658, -723, 3812, -1364, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
79696, -713, 3822, -1426, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
79734, -721, 3715, -1389, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
79772, -709, 3723, -1379, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
79810, -690, 3737, -1400, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
79848, -675, 3734, -1367, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
79892, -719, 3767, -1374, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
79936, -708, 3806, -1358, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
79980, -728, 3849, -1370, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80024, -734, 3820, -1376, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80068, -745, 3758, -1358, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80112, -741, 3766, -1358, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80156, -726, 3787, -1384, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80200, -709, 3761, -1382, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80244, -722, 3833, -1353, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80288, -648, 3795, -1363, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80326, -689, 3732, -1394, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80365, -752, 3796, -1410, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80404, -706, 3758, -1363, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80442, -698, 3805, -1404, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80481, -713, 3802, -1389, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80520, -707, 3775, -1369, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80559, -707, 3806, -1392, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80597, -716, 3783, -1371, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80636, -732, 3789, -1379, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80675, -724, 3800, -1402, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80714, -729, 3782, -1361, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80756, -722, 3796, -1389, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80798, -711, 3771, -1365, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80840, -788, 3875, -1412, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80882, -704, 3786, -1357, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80924, -724, 3791, -1367, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
80966, -718, 3814, -1370, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81008, -687, 3741, -1370, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81050, -728, 3758, -1372, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81092, -721, 3789, -1375, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81135, -679, 3784, -1365, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81168, -699, 3775, -1356, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81201, -676, 3821, -1370, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81234, -675, 3805, -1373, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81267, -709, 3696, -1372, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81300, -746, 3783, -1399, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81333, -664, 3751, -1400, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81366, -669, 3773, -1327, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81399, -634, 3748, -1346, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81432, -685, 3706, -1380, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81466, -675, 3599, -1429, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81502, -661, 3674, -1425, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81538, -633, 3775, -1358, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81574, -576, 3734, -1405, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81610, -639, 3667, -1416, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
81646, -515, 3810, -1354, 67, 3b2e6c39-7acb-4820-9b68-23d784efa434, , berdiri, bersedekap, , 
