156841, -529, 3608, -2052, 75, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176323, -646, 3471, -2108, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176359, -643, 3487, -2050, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176395, -664, 3456, -2080, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176432, -690, 3472, -2039, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176471, -661, 3504, -2050, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176511, -645, 3502, -2084, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176550, -673, 3462, -2060, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176590, -649, 3472, -2017, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176630, -668, 3514, -2044, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176669, -658, 3473, -2042, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176709, -669, 3488, -2012, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176749, -668, 3510, -2033, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176788, -676, 3493, -2020, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176828, -660, 3493, -2053, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176868, -671, 3496, -1993, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176904, -663, 3478, -2083, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176941, -638, 3559, -1953, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176978, -652, 3497, -2035, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177014, -688, 3454, -2013, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177051, -671, 3506, -1995, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177088, -669, 3497, -2045, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177124, -657, 3458, -1977, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177161, -664, 3515, -1996, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177198, -658, 3497, -2001, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177235, -690, 3501, -1984, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177275, -658, 3487, -2000, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177316, -678, 3526, -2000, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177356, -693, 3525, -1980, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177397, -672, 3490, -2003, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177437, -692, 3503, -1965, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177478, -667, 3484, -2043, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177518, -653, 3505, -1970, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177559, -658, 3459, -2035, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177599, -651, 3469, -1996, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177640, -686, 3571, -2025, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177681, -700, 3556, -2021, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177716, -672, 3512, -1987, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177751, -673, 3502, -2013, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177786, -663, 3491, -2010, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177822, -639, 3496, -2032, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177857, -652, 3496, -2020, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177892, -662, 3474, -2024, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177928, -686, 3470, -2037, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177963, -661, 3477, -2018, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
177998, -674, 3511, -2018, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178034, -656, 3510, -2060, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178077, -660, 3482, -2001, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178120, -705, 3498, -2040, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178163, -684, 3466, -2008, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178206, -693, 3525, -2016, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178249, -687, 3484, -2051, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178292, -675, 3487, -2020, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178335, -663, 3500, -2058, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178378, -649, 3486, -2058, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178421, -654, 3461, -2031, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178465, -658, 3502, -2058, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178496, -676, 3523, -2035, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178528, -649, 3478, -2035, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178560, -660, 3464, -2057, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178592, -637, 3534, -2024, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178624, -636, 3483, -2073, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178656, -651, 3503, -2001, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178688, -675, 3505, -2083, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178720, -684, 3425, -2017, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178752, -643, 3459, -2044, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178784, -673, 3486, -2064, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178816, -646, 3471, -2038, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178863, -640, 3482, -2030, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178910, -656, 3487, -2052, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
178958, -665, 3495, -2041, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179005, -653, 3471, -2034, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179053, -676, 3488, -2052, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179100, -654, 3489, -2055, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179147, -720, 3491, -2009, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179195, -653, 3512, -2040, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179242, -659, 3503, -2057, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179290, -685, 3534, -2040, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179322, -663, 3466, -2074, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179355, -662, 3497, -2007, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179388, -651, 3469, -2090, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179421, -685, 3481, -2051, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179454, -662, 3509, -2045, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179487, -666, 3487, -2106, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179520, -654, 3498, -2031, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179553, -659, 3475, -2052, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179586, -660, 3444, -2055, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179619, -663, 3417, -2038, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179661, -652, 3427, -2070, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179703, -656, 3416, -2072, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179746, -645, 3428, -2050, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179788, -659, 3471, -2071, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179830, -639, 3469, -2079, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179873, -627, 3565, -2053, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179915, -666, 3558, -2083, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
179957, -660, 3453, -2136, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180000, -645, 3426, -2022, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180042, -673, 3466, -2097, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180085, -689, 3466, -2064, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180118, -684, 3521, -2088, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180152, -652, 3488, -2122, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180186, -672, 3439, -2043, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180219, -669, 3454, -2078, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180253, -660, 3497, -2073, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180287, -647, 3476, -2084, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180320, -657, 3468, -2083, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180354, -655, 3447, -2072, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180388, -665, 3450, -2088, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180422, -688, 3469, -2053, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180459, -668, 3442, -2086, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180497, -656, 3471, -2042, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180535, -642, 3458, -2117, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180572, -663, 3448, -2037, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180610, -681, 3449, -2117, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180648, -691, 3444, -2082, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180686, -666, 3504, -2068, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180723, -669, 3453, -2080, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180761, -631, 3447, -2063, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180799, -626, 3445, -2076, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180837, -632, 3436, -2108, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180877, -621, 3452, -2091, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180917, -667, 3468, -2089, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180957, -665, 3451, -2075, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
180997, -670, 3472, -2072, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181038, -658, 3481, -2104, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181078, -672, 3467, -2079, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181118, -622, 3464, -2089, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181158, -646, 3481, -2059, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181198, -638, 3461, -2111, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181239, -602, 3478, -2080, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181281, -654, 3470, -2105, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181323, -626, 3451, -2088, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181365, -648, 3464, -2102, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181407, -650, 3457, -2128, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181450, -642, 3443, -2063, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181492, -632, 3461, -2085, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181534, -631, 3468, -2101, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181576, -644, 3450, -2110, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181618, -634, 3449, -2105, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181661, -634, 3458, -2083, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181694, -621, 3292, -2105, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181728, -647, 3453, -2071, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181762, -619, 3439, -2109, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181796, -631, 3465, -2095, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181830, -622, 3470, -2142, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181864, -605, 3469, -2090, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181898, -589, 3445, -2135, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181932, -634, 3462, -2121, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
181966, -622, 3471, -2133, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182000, -633, 3459, -2126, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182034, -584, 3403, -2108, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182073, -633, 3472, -2096, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182112, -617, 3465, -2104, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182151, -655, 3519, -2100, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182190, -604, 3476, -2101, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182229, -627, 3493, -2075, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182268, -610, 3487, -2080, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182307, -626, 3509, -2113, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182346, -633, 3446, -2089, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182385, -631, 3421, -2047, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182424, -651, 3436, -2074, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182462, -676, 3486, -2079, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182501, -631, 3476, -2083, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182539, -624, 3432, -2064, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182578, -603, 3442, -2048, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182617, -638, 3453, -2087, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182655, -641, 3422, -2058, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182694, -656, 3491, -2052, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182733, -679, 3478, -2063, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182771, -665, 3463, -2070, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182810, -666, 3485, -2076, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182849, -647, 3454, -2070, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182887, -626, 3455, -2064, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182926, -641, 3484, -2060, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
182964, -632, 3476, -2096, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183003, -621, 3498, -2022, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183041, -611, 3458, -2140, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183080, -622, 3469, -2050, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183118, -616, 3462, -2129, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183157, -622, 3485, -2090, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183195, -623, 3435, -2050, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183234, -633, 3469, -2124, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183274, -616, 3445, -2090, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183315, -649, 3443, -2091, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183355, -642, 3444, -2094, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183396, -619, 3475, -2109, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183437, -626, 3449, -2112, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183477, -628, 3450, -2103, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183518, -646, 3483, -2114, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183558, -635, 3426, -2143, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183599, -661, 3453, -2085, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183640, -657, 3426, -2138, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183676, -627, 3456, -2089, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183712, -623, 3452, -2122, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183748, -647, 3405, -2127, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183784, -599, 3403, -2106, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183820, -624, 3453, -2186, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183856, -633, 3455, -2126, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183892, -632, 3417, -2115, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183928, -654, 3439, -2141, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
183964, -631, 3414, -2145, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184000, -631, 3425, -2129, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184037, -621, 3460, -2169, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184076, -621, 3458, -2148, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184116, -612, 3400, -2160, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184156, -600, 3442, -2130, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184195, -601, 3435, -2170, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184235, -573, 3389, -2141, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184275, -590, 3413, -2137, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184314, -607, 3453, -2180, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184354, -609, 3430, -2112, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184394, -649, 3445, -2136, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184434, -619, 3438, -2134, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184469, -617, 3456, -2106, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184504, -641, 3436, -2097, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184540, -637, 3463, -2090, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184575, -631, 3450, -2085, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184611, -643, 3460, -2098, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184646, -642, 3450, -2084, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184682, -670, 3444, -2075, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184717, -638, 3429, -2068, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184753, -631, 3506, -2079, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184788, -629, 3433, -2099, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184824, -643, 3491, -2065, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184866, -665, 3492, -2086, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184908, -649, 3454, -2067, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184951, -653, 3462, -2072, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
184993, -636, 3444, -2093, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185036, -667, 3421, -2064, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185078, -662, 3515, -2063, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185120, -653, 3449, -2058, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185163, -657, 3478, -2061, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185205, -660, 3484, -2055, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185248, -648, 3448, -2041, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185285, -673, 3490, -2063, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185322, -685, 3487, -2035, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185359, -683, 3498, -2033, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185397, -663, 3483, -2083, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185434, -650, 3449, -2026, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185471, -655, 3485, -2059, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185509, -665, 3489, -2061, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185546, -697, 3506, -2025, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185583, -646, 3495, -2080, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185621, -661, 3457, -2007, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185659, -662, 3465, -2080, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185697, -660, 3485, -2048, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185735, -657, 3467, -2065, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185773, -668, 3469, -2059, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185811, -670, 3463, -2052, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185850, -683, 3507, -2063, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185888, -676, 3448, -2038, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185926, -671, 3488, -2040, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
185964, -679, 3469, -2118, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
186002, -642, 3440, -2013, 73, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
