187115, -1269, 3309, -1830, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204960, -1511, 3301, -1883, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205001, -1559, 3340, -1866, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205043, -1534, 3281, -1870, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205084, -1546, 3291, -1853, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205125, -1561, 3232, -1881, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205167, -1555, 3300, -1872, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205207, -1548, 3327, -1879, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205247, -1462, 3311, -1903, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205288, -1495, 3311, -1851, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205328, -1505, 3307, -1877, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205369, -1498, 3333, -1848, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205409, -1543, 3263, -1917, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205449, -1500, 3286, -1855, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205490, -1534, 3224, -1883, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205530, -1547, 3314, -1884, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205571, -1508, 3322, -1908, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205609, -1474, 3294, -1877, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205647, -1481, 3305, -1874, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205685, -1481, 3328, -1895, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205723, -1496, 3327, -1877, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205761, -1526, 3289, -1863, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205799, -1470, 3241, -1884, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205837, -1471, 3300, -1859, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205875, -1498, 3293, -1898, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205913, -1475, 3306, -1866, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205951, -1499, 3309, -1907, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
205990, -1446, 3347, -1868, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206027, -1490, 3316, -1902, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206065, -1480, 3281, -1869, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206102, -1471, 3308, -1871, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206140, -1505, 3319, -1913, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206177, -1453, 3274, -1888, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206215, -1492, 3272, -1867, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206252, -1476, 3340, -1869, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206290, -1483, 3275, -1878, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206327, -1454, 3332, -1927, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206365, -1477, 3350, -1885, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206404, -1488, 3300, -1915, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206443, -1484, 3223, -1909, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206482, -1476, 3332, -1882, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206521, -1423, 3294, -1931, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206560, -1486, 3334, -1931, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206599, -1477, 3279, -1918, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206638, -1472, 3258, -1896, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206677, -1452, 3286, -1935, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206716, -1436, 3298, -1912, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206756, -1473, 3294, -1895, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206794, -1484, 3320, -1928, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206832, -1450, 3308, -1918, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206870, -1472, 3278, -1901, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206908, -1436, 3276, -1923, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206946, -1436, 3286, -1932, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
206984, -1475, 3168, -1891, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
207022, -1481, 3377, -1947, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
207060, -1485, 3363, -1935, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
207098, -1456, 3335, -1897, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
207136, -1496, 3284, -1932, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
207174, -1436, 3274, -1879, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
207211, -1430, 3283, -1907, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
207248, -1422, 3261, -1953, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
207286, -1408, 3209, -1902, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
207323, -1376, 3268, -1874, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
207361, -1374, 3349, -1893, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
