87045, -934, 3541, -1861, 56, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104360, -844, 3531, -1882, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104406, -857, 3524, -1907, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104451, -837, 3538, -1927, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104497, -841, 3494, -1902, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104528, -834, 3509, -1903, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104559, -838, 3523, -1908, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104591, -834, 3526, -1915, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104622, -857, 3528, -1916, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104654, -856, 3522, -1931, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104685, -807, 3536, -1929, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104717, -815, 3525, -1904, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104748, -831, 3509, -1933, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104780, -844, 3533, -1927, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104811, -822, 3526, -1952, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104843, -804, 3534, -1923, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104879, -814, 3500, -1899, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104916, -795, 3546, -1957, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104953, -788, 3527, -1941, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104990, -789, 3503, -1930, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105027, -781, 3515, -1933, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105064, -800, 3527, -1949, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105101, -811, 3504, -1959, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105138, -819, 3502, -1943, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105175, -809, 3525, -1941, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105212, -785, 3501, -1959, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105248, -797, 3531, -1922, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105285, -796, 3499, -1939, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105322, -823, 3499, -1926, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105359, -821, 3516, -1955, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105396, -844, 3495, -1952, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105432, -813, 3531, -1927, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105469, -805, 3504, -1934, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105506, -820, 3556, -1935, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105543, -815, 3559, -1945, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105580, -809, 3528, -1948, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105617, -814, 3486, -1910, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105661, -852, 3520, -1935, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105705, -841, 3515, -1927, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105749, -829, 3492, -1912, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105793, -819, 3562, -1920, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105837, -806, 3511, -1946, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105881, -800, 3549, -1882, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105925, -834, 3538, -1907, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
105969, -849, 3520, -1885, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106013, -826, 3549, -1888, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106057, -792, 3527, -1914, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106094, -802, 3503, -1883, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106132, -816, 3547, -1883, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106169, -799, 3537, -1909, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106207, -821, 3523, -1900, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106245, -806, 3513, -1869, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106282, -813, 3548, -1872, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106320, -828, 3532, -1884, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106357, -825, 3540, -1863, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106395, -807, 3511, -1899, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106433, -851, 3582, -1849, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106470, -799, 3580, -1896, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106507, -835, 3572, -1823, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106544, -828, 3549, -1875, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106581, -802, 3538, -1844, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106618, -836, 3562, -1843, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106655, -806, 3533, -1868, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106692, -801, 3544, -1837, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106729, -820, 3560, -1835, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106766, -836, 3581, -1825, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106803, -846, 3584, -1827, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106840, -833, 3580, -1817, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106880, -825, 3580, -1854, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106920, -835, 3546, -1819, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
106961, -816, 3493, -1839, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107001, -837, 3560, -1797, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107042, -769, 3509, -1882, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107082, -813, 3561, -1796, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107122, -793, 3519, -1885, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107163, -824, 3568, -1807, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107203, -804, 3602, -1893, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107244, -816, 3620, -1865, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107282, -822, 3536, -1866, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107320, -795, 3546, -1833, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107358, -812, 3585, -1892, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107397, -795, 3547, -1828, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107435, -793, 3533, -1881, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107473, -795, 3565, -1871, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107511, -781, 3547, -1869, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107550, -814, 3534, -1856, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107588, -792, 3550, -1898, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107626, -823, 3623, -1850, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107665, -775, 3494, -1899, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107701, -784, 3583, -1866, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107738, -814, 3552, -1882, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107775, -826, 3562, -1866, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107811, -820, 3566, -1898, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107848, -791, 3573, -1860, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107885, -788, 3521, -1871, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107921, -801, 3560, -1862, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107958, -794, 3543, -1889, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
107995, -805, 3535, -1851, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108032, -811, 3564, -1881, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108073, -811, 3536, -1862, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108114, -791, 3552, -1881, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108155, -823, 3523, -1865, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108196, -782, 3560, -1873, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108237, -806, 3549, -1860, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108278, -823, 3571, -1877, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108319, -825, 3613, -1855, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108360, -788, 3536, -1879, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108401, -789, 3530, -1848, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108443, -838, 3577, -1885, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108477, -833, 3533, -1862, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108512, -823, 3543, -1879, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108547, -847, 3625, -1898, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108582, -816, 3568, -1867, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108617, -826, 3578, -1819, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108651, -836, 3588, -1866, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108686, -821, 3577, -1883, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108721, -822, 3594, -1847, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108756, -818, 3558, -1850, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108791, -837, 3537, -1862, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108826, -823, 3523, -1838, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108865, -813, 3540, -1845, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108904, -811, 3528, -1846, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108943, -799, 3531, -1825, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
108982, -788, 3532, -1855, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109021, -802, 3573, -1863, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109060, -831, 3533, -1847, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109099, -873, 3575, -1828, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109138, -838, 3566, -1916, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109177, -805, 3530, -1827, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109217, -824, 3536, -1873, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109257, -818, 3516, -1881, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109298, -825, 3525, -1890, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109339, -819, 3584, -1881, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109380, -798, 3534, -1894, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109421, -822, 3537, -1847, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109461, -811, 3562, -1877, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109502, -801, 3555, -1890, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109543, -816, 3536, -1869, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109584, -821, 3525, -1866, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109625, -805, 3547, -1888, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109666, -814, 3533, -1866, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109705, -806, 3523, -1892, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109745, -800, 3540, -1884, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109784, -831, 3569, -1908, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109824, -839, 3552, -1866, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109864, -811, 3527, -1917, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109903, -796, 3541, -1852, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109943, -773, 3479, -1930, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
109982, -770, 3550, -1855, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110022, -819, 3576, -1920, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110062, -815, 3552, -1888, 63, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110100, -812, 3538, -1895, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110138, -794, 3559, -1906, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110176, -794, 3524, -1886, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110214, -813, 3551, -1893, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110252, -787, 3540, -1894, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110290, -769, 3520, -1872, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110328, -795, 3536, -1915, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110366, -786, 3548, -1925, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110404, -776, 3513, -1894, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110443, -796, 3539, -1896, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110479, -797, 3552, -1930, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110515, -806, 3530, -1901, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110552, -786, 3540, -1907, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110588, -782, 3538, -1905, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110624, -770, 3523, -1904, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110661, -796, 3517, -1935, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110697, -782, 3553, -1878, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110733, -760, 3514, -1936, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110770, -771, 3529, -1890, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110806, -784, 3529, -1927, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110843, -790, 3502, -1898, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110883, -789, 3518, -1902, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110924, -768, 3567, -1905, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
110964, -785, 3525, -1937, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111005, -787, 3556, -1894, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111045, -802, 3527, -1945, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111086, -809, 3539, -1879, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111126, -818, 3522, -1917, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111167, -813, 3587, -1923, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111207, -815, 3582, -1909, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111248, -826, 3559, -1889, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111282, -815, 3568, -1899, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111317, -802, 3553, -1903, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111352, -813, 3475, -1922, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111387, -797, 3452, -1900, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111422, -794, 3466, -1890, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111457, -839, 3456, -1911, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111492, -792, 3523, -1871, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111527, -780, 3552, -1909, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111562, -821, 3503, -1902, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111597, -830, 3562, -1906, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111632, -835, 3602, -1900, 62, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111674, -818, 3508, -1924, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111717, -842, 3516, -1895, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111760, -823, 3522, -1907, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111803, -808, 3547, -1900, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111846, -811, 3526, -1899, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111889, -800, 3549, -1904, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111932, -820, 3510, -1905, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
111975, -811, 3530, -1908, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112018, -801, 3536, -1890, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112061, -818, 3543, -1906, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112097, -807, 3514, -1940, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112134, -841, 3576, -1857, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112170, -817, 3530, -1954, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112207, -787, 3542, -1863, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112244, -800, 3546, -1923, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112280, -828, 3511, -1907, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112317, -810, 3534, -1901, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112353, -793, 3531, -1905, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112390, -805, 3529, -1886, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112427, -800, 3528, -1894, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112466, -797, 3538, -1925, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112505, -799, 3535, -1890, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112544, -796, 3539, -1894, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112583, -800, 3529, -1894, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112622, -819, 3542, -1912, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112661, -831, 3542, -1924, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112700, -823, 3537, -1911, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112739, -793, 3505, -1941, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112778, -802, 3530, -1868, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112817, -796, 3556, -1948, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112857, -795, 3545, -1893, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
112893, -787, 3523, -1942, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
