237565, -1056, 4126, -883, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288402, -919, 3862, -1040, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288449, -900, 3839, -1072, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288495, -914, 3845, -1033, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288542, -909, 3867, -1088, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288589, -905, 3830, -1041, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288618, -923, 3848, -1046, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288647, -904, 3850, -1072, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288676, -902, 3863, -1070, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288705, -910, 3845, -1070, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288734, -918, 3844, -1059, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288763, -910, 3849, -1048, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288792, -920, 3854, -1065, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288821, -882, 3868, -1068, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288850, -874, 3852, -1114, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288879, -917, 3874, -1067, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288908, -913, 3860, -1109, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288952, -889, 3819, -1064, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
288997, -882, 3859, -1101, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289041, -881, 3875, -1055, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289086, -884, 3844, -1072, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289131, -899, 3841, -1054, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289175, -906, 3860, -1076, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289220, -904, 3811, -1066, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289264, -913, 3838, -1061, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289309, -908, 3838, -1076, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289354, -922, 3854, -1061, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289387, -913, 3844, -1073, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289421, -917, 3855, -1085, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289454, -906, 3859, -1077, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289488, -902, 3828, -1064, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289521, -900, 3888, -1073, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289555, -875, 3841, -1081, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289588, -918, 3839, -1051, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289622, -919, 3841, -1084, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289655, -917, 3817, -1054, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289689, -899, 3858, -1099, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289723, -917, 3866, -1030, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289766, -903, 3833, -1053, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289809, -915, 3867, -1070, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289852, -927, 3845, -1079, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289895, -904, 3810, -1057, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289938, -903, 3843, -1058, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
289981, -907, 3823, -1056, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290024, -918, 3834, -1067, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290067, -931, 3852, -1058, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290110, -896, 3874, -1061, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290154, -903, 3845, -1106, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290190, -911, 3851, -1036, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290227, -917, 3848, -1093, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290264, -890, 3865, -1047, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290301, -902, 3845, -1079, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290338, -924, 3829, -1088, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290374, -896, 3840, -1059, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290411, -895, 3870, -1082, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290448, -871, 3850, -1078, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290485, -897, 3841, -1043, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290522, -900, 3850, -1077, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290557, -911, 3853, -1049, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290592, -885, 3823, -1085, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290627, -902, 3879, -1081, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290662, -909, 3851, -1057, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290697, -907, 3844, -1077, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290733, -914, 3851, -1075, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290768, -877, 3850, -1075, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290803, -888, 3853, -1111, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290838, -886, 3825, -1046, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290873, -896, 3842, -1076, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290909, -863, 3875, -1071, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290953, -893, 3843, -1063, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
290998, -919, 3847, -1084, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291043, -900, 3842, -1070, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291088, -908, 3879, -1080, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291133, -910, 3858, -1072, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291177, -899, 3845, -1053, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291222, -899, 3859, -1080, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291267, -916, 3827, -1044, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291312, -905, 3836, -1069, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291357, -930, 3846, -1053, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291392, -908, 3809, -1065, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291427, -921, 3826, -1048, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291462, -913, 3818, -1054, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291497, -894, 3852, -1065, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291532, -900, 3845, -1088, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291567, -901, 3864, -1048, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291602, -900, 3866, -1055, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291637, -846, 3839, -1068, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291672, -904, 3845, -1062, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291707, -909, 3837, -1090, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291749, -916, 3853, -1070, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291791, -891, 3888, -1093, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291834, -909, 3873, -1054, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291876, -856, 3875, -1059, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291919, -849, 3867, -1072, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
291961, -893, 3860, -1071, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292004, -888, 3845, -1081, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292046, -893, 3839, -1057, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292089, -903, 3841, -1073, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292131, -893, 3839, -1058, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292174, -864, 3792, -1074, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292209, -874, 3836, -1043, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292244, -881, 3826, -1042, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292279, -884, 3885, -1070, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292314, -881, 3873, -1081, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292349, -884, 3942, -1051, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292384, -875, 3832, -1089, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292419, -840, 3816, -1055, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292454, -863, 3833, -1078, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292489, -844, 3914, -1045, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292524, -838, 3828, -1098, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292562, -875, 3867, -1049, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292601, -869, 3875, -1046, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292640, -877, 3863, -1064, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292679, -858, 3853, -1076, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292718, -898, 3854, -1085, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292757, -895, 3868, -1090, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292796, -903, 3852, -1079, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292835, -872, 3835, -1063, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292874, -884, 3843, -1082, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292913, -887, 3863, -1013, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292952, -852, 3862, -1072, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
292987, -879, 3878, -1007, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293022, -893, 3870, -1057, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293057, -890, 3841, -1060, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293093, -868, 3862, -1073, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293128, -897, 3889, -1046, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293163, -876, 3881, -1092, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293199, -899, 3834, -1034, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293234, -880, 3873, -1082, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293269, -877, 3864, -1059, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293305, -868, 3850, -1079, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293346, -880, 3875, -1066, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293387, -884, 3845, -1068, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293429, -907, 3847, -1060, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293470, -889, 3836, -1047, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293512, -898, 3843, -1021, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293553, -895, 3841, -1044, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293594, -869, 3914, -1060, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293636, -855, 3848, -1072, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293677, -915, 3855, -1023, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293719, -922, 3861, -1058, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293753, -933, 3833, -1030, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293787, -891, 3849, -1052, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293821, -926, 3866, -1016, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293855, -898, 3840, -1023, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293889, -917, 3847, -1002, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293923, -934, 3845, -1011, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293957, -919, 3853, -1007, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
293991, -932, 3867, -1001, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294025, -939, 3853, -995, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294059, -953, 3852, -979, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294093, -942, 3863, -992, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294137, -957, 3858, -994, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294181, -943, 3840, -1009, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294225, -945, 3820, -1009, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294269, -930, 3870, -991, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294313, -935, 3871, -1007, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294357, -900, 3888, -1005, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294401, -929, 3830, -971, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294445, -962, 3882, -1008, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294489, -945, 3843, -990, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294534, -932, 3882, -999, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294571, -944, 3881, -1000, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294608, -931, 3843, -979, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294645, -923, 3866, -979, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294682, -945, 3843, -985, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294719, -914, 3895, -1004, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294757, -945, 3881, -998, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294794, -938, 3844, -982, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294831, -954, 3874, -991, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294868, -924, 3859, -979, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294905, -942, 3863, -986, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294943, -937, 3855, -962, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
294980, -913, 3836, -998, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295018, -933, 3859, -964, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295056, -945, 3862, -1009, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295094, -924, 3854, -963, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295132, -918, 3870, -988, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295170, -955, 3840, -983, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295208, -931, 3861, -985, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295246, -919, 3880, -987, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295284, -908, 3825, -988, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295322, -930, 3845, -991, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295361, -940, 3884, -1007, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295401, -942, 3863, -983, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295441, -922, 3864, -983, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295480, -926, 3871, -967, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295520, -936, 3855, -987, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295560, -931, 3861, -994, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295599, -942, 3850, -990, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295639, -944, 3840, -1006, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295679, -913, 3842, -1029, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295719, -948, 3850, -994, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295758, -942, 3884, -1025, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295797, -906, 3836, -958, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295837, -911, 3824, -1003, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295876, -948, 3850, -993, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295915, -945, 3861, -981, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295955, -969, 3903, -992, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
295994, -903, 3872, -1010, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296033, -901, 3813, -973, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296073, -917, 3914, -979, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296112, -952, 3910, -1007, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296152, -922, 3850, -1017, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296186, -934, 3858, -989, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296220, -921, 3882, -1001, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296254, -925, 3898, -1008, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296288, -901, 3851, -1004, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296322, -918, 3869, -984, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296356, -909, 3865, -1004, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296390, -914, 3849, -991, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296424, -918, 3849, -1045, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296458, -904, 3842, -978, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296492, -910, 3865, -1023, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296529, -913, 3845, -1026, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296567, -872, 3867, -1020, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296604, -913, 3911, -1014, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296642, -901, 3847, -1006, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296680, -874, 3875, -990, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296717, -902, 3884, -1017, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296755, -883, 3848, -1035, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296793, -885, 3843, -1015, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296830, -880, 3880, -1009, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296868, -879, 3865, -1007, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296906, -873, 3854, -1009, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296944, -883, 3853, -990, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
296983, -901, 3851, -1004, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297021, -880, 3865, -1001, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297060, -852, 3834, -1041, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297098, -869, 3877, -996, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297137, -893, 3895, -1022, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297175, -909, 3903, -1039, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297214, -890, 3878, -1028, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297252, -891, 3890, -1014, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297291, -870, 3823, -1028, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297334, -904, 3850, -993, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297377, -908, 3870, -1025, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297421, -880, 3846, -1014, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297464, -916, 3857, -1024, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297508, -909, 3856, -1021, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297551, -924, 3888, -1030, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297594, -921, 3861, -1046, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297638, -895, 3838, -1060, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297681, -934, 3863, -998, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297725, -916, 3857, -1039, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
297759, -883, 3865, -1014, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
