80028, -621, 3994, -1043, 96, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98240, -708, 3889, -1082, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98287, -708, 3866, -1077, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98316, -743, 3912, -1080, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98346, -719, 3914, -1059, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98376, -718, 3882, -1103, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98406, -708, 3867, -1053, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98436, -721, 3875, -1060, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98465, -719, 3890, -1085, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98495, -761, 3931, -1059, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98525, -737, 3888, -1103, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98555, -708, 3886, -1060, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98585, -740, 3873, -1059, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98615, -724, 3902, -1080, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98660, -724, 3912, -1090, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98705, -739, 3913, -1069, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98750, -741, 3868, -1048, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98795, -730, 3856, -1036, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98840, -741, 3910, -1061, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98885, -751, 3904, -1056, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98930, -757, 3888, -1063, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98975, -731, 3876, -1037, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99020, -719, 3867, -1054, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99066, -742, 3859, -1066, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99101, -749, 3889, -1024, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99137, -751, 3918, -1063, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99173, -745, 3920, -1037, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99208, -760, 3901, -1016, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99244, -752, 3911, -1103, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99280, -739, 3833, -1027, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99315, -778, 3887, -1039, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99351, -729, 3907, -1088, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99387, -758, 3889, -1032, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99423, -728, 3896, -1074, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99458, -731, 3877, -1053, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99494, -710, 3868, -1077, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99529, -730, 3880, -1057, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99565, -754, 3905, -1084, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99600, -753, 3895, -1075, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99636, -740, 3854, -1062, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99671, -707, 3876, -1117, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99707, -714, 3840, -1049, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99742, -733, 3894, -1083, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99778, -738, 3929, -1073, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99814, -748, 3867, -1058, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99855, -764, 3879, -1108, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99897, -759, 3907, -1067, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99939, -745, 3884, -1117, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
99981, -727, 3891, -1088, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100023, -723, 3839, -1063, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100065, -735, 3910, -1075, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100107, -713, 3886, -1116, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100149, -752, 3857, -1081, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100191, -741, 3883, -1089, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100233, -762, 3914, -1091, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100271, -745, 3903, -1095, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100309, -749, 3844, -1095, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100347, -727, 3901, -1086, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100385, -770, 3894, -1107, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100423, -728, 3877, -1101, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100461, -721, 3850, -1078, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100499, -746, 3908, -1098, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100537, -730, 3887, -1115, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100575, -760, 3903, -1074, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100613, -732, 3887, -1131, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100651, -765, 3869, -1028, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100689, -755, 3866, -1127, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100727, -770, 3879, -1036, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100765, -773, 3910, -1070, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100803, -776, 3970, -1073, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100841, -769, 3914, -1068, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100879, -773, 3899, -1071, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100917, -773, 3918, -1062, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100955, -751, 3891, -1122, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
100993, -750, 3882, -1052, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101031, -729, 3828, -1092, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101069, -731, 3855, -1034, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101108, -704, 3827, -1077, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101147, -736, 3791, -1039, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101185, -728, 3856, -1065, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101224, -755, 3890, -1090, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101263, -738, 3874, -1063, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101301, -747, 3930, -1047, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101340, -825, 3886, -1061, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101379, -768, 3865, -1056, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101418, -768, 3873, -1065, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101453, -754, 3891, -1052, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101489, -770, 3873, -1060, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101525, -741, 3875, -1070, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101561, -740, 3891, -1046, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101597, -755, 3940, -1095, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101633, -738, 3892, -1061, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101669, -730, 3894, -1095, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101705, -759, 3884, -1077, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101741, -740, 3879, -1090, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101777, -757, 3903, -1071, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101813, -738, 3870, -1089, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101858, -740, 3870, -1053, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101903, -746, 3907, -1087, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101948, -724, 3890, -1078, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
101993, -715, 3908, -1077, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102039, -748, 3854, -1066, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102084, -737, 3866, -1084, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102129, -748, 3878, -1099, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102174, -767, 3872, -1062, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102219, -691, 3867, -1120, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102265, -743, 3845, -1092, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102298, -696, 3917, -1099, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102332, -768, 3876, -1098, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102366, -749, 3860, -1101, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102400, -732, 3886, -1082, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102434, -723, 3886, -1074, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102468, -757, 3882, -1073, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102502, -760, 3887, -1073, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102536, -760, 3877, -1068, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102570, -767, 3927, -1091, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102604, -767, 3913, -1080, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102641, -788, 3875, -1079, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102678, -771, 3874, -1101, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102715, -765, 3890, -1046, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102753, -738, 3888, -1109, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102790, -765, 3898, -1065, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102827, -778, 3967, -1128, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102864, -761, 3858, -1054, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102902, -779, 3860, -1039, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102939, -827, 3979, -1126, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
102976, -741, 3902, -1043, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
103014, -796, 3851, -990, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
