74885, -1267, 3724, -771, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93608, -1268, 3818, -737, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93649, -1268, 3836, -748, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93690, -1254, 3762, -768, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93731, -1283, 3787, -678, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93772, -1175, 3769, -813, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93813, -1224, 3775, -676, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93854, -1177, 3804, -778, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93895, -1267, 3840, -744, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93937, -1284, 3813, -753, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93979, -1247, 3837, -798, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94021, -1274, 3795, -719, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94063, -1287, 3815, -765, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94104, -1296, 3797, -761, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94146, -1265, 3817, -777, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94188, -1264, 3811, -760, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94230, -1279, 3849, -762, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94272, -1286, 3812, -782, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94307, -1295, 3875, -747, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94342, -1226, 3834, -745, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94378, -1281, 3831, -761, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94413, -1294, 3810, -805, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94448, -1284, 3792, -770, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94484, -1283, 3823, -778, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94519, -1252, 3857, -770, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94554, -1247, 3836, -739, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94590, -1240, 3817, -768, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94625, -1261, 3852, -768, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94661, -1255, 3826, -759, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94700, -1242, 3818, -729, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94739, -1227, 3804, -793, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94778, -1272, 3826, -744, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94817, -1210, 3807, -829, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94857, -1240, 3800, -703, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94896, -1276, 3814, -797, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94935, -1283, 3838, -795, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
94974, -1328, 3834, -743, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95013, -1265, 3787, -803, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95053, -1245, 3779, -753, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95089, -1257, 3790, -774, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95126, -1258, 3835, -787, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95163, -1274, 3854, -785, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95199, -1244, 3849, -763, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95236, -1264, 3798, -766, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95273, -1262, 3780, -758, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95310, -1273, 3825, -802, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95346, -1257, 3856, -768, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95383, -1240, 3817, -759, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95420, -1272, 3808, -739, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95457, -1261, 3815, -728, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95497, -1260, 3809, -739, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95537, -1238, 3795, -745, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95578, -1304, 3820, -777, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
95618, -1256, 3687, -684, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
