28713, -651, 3983, -1123, , f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47212, -721, 3869, -1175, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47251, -707, 3868, -1182, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47291, -708, 3819, -1161, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47331, -714, 3867, -1189, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47370, -719, 3861, -1199, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47410, -726, 3822, -1201, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47450, -721, 3862, -1139, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47489, -721, 3843, -1244, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47529, -723, 3857, -1116, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47569, -725, 3884, -1234, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47609, -715, 3812, -1166, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47644, -723, 3883, -1180, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47680, -722, 3861, -1220, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47715, -737, 3839, -1154, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47751, -743, 3895, -1231, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47786, -715, 3826, -1164, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47822, -698, 3821, -1164, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47857, -728, 3910, -1205, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47893, -746, 3885, -1144, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47928, -763, 3871, -1162, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47964, -748, 3870, -1173, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48000, -737, 3883, -1164, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48042, -753, 3893, -1171, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48085, -748, 3793, -1156, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48128, -743, 3838, -1172, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48171, -702, 3828, -1193, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48214, -681, 3806, -1170, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48257, -728, 3837, -1173, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48300, -746, 3867, -1177, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48343, -757, 3860, -1158, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48386, -755, 3845, -1173, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48429, -731, 3852, -1162, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48464, -732, 3838, -1189, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48499, -759, 3926, -1178, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48534, -714, 3862, -1169, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48569, -694, 3818, -1166, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48605, -739, 3815, -1200, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48640, -754, 3819, -1166, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48675, -747, 3881, -1171, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48710, -769, 3843, -1164, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48745, -775, 3876, -1169, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48781, -767, 3841, -1191, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48824, -748, 3854, -1178, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48867, -729, 3846, -1165, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48910, -750, 3854, -1175, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48953, -753, 3828, -1209, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
48996, -775, 3883, -1167, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49039, -740, 3833, -1208, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49082, -744, 3839, -1165, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49125, -754, 3868, -1195, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49168, -730, 3858, -1191, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49211, -737, 3853, -1188, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49255, -715, 3829, -1193, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49288, -736, 3855, -1195, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49321, -755, 3857, -1215, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49354, -730, 3821, -1181, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49387, -742, 3840, -1210, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49420, -738, 3865, -1217, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49453, -737, 3802, -1206, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49486, -730, 3839, -1186, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49519, -733, 3870, -1259, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49552, -728, 3886, -1177, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49585, -727, 3860, -1222, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49624, -736, 3837, -1187, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49663, -729, 3842, -1240, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49702, -691, 3843, -1225, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49741, -728, 3826, -1189, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49780, -731, 3890, -1220, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49820, -729, 3883, -1220, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49859, -723, 3861, -1202, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49898, -716, 3839, -1212, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49937, -738, 3856, -1240, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
49976, -741, 3869, -1213, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50016, -762, 3834, -1244, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50054, -722, 3854, -1183, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50093, -726, 3851, -1240, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50132, -726, 3830, -1228, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50170, -716, 3857, -1204, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50209, -723, 3854, -1220, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50248, -755, 3846, -1166, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50286, -757, 3868, -1165, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50325, -726, 3858, -1178, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50364, -734, 3812, -1178, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50403, -720, 3814, -1186, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50443, -721, 3780, -1201, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50484, -709, 3821, -1161, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50525, -728, 3883, -1195, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50566, -719, 3903, -1157, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50607, -726, 3849, -1200, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50647, -733, 3822, -1163, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50688, -718, 3860, -1164, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50729, -747, 3845, -1194, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50770, -723, 3853, -1156, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50811, -733, 3864, -1193, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50847, -729, 3860, -1167, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50883, -758, 3846, -1179, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50920, -732, 3849, -1192, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50956, -726, 3844, -1182, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
50992, -744, 3825, -1182, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51029, -756, 3862, -1179, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51065, -722, 3860, -1167, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51101, -712, 3826, -1211, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51138, -736, 3850, -1211, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51174, -726, 3843, -1170, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51211, -745, 3862, -1192, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51251, -731, 3822, -1157, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51292, -743, 3861, -1203, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51332, -751, 3832, -1194, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51373, -739, 3830, -1178, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51413, -751, 3854, -1196, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51454, -730, 3825, -1195, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51494, -732, 3795, -1202, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51535, -755, 3865, -1162, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51575, -716, 3858, -1232, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51616, -706, 3818, -1192, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51655, -736, 3839, -1219, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51694, -735, 3860, -1204, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51734, -735, 3888, -1215, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51773, -714, 3836, -1206, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51813, -734, 3841, -1198, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51852, -732, 3859, -1209, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51892, -725, 3869, -1239, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51931, -711, 3840, -1198, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
51971, -718, 3870, -1242, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52010, -711, 3838, -1193, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52050, -728, 3845, -1227, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52086, -742, 3903, -1212, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52122, -687, 3829, -1219, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52158, -705, 3830, -1217, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52194, -697, 3837, -1240, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52231, -726, 3887, -1209, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52267, -723, 3870, -1204, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52303, -729, 3832, -1162, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52339, -717, 3882, -1201, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52375, -711, 3846, -1219, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52412, -688, 3815, -1192, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52450, -695, 3791, -1209, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52489, -692, 3802, -1238, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52528, -699, 3796, -1258, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52567, -696, 3834, -1184, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52606, -703, 3845, -1263, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52645, -710, 3872, -1169, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52684, -745, 3870, -1245, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52723, -730, 3823, -1199, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52762, -737, 3858, -1199, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52801, -700, 3860, -1233, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52838, -711, 3835, -1195, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52875, -733, 3855, -1196, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52913, -716, 3859, -1217, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52950, -707, 3837, -1222, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
52987, -708, 3815, -1209, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53025, -758, 3840, -1207, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53062, -732, 3830, -1197, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53099, -752, 3880, -1222, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53137, -696, 3850, -1201, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53174, -709, 3855, -1242, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53212, -720, 3826, -1230, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53251, -724, 3841, -1198, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53291, -709, 3865, -1247, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53331, -717, 3820, -1196, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53371, -753, 3835, -1223, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53411, -731, 3838, -1226, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53451, -740, 3835, -1217, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53491, -716, 3839, -1249, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53531, -724, 3830, -1229, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53571, -744, 3792, -1227, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53611, -737, 3856, -1217, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53647, -763, 3850, -1277, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53684, -707, 3824, -1197, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53721, -728, 3848, -1250, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53757, -762, 3855, -1224, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53794, -746, 3872, -1230, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53831, -750, 3848, -1270, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53868, -734, 3817, -1179, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53904, -754, 3853, -1265, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53941, -738, 3848, -1230, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
53978, -732, 3828, -1221, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54015, -743, 3853, -1231, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54054, -734, 3853, -1240, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54093, -744, 3797, -1236, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54133, -721, 3814, -1201, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54172, -742, 3843, -1250, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54212, -715, 3842, -1166, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54251, -747, 3876, -1259, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54290, -719, 3797, -1181, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54330, -720, 3846, -1197, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54369, -732, 3804, -1246, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54409, -730, 3818, -1171, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54451, -756, 3825, -1214, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54494, -735, 3841, -1206, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54536, -736, 3849, -1209, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54579, -745, 3851, -1194, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54621, -757, 3835, -1189, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54664, -734, 3831, -1244, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54706, -760, 3877, -1179, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54749, -725, 3865, -1265, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54791, -726, 3830, -1159, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54834, -723, 3833, -1254, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54867, -726, 3827, -1225, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54900, -738, 3851, -1226, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54933, -695, 3842, -1239, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54966, -748, 3844, -1201, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
54999, -751, 3868, -1230, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55033, -721, 3846, -1191, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55066, -729, 3852, -1213, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55099, -736, 3861, -1230, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55132, -751, 3853, -1200, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55165, -760, 3836, -1240, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55199, -755, 3877, -1193, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55240, -714, 3844, -1215, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55281, -726, 3833, -1204, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55322, -725, 3808, -1221, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55364, -741, 3845, -1228, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55405, -730, 3871, -1210, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55446, -719, 3849, -1189, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55488, -728, 3841, -1216, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55529, -730, 3820, -1221, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55570, -711, 3831, -1211, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55612, -740, 3866, -1193, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55648, -759, 3835, -1203, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55684, -770, 3813, -1202, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55720, -746, 3827, -1217, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55756, -756, 3859, -1208, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55792, -727, 3904, -1191, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55828, -742, 3884, -1205, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55864, -760, 3872, -1215, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55900, -736, 3860, -1220, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55936, -732, 3843, -1234, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
55972, -742, 3844, -1201, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56009, -736, 3838, -1205, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56054, -741, 3821, -1216, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56099, -734, 3844, -1183, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56144, -723, 3840, -1234, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56189, -707, 3812, -1224, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56235, -704, 3790, -1217, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56280, -709, 3816, -1223, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56325, -735, 3879, -1214, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56370, -693, 3849, -1215, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56415, -709, 3828, -1210, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
56461, -746, 3854, -1235, 109, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
