75180, -780, 3670, -1587, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93063, -759, 3478, -2026, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93102, -733, 3496, -2011, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93141, -738, 3478, -2022, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93180, -722, 3438, -2021, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93219, -745, 3464, -2008, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93258, -744, 3507, -2045, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93297, -746, 3472, -2053, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93336, -732, 3461, -2017, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93375, -745, 3489, -2023, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93415, -738, 3467, -2034, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93451, -733, 3457, -2034, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93488, -751, 3469, -2026, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93524, -752, 3467, -2022, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93561, -758, 3492, -2030, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93598, -720, 3435, -2040, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93634, -736, 3466, -2009, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93671, -757, 3470, -2057, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93708, -779, 3448, -2026, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93744, -759, 3490, -2054, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93781, -731, 3472, -2020, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93818, -744, 3475, -2015, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93858, -742, 3564, -2059, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93899, -763, 3537, -2034, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93939, -740, 3506, -2041, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93980, -745, 3500, -2027, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94021, -749, 3504, -2020, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94061, -732, 3435, -2036, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94102, -716, 3397, -2016, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94142, -712, 3383, -2016, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94183, -713, 3407, -2016, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94224, -711, 3445, -2028, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94259, -749, 3500, -2032, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94295, -729, 3465, -2082, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94330, -765, 3501, -2023, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94366, -741, 3423, -2068, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94402, -710, 3484, -2020, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94437, -711, 3483, -2050, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94473, -749, 3504, -2049, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94509, -744, 3471, -2042, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94544, -702, 3465, -2073, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94580, -725, 3462, -2049, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94616, -718, 3459, -2040, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94656, -699, 3472, -2044, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94696, -737, 3490, -2057, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94736, -738, 3466, -2042, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94776, -719, 3476, -2050, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94816, -724, 3448, -2027, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94856, -758, 3476, -2036, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94896, -732, 3470, -2063, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94936, -742, 3449, -2035, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
94976, -748, 3472, -2052, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95017, -744, 3430, -2044, 62, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95061, -747, 3440, -2033, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95105, -779, 3482, -2041, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95149, -727, 3440, -2038, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95193, -722, 3443, -2026, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95238, -767, 3480, -2055, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95282, -748, 3434, -2032, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95326, -754, 3440, -2042, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95370, -736, 3439, -2057, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95414, -698, 3440, -2065, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95459, -711, 3435, -2074, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95491, -703, 3434, -2078, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95524, -734, 3378, -2028, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95556, -704, 3459, -2083, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95589, -687, 3440, -2102, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95621, -664, 3428, -2086, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95654, -698, 3430, -2069, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95686, -690, 3415, -2058, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95719, -672, 3381, -2078, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95751, -682, 3422, -2082, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
95784, -766, 3350, -2042, 64, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
