131922, -514, 3539, -1781, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150363, -740, 3399, -2061, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150404, -734, 3454, -2070, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150446, -754, 3447, -2070, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150484, -755, 3464, -2090, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150522, -719, 3432, -2087, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150560, -705, 3463, -2096, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150599, -764, 3397, -2115, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150637, -746, 3423, -2042, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150675, -699, 3441, -2157, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150714, -724, 3428, -2049, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150752, -758, 3445, -2100, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150790, -741, 3442, -2093, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150829, -777, 3483, -2083, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150867, -702, 3420, -2085, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150905, -737, 3408, -2062, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150944, -725, 3457, -2094, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150985, -718, 3422, -2069, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151027, -724, 3466, -2094, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151068, -714, 3440, -2096, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151110, -752, 3451, -2046, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151151, -774, 3441, -2113, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151193, -758, 3420, -2075, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151234, -713, 3454, -2079, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151276, -734, 3419, -2077, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151317, -750, 3435, -2081, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151359, -739, 3457, -2078, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151400, -744, 3473, -2108, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151442, -772, 3451, -2057, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151484, -751, 3425, -2077, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151519, -745, 3445, -2066, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151554, -755, 3438, -2074, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151589, -741, 3454, -2071, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151625, -728, 3458, -2085, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151660, -835, 3516, -2099, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151695, -772, 3486, -2068, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151731, -740, 3423, -2095, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151766, -779, 3528, -2075, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151801, -775, 3463, -2081, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151837, -725, 3392, -2053, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151872, -760, 3456, -2105, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151907, -687, 3409, -2095, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151943, -731, 3410, -2049, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
151984, -722, 3375, -2082, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152025, -721, 3378, -2071, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152066, -727, 3410, -2080, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152108, -758, 3434, -2111, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152149, -754, 3474, -2111, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152190, -687, 3350, -2157, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152232, -764, 3435, -2038, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152273, -697, 3421, -2175, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152314, -766, 3485, -2069, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152356, -766, 3449, -2140, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152397, -757, 3430, -2099, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152438, -744, 3436, -2103, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152480, -738, 3425, -2106, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152514, -745, 3415, -2064, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152549, -755, 3424, -2075, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152584, -763, 3453, -2095, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152619, -735, 3447, -2107, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152654, -719, 3409, -2093, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152689, -772, 3452, -2052, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152723, -766, 3416, -2090, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152758, -769, 3459, -2096, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152793, -747, 3446, -2074, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152828, -762, 3397, -2091, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152863, -790, 3403, -2087, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152898, -767, 3414, -2063, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152933, -743, 3417, -2102, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
152972, -736, 3421, -2069, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153012, -775, 3460, -2100, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153051, -757, 3427, -2067, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153091, -767, 3434, -2062, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153130, -747, 3430, -2091, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153170, -757, 3422, -2073, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153209, -697, 3387, -2152, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153249, -740, 3443, -2055, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153288, -736, 3428, -2160, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153328, -794, 3470, -2037, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153367, -713, 3427, -2079, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153407, -736, 3410, -2076, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153447, -744, 3481, -2097, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153483, -752, 3463, -2112, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153519, -711, 3406, -2068, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153555, -745, 3433, -2077, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153591, -759, 3439, -2125, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153627, -742, 3453, -2080, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153663, -701, 3424, -2092, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153699, -723, 3442, -2071, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153735, -698, 3392, -2092, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153771, -761, 3492, -2046, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153807, -684, 3416, -2108, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153843, -705, 3409, -2069, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153879, -721, 3450, -2101, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153916, -734, 3457, -2073, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153957, -701, 3403, -2097, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
153998, -738, 3427, -2055, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154040, -773, 3493, -2113, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154081, -721, 3468, -2109, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154122, -768, 3467, -2058, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154164, -755, 3472, -2101, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154205, -713, 3498, -2081, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154246, -714, 3390, -2119, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154288, -692, 3387, -2097, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154329, -729, 3384, -2094, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154370, -737, 3412, -2028, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154412, -705, 3367, -2078, 93, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154450, -713, 3383, -2072, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154488, -737, 3468, -2075, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154526, -739, 3465, -2120, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154564, -705, 3417, -2077, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154603, -729, 3429, -2106, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154641, -745, 3438, -2079, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154679, -726, 3412, -2111, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154717, -732, 3442, -2106, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154756, -714, 3430, -2077, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154794, -738, 3398, -2120, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154832, -763, 3442, -2107, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154870, -718, 3433, -2111, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154909, -695, 3399, -2102, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154950, -764, 3444, -2160, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
154991, -713, 3423, -2120, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155032, -720, 3442, -2151, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155073, -718, 3383, -2094, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155115, -751, 3450, -2110, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155156, -745, 3391, -2127, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155197, -737, 3393, -2102, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155238, -752, 3431, -2135, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155280, -756, 3408, -2081, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155321, -743, 3393, -2122, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155362, -804, 3464, -2077, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155403, -733, 3430, -2145, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155445, -742, 3396, -2079, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155482, -750, 3424, -2132, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155519, -749, 3420, -2113, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155557, -718, 3406, -2132, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155594, -752, 3422, -2075, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155631, -724, 3428, -2104, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155669, -746, 3377, -2110, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155706, -757, 3436, -2096, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155744, -743, 3410, -2100, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155781, -752, 3392, -2054, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155818, -733, 3403, -2124, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155856, -766, 3444, -2060, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155893, -705, 3405, -2177, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155931, -739, 3382, -2046, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
155970, -759, 3420, -2153, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
156009, -735, 3435, -2092, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
156049, -729, 3412, -2100, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
156088, -729, 3423, -2125, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
156127, -726, 3419, -2114, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
