44248, -1156, 3584, -1510, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
63704, -644, 3744, -1545, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
63743, -703, 3710, -1528, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
63783, -741, 3739, -1517, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
63823, -660, 3695, -1512, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
63862, -638, 3657, -1551, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
63902, -651, 3681, -1573, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
63942, -653, 3715, -1543, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
63979, -659, 3738, -1597, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64017, -687, 3744, -1532, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64055, -692, 3707, -1575, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64093, -726, 3752, -1527, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64130, -686, 3742, -1558, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64168, -670, 3733, -1565, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64206, -688, 3712, -1540, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64244, -690, 3692, -1514, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64281, -739, 3655, -1493, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64319, -725, 3731, -1570, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64357, -635, 3720, -1549, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64395, -704, 3697, -1541, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64433, -722, 3664, -1556, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64471, -713, 3738, -1568, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64509, -697, 3718, -1543, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64547, -661, 3747, -1559, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64585, -687, 3731, -1553, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64623, -664, 3704, -1558, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64661, -666, 3710, -1568, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64699, -690, 3727, -1549, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64737, -678, 3695, -1570, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64775, -725, 3729, -1500, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64813, -671, 3643, -1536, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64851, -646, 3722, -1548, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64889, -692, 3692, -1580, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64928, -716, 3716, -1572, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
64967, -664, 3714, -1573, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65006, -683, 3714, -1536, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65045, -668, 3792, -1565, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65084, -665, 3770, -1529, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65124, -677, 3769, -1557, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65163, -684, 3783, -1506, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65202, -678, 3683, -1514, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65241, -687, 3762, -1533, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65281, -686, 3713, -1530, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65320, -646, 3631, -1552, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65359, -688, 3644, -1478, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65398, -642, 3648, -1561, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65438, -590, 3631, -1576, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65476, -581, 3700, -1578, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65514, -604, 3753, -1553, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65552, -599, 3829, -1551, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65590, -666, 3718, -1543, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65628, -653, 3714, -1542, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65666, -666, 3694, -1549, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65705, -708, 3694, -1512, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65743, -713, 3711, -1511, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65781, -730, 3767, -1561, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65819, -682, 3732, -1502, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65857, -682, 3730, -1537, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65895, -705, 3734, -1537, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65934, -749, 3971, -1538, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
65972, -704, 3760, -1571, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66010, -727, 3670, -1525, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66048, -737, 3759, -1511, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66086, -741, 3721, -1504, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66124, -713, 3751, -1490, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66162, -725, 3708, -1526, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66200, -711, 3675, -1576, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66238, -746, 3761, -1450, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66276, -735, 3758, -1565, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66314, -729, 3756, -1469, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66352, -795, 3733, -1511, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66390, -798, 3738, -1467, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66429, -774, 3757, -1504, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66468, -770, 3773, -1473, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66507, -758, 3727, -1483, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66546, -753, 3685, -1466, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66586, -792, 3716, -1474, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66625, -759, 3778, -1512, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66664, -756, 3747, -1487, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66704, -737, 3724, -1476, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66743, -827, 3751, -1431, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66782, -745, 3776, -1501, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66822, -765, 3741, -1482, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66861, -762, 3752, -1502, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66900, -782, 3748, -1472, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66940, -790, 3759, -1506, 100, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
66977, -760, 3754, -1483, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67015, -770, 3714, -1466, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67053, -770, 3726, -1492, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67091, -765, 3743, -1478, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67129, -780, 3740, -1481, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67167, -796, 3727, -1485, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67204, -735, 3724, -1514, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67242, -794, 3772, -1447, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67280, -735, 3719, -1534, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67318, -729, 3696, -1463, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67356, -759, 3732, -1518, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67394, -777, 3737, -1476, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67432, -770, 3769, -1539, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67473, -741, 3757, -1481, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67515, -734, 3753, -1499, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67557, -777, 3761, -1499, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67599, -751, 3729, -1492, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67641, -737, 3683, -1482, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67683, -735, 3732, -1511, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67724, -756, 3725, -1541, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67766, -767, 3702, -1504, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67808, -747, 3731, -1541, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67850, -755, 3786, -1471, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67892, -763, 3685, -1502, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67934, -771, 3730, -1481, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
67976, -747, 3711, -1515, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68011, -743, 3764, -1529, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68047, -756, 3682, -1494, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68083, -761, 3689, -1508, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68119, -759, 3760, -1512, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68155, -769, 3730, -1527, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68191, -737, 3764, -1516, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68227, -733, 3730, -1499, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68263, -733, 3697, -1516, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68299, -763, 3733, -1508, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68335, -731, 3714, -1568, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68371, -693, 3694, -1539, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68407, -719, 3732, -1557, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68443, -750, 3722, -1531, 101, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68481, -717, 3690, -1541, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68520, -738, 3712, -1515, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68559, -772, 3733, -1515, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68598, -746, 3721, -1506, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68637, -729, 3695, -1533, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68676, -742, 3719, -1509, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68715, -726, 3733, -1535, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68754, -742, 3710, -1578, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68793, -697, 3768, -1535, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68832, -692, 3725, -1575, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68871, -767, 3797, -1494, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68910, -737, 3772, -1532, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68949, -758, 3727, -1507, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
68985, -749, 3792, -1504, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69022, -746, 3784, -1528, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69059, -707, 3703, -1494, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69096, -738, 3798, -1488, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69133, -706, 3764, -1489, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69170, -715, 3676, -1470, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69206, -697, 3714, -1520, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69243, -694, 3622, -1461, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69280, -694, 3584, -1491, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69317, -740, 3707, -1508, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69354, -718, 3722, -1471, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69391, -686, 3785, -1519, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69428, -749, 3751, -1488, 102, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69465, -749, 3772, -1472, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69502, -701, 3747, -1536, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69540, -715, 3682, -1485, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69577, -724, 3683, -1502, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69615, -735, 3733, -1508, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69652, -708, 3733, -1507, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69690, -713, 3749, -1504, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69727, -746, 3770, -1466, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69765, -744, 3692, -1518, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69802, -742, 3745, -1515, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69840, -701, 3736, -1495, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69877, -716, 3721, -1503, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69915, -758, 3741, -1520, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69955, -742, 3747, -1512, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
69996, -713, 3740, -1540, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70037, -716, 3705, -1514, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70078, -742, 3752, -1505, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70119, -733, 3724, -1508, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70160, -732, 3755, -1503, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70201, -728, 3714, -1501, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70242, -724, 3717, -1484, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70283, -737, 3710, -1541, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70324, -773, 3777, -1509, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70365, -736, 3753, -1474, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70406, -719, 3718, -1479, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70447, -765, 3754, -1477, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70485, -749, 3757, -1490, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70523, -760, 3772, -1519, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70561, -745, 3711, -1474, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70600, -757, 3745, -1503, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70638, -747, 3711, -1491, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70676, -753, 3753, -1501, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70715, -766, 3746, -1500, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70753, -805, 3714, -1492, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70791, -757, 3749, -1483, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70830, -751, 3743, -1531, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70868, -770, 3772, -1408, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70906, -769, 3754, -1486, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70945, -785, 3755, -1456, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
70983, -767, 3741, -1457, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71022, -770, 3756, -1494, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71061, -788, 3735, -1450, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71100, -794, 3714, -1466, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71139, -778, 3736, -1473, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71178, -780, 3706, -1454, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71216, -776, 3747, -1475, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71255, -779, 3728, -1433, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71294, -813, 3745, -1437, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71333, -839, 3773, -1463, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71372, -811, 3741, -1399, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71411, -765, 3693, -1437, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71450, -819, 3759, -1461, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71487, -814, 3722, -1426, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71524, -781, 3760, -1469, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71561, -784, 3741, -1437, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71598, -835, 3786, -1483, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71635, -824, 3724, -1410, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71672, -818, 3708, -1430, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71709, -783, 3757, -1449, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71746, -810, 3764, -1429, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71783, -806, 3726, -1443, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71820, -869, 3730, -1392, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71857, -798, 3778, -1490, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71894, -777, 3706, -1443, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71932, -783, 3710, -1458, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
71971, -779, 3735, -1441, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72010, -796, 3765, -1465, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72049, -793, 3735, -1464, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72089, -818, 3762, -1472, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72128, -807, 3721, -1474, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72167, -816, 3756, -1442, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72207, -797, 3769, -1488, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72246, -723, 3743, -1474, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72285, -740, 3715, -1515, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72325, -778, 3743, -1446, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72364, -776, 3738, -1542, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72403, -809, 3758, -1470, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72443, -797, 3694, -1472, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72481, -810, 3727, -1452, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72519, -784, 3787, -1487, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72558, -767, 3744, -1492, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72596, -744, 3699, -1467, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72635, -768, 3736, -1488, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72673, -764, 3743, -1476, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72712, -740, 3735, -1466, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72750, -731, 3742, -1478, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72789, -729, 3724, -1530, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72827, -746, 3786, -1463, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72866, -740, 3769, -1537, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72904, -782, 3777, -1468, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72943, -733, 3771, -1509, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
72983, -763, 3734, -1484, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73024, -766, 3741, -1502, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73065, -738, 3769, -1528, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73106, -735, 3713, -1484, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73146, -761, 3738, -1507, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73187, -753, 3723, -1516, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73228, -741, 3755, -1535, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73269, -725, 3740, -1518, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73309, -781, 3737, -1450, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73350, -795, 3786, -1493, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73391, -766, 3751, -1533, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
73432, -704, 3785, -1442, 103, 21967116-fd26-497f-bff7-256620086fd0, , berdiri, bersedekap, , 
