102087, -1861, 3263, -1479, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120244, -1786, 3204, -1798, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120286, -1798, 3272, -1793, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120328, -1876, 3248, -1710, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120371, -1877, 3243, -1700, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120407, -1862, 3192, -1661, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120444, -1870, 3230, -1718, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120481, -1837, 3193, -1682, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120517, -1860, 3200, -1658, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120554, -1829, 3217, -1696, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120591, -1802, 3247, -1727, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120628, -1808, 3254, -1736, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120664, -1828, 3222, -1688, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120701, -1833, 3200, -1674, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120738, -1863, 3179, -1701, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120775, -1833, 3251, -1706, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120815, -1815, 3183, -1717, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120856, -1824, 3225, -1758, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120897, -1837, 3211, -1742, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120938, -1838, 3191, -1713, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120979, -1842, 3258, -1698, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121020, -1813, 3220, -1765, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121061, -1819, 3237, -1721, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121102, -1843, 3217, -1766, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121143, -1838, 3251, -1728, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121184, -1832, 3193, -1763, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121219, -1782, 3194, -1794, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121254, -1779, 3223, -1723, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121289, -1770, 3236, -1739, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121324, -1826, 3273, -1769, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121359, -1812, 3256, -1718, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121394, -1775, 3212, -1789, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121429, -1768, 3203, -1670, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121464, -1795, 3244, -1766, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121499, -1820, 3209, -1780, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121534, -1821, 3238, -1719, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121569, -1838, 3254, -1707, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121609, -1807, 3209, -1693, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121650, -1816, 3244, -1723, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121690, -1823, 3240, -1726, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121731, -1824, 3230, -1709, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121771, -1779, 3212, -1684, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121812, -1759, 3220, -1726, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121852, -1790, 3243, -1745, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121893, -1813, 3220, -1733, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121933, -1782, 3257, -1708, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
121974, -1748, 3270, -1783, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122014, -1755, 3239, -1724, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122055, -1780, 3256, -1766, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122096, -1787, 3197, -1762, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122136, -1766, 3235, -1746, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122177, -1779, 3256, -1812, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122218, -1776, 3288, -1755, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122258, -1799, 3277, -1782, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122299, -1763, 3235, -1754, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122340, -1751, 3243, -1771, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122381, -1728, 3247, -1821, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122417, -1661, 3184, -1731, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122454, -1724, 3214, -1778, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122491, -1727, 3131, -1832, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122528, -1695, 3293, -1769, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122565, -1706, 3275, -1872, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122601, -1750, 3329, -1803, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122638, -1761, 3233, -1866, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122675, -1748, 3205, -1803, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122712, -1743, 3236, -1797, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122749, -1721, 3256, -1831, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122786, -1753, 3219, -1833, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122824, -1726, 3240, -1807, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122863, -1718, 3222, -1807, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122902, -1682, 3174, -1825, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122941, -1643, 3160, -1793, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
122980, -1680, 3232, -1844, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123018, -1718, 3234, -1850, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123057, -1692, 3224, -1824, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123096, -1737, 3275, -1806, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123135, -1619, 3196, -1887, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123174, -1655, 3253, -1791, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123211, -1673, 3244, -1903, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123248, -1676, 3234, -1841, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123285, -1689, 3265, -1837, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123322, -1667, 3221, -1896, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123359, -1692, 3203, -1821, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123396, -1669, 3198, -1818, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123433, -1715, 3245, -1869, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123470, -1679, 3241, -1848, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123507, -1686, 3216, -1857, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123544, -1686, 3222, -1852, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123581, -1688, 3219, -1851, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123619, -1702, 3161, -1850, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123658, -1712, 3261, -1802, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123697, -1740, 3237, -1873, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123736, -1701, 3206, -1807, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123775, -1742, 3194, -1883, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123813, -1737, 3216, -1858, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123852, -1736, 3216, -1861, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123891, -1754, 3240, -1872, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123930, -1701, 3184, -1809, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
123969, -1730, 3177, -1832, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124009, -1730, 3217, -1811, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124050, -1720, 3219, -1836, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124090, -1727, 3214, -1797, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124131, -1758, 3259, -1840, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124172, -1788, 3228, -1823, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124212, -1790, 3216, -1809, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124253, -1756, 3191, -1799, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124293, -1787, 3187, -1837, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124334, -1781, 3234, -1802, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124375, -1727, 3221, -1859, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124411, -1751, 3248, -1784, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124448, -1772, 3242, -1868, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124485, -1762, 3215, -1822, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124522, -1763, 3235, -1813, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124559, -1757, 3240, -1825, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124596, -1762, 3258, -1810, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124633, -1770, 3279, -1846, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124670, -1729, 3193, -1830, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124707, -1771, 3192, -1803, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124744, -1725, 3185, -1788, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124781, -1728, 3183, -1799, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124824, -1732, 3175, -1810, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124868, -1725, 3170, -1805, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124911, -1723, 3192, -1815, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124955, -1734, 3211, -1855, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
124999, -1763, 3254, -1779, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125042, -1794, 3238, -1879, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125086, -1776, 3236, -1777, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125129, -1741, 3113, -1860, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125173, -1780, 3172, -1805, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125217, -1763, 3219, -1833, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125252, -1779, 3235, -1875, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125288, -1786, 3214, -1815, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125324, -1785, 3224, -1843, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125359, -1762, 3208, -1829, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125395, -1771, 3194, -1827, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125431, -1778, 3208, -1809, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125466, -1800, 3220, -1824, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125502, -1788, 3200, -1823, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125538, -1795, 3177, -1800, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125574, -1750, 3174, -1836, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125612, -1779, 3231, -1782, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125651, -1775, 3195, -1872, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125690, -1782, 3228, -1739, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125728, -1789, 3219, -1860, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125767, -1783, 3192, -1800, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125806, -1767, 3205, -1804, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125845, -1792, 3218, -1848, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125883, -1791, 3197, -1765, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125922, -1759, 3203, -1809, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
125961, -1781, 3215, -1812, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126000, -1742, 3204, -1815, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126036, -1757, 3220, -1826, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126073, -1776, 3248, -1823, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126110, -1786, 3226, -1796, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126147, -1791, 3211, -1817, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126184, -1788, 3202, -1802, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126221, -1760, 3211, -1841, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126258, -1811, 3241, -1795, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126295, -1718, 3219, -1834, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126332, -1756, 3231, -1791, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126369, -1770, 3159, -1794, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126405, -1745, 3200, -1768, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126442, -1783, 3211, -1826, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126479, -1766, 3192, -1812, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126516, -1748, 3197, -1783, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126553, -1779, 3227, -1821, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126590, -1760, 3223, -1808, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126627, -1760, 3215, -1817, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126664, -1771, 3232, -1838, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126701, -1756, 3212, -1796, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126738, -1770, 3190, -1811, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126775, -1793, 3199, -1814, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126814, -1787, 3154, -1806, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126854, -1770, 3230, -1779, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126894, -1766, 3173, -1834, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126933, -1765, 3216, -1780, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
126973, -1735, 3219, -1859, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127013, -1771, 3213, -1824, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127052, -1754, 3235, -1843, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127092, -1787, 3215, -1859, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127132, -1779, 3177, -1801, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127172, -1796, 3221, -1881, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127211, -1781, 3204, -1820, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127251, -1776, 3224, -1841, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127291, -1768, 3256, -1870, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127331, -1762, 3264, -1838, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127371, -1781, 3221, -1791, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127410, -1793, 3232, -1848, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127450, -1747, 3241, -1819, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127490, -1753, 3183, -1874, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127530, -1762, 3161, -1814, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127570, -1790, 3177, -1892, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127606, -1741, 3216, -1888, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127643, -1706, 3112, -1822, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127680, -1720, 3201, -1807, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127716, -1749, 3209, -1862, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127753, -1713, 3207, -1833, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127790, -1765, 3268, -1835, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127827, -1758, 3216, -1822, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127863, -1740, 3210, -1818, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127900, -1733, 3193, -1811, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127937, -1737, 3227, -1842, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
127974, -1746, 3247, -1821, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128013, -1740, 3210, -1836, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128052, -1709, 3187, -1857, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128091, -1729, 3256, -1746, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128131, -1741, 3205, -1892, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128170, -1730, 3250, -1753, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128209, -1769, 3254, -1850, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128249, -1769, 3194, -1813, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128288, -1766, 3240, -1790, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128327, -1739, 3212, -1785, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128367, -1756, 3215, -1761, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128407, -1757, 3220, -1815, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128447, -1780, 3212, -1798, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128487, -1745, 3222, -1761, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128527, -1770, 3211, -1775, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128568, -1773, 3240, -1802, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128608, -1795, 3210, -1760, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128648, -1784, 3172, -1777, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128688, -1781, 3256, -1735, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128728, -1780, 3205, -1804, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128769, -1786, 3231, -1712, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128805, -1787, 3223, -1775, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128841, -1798, 3216, -1763, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128878, -1776, 3255, -1769, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128914, -1775, 3206, -1744, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128950, -1775, 3252, -1766, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
128987, -1789, 3226, -1761, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
129023, -1815, 3207, -1781, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
129059, -1795, 3240, -1789, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
129096, -1755, 3198, -1755, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
129132, -1771, 3196, -1767, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
129169, -1762, 3271, -1821, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
129206, -1775, 3092, -1706, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
129244, -1777, 3133, -1683, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
129282, -1773, 3221, -1775, 73, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
