99094, -222, 4205, -1080, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116673, -175, 3801, -1529, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116713, -155, 3805, -1546, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116754, -146, 3791, -1530, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116795, -173, 3807, -1509, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116835, -168, 3807, -1518, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116876, -157, 3793, -1527, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116916, -146, 3784, -1509, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116957, -172, 3813, -1518, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116998, -174, 3783, -1568, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117032, -187, 3800, -1475, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117066, -162, 3790, -1498, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117100, -178, 3813, -1525, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117134, -155, 3794, -1510, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117168, -149, 3808, -1507, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117202, -174, 3812, -1523, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117236, -150, 3778, -1493, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117270, -179, 3785, -1497, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117304, -163, 3804, -1546, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117338, -189, 3788, -1528, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117372, -183, 3801, -1536, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117414, -167, 3803, -1540, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117456, -169, 3774, -1498, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117498, -150, 3806, -1534, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117540, -183, 3800, -1531, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117582, -183, 3794, -1560, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117624, -179, 3783, -1529, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117666, -177, 3800, -1524, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117708, -169, 3773, -1542, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117750, -189, 3807, -1584, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117792, -175, 3808, -1567, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117826, -167, 3787, -1548, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117860, -168, 3784, -1531, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117894, -185, 3798, -1555, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117928, -161, 3805, -1556, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117962, -177, 3788, -1559, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
117996, -184, 3797, -1577, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118030, -162, 3778, -1564, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118064, -172, 3774, -1555, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118098, -148, 3789, -1570, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118132, -169, 3789, -1560, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118167, -154, 3778, -1604, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118209, -162, 3781, -1551, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118252, -188, 3787, -1551, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118294, -186, 3783, -1554, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118337, -173, 3776, -1577, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118380, -167, 3782, -1562, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118422, -177, 3783, -1566, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118465, -162, 3773, -1563, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118507, -177, 3772, -1555, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118550, -154, 3803, -1565, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118593, -162, 3787, -1578, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118629, -173, 3774, -1568, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118666, -180, 3751, -1544, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118703, -178, 3787, -1509, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118740, -153, 3805, -1572, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118777, -160, 3793, -1517, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118814, -171, 3796, -1623, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118851, -163, 3787, -1575, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118888, -187, 3767, -1515, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118925, -168, 3779, -1508, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118962, -168, 3793, -1569, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
118998, -172, 3788, -1597, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119035, -164, 3770, -1573, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119072, -176, 3792, -1548, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119109, -190, 3777, -1532, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119146, -171, 3792, -1576, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119182, -173, 3773, -1597, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119219, -164, 3775, -1545, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119256, -169, 3767, -1567, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119293, -176, 3779, -1544, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119330, -184, 3802, -1582, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119367, -181, 3811, -1551, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119411, -169, 3763, -1577, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119455, -176, 3785, -1550, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119499, -193, 3781, -1550, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119543, -178, 3793, -1555, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119588, -166, 3792, -1571, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119632, -175, 3801, -1575, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119676, -164, 3798, -1533, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119720, -204, 3796, -1559, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119764, -186, 3811, -1549, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119809, -166, 3778, -1569, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119841, -179, 3761, -1551, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119873, -186, 3787, -1535, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119905, -174, 3799, -1538, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119937, -181, 3796, -1588, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
119969, -156, 3781, -1576, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120002, -179, 3806, -1542, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120034, -190, 3790, -1571, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120066, -181, 3765, -1535, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120098, -172, 3757, -1555, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120130, -167, 3793, -1566, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120163, -172, 3800, -1555, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120206, -146, 3768, -1538, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120249, -174, 3785, -1536, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120293, -191, 3773, -1560, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120336, -187, 3782, -1546, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120380, -162, 3795, -1577, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120423, -182, 3796, -1557, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120466, -163, 3823, -1543, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120510, -174, 3786, -1551, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120553, -173, 3769, -1544, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120597, -178, 3765, -1536, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120634, -177, 3814, -1536, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120672, -198, 3797, -1576, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120710, -170, 3779, -1551, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120748, -195, 3790, -1555, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120786, -177, 3812, -1588, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120824, -181, 3781, -1541, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120862, -183, 3778, -1580, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120900, -181, 3775, -1584, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120938, -209, 3790, -1571, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
120976, -200, 3773, -1564, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121012, -195, 3757, -1594, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121048, -184, 3769, -1602, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121084, -170, 3788, -1602, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121120, -186, 3747, -1593, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121156, -162, 3762, -1600, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121192, -179, 3764, -1606, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121228, -171, 3762, -1665, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121264, -158, 3742, -1636, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121300, -162, 3758, -1592, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121336, -189, 3745, -1600, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121372, -167, 3764, -1635, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121413, -184, 3744, -1649, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121454, -154, 3746, -1682, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121495, -191, 3743, -1660, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121536, -192, 3733, -1675, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121577, -189, 3737, -1680, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121618, -198, 3752, -1654, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121659, -185, 3725, -1675, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121700, -191, 3727, -1668, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121741, -220, 3688, -1687, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121782, -186, 3748, -1663, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121821, -190, 3744, -1698, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121860, -185, 3730, -1677, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121899, -194, 3707, -1681, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121938, -162, 3713, -1680, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
121977, -177, 3747, -1700, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122016, -184, 3761, -1670, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122055, -199, 3726, -1676, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122094, -216, 3746, -1653, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122133, -217, 3732, -1660, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122173, -192, 3715, -1680, 97, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122212, -188, 3743, -1725, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122252, -181, 3748, -1681, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122291, -208, 3732, -1648, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122331, -195, 3715, -1667, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122370, -199, 3754, -1660, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122410, -173, 3726, -1710, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122449, -187, 3732, -1668, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122489, -187, 3740, -1671, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122528, -191, 3750, -1672, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122568, -169, 3752, -1654, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122608, -187, 3748, -1684, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122648, -185, 3752, -1652, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122688, -192, 3729, -1667, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122729, -180, 3740, -1689, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122769, -193, 3740, -1687, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122810, -173, 3754, -1661, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122850, -192, 3741, -1664, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122890, -191, 3729, -1671, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122931, -194, 3754, -1666, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
122971, -191, 3740, -1690, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
123012, -194, 3724, -1665, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
123044, -191, 3725, -1621, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
123076, -188, 3719, -1610, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
123108, -176, 3754, -1653, 96, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
