59091, 213, 4095, 784, 97, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75093, 34, 4136, 26, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75129, 22, 4089, 34, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75166, 13, 4077, 24, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75203, 46, 4111, 50, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75241, 52, 4128, 30, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75280, 35, 4076, 45, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75319, 14, 4096, 23, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75358, 2, 4119, 25, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75397, -6, 4129, 35, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75436, 23, 4104, 69, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75475, 35, 4086, 27, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75514, 23, 4135, 24, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75553, 21, 4116, 37, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75592, 19, 4087, 10, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75633, 22, 4089, 34, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75674, -11, 4130, 12, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75716, 37, 4098, 9, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75757, 7, 4069, 25, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75799, 28, 4114, 21, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75840, 56, 4122, 15, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75881, 24, 4115, 23, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75923, 22, 4118, 5, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
75964, 38, 4092, -5, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76006, 37, 4109, 6, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76042, 46, 4106, 11, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76078, 28, 4119, 5, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76114, 41, 4114, 16, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76150, 21, 4106, -6, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76186, 25, 4106, 19, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76222, 25, 4092, -13, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76258, 38, 4111, 5, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76294, -9, 4109, -5, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76330, 22, 4095, 5, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76366, 5, 4103, 4, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76402, 15, 4098, -19, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76441, 25, 4092, 8, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76480, 18, 4096, 22, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76519, 45, 4112, 10, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76559, 31, 4116, 10, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76598, 22, 4105, 37, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76637, 25, 4099, 27, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76677, 19, 4135, 24, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76716, 20, 4101, 11, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76755, 3, 4099, 3, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76795, 9, 4115, 20, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76835, 31, 4119, 11, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76876, 41, 4117, 32, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76917, 15, 4085, 24, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76958, -3, 4109, 28, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
76999, 26, 4119, 26, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77040, 7, 4092, 33, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77081, 21, 4124, 20, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77122, 13, 4102, 19, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77163, -19, 4103, 42, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77204, 11, 4094, 27, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77245, 17, 4097, 18, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77287, 11, 4130, 52, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77328, 20, 4109, 31, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77370, -5, 4096, 17, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77411, 0, 4107, 31, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77453, 4, 4108, 29, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77494, 19, 4117, 41, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77536, 37, 4109, 19, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77577, 7, 4108, 16, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77619, 6, 4113, 14, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77661, -10, 4116, 27, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77694, 22, 4108, 31, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77727, 15, 4081, 20, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77760, 25, 4101, 23, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77794, 39, 4097, -2, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77827, -3, 4073, 18, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77860, 20, 4118, 37, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77894, 29, 4106, 21, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77927, 30, 4108, 12, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77960, 32, 4108, 26, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
77994, 9, 4101, 24, 98, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78034, -2, 4117, 14, 95, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78074, -5, 4105, 30, 95, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78115, -5, 4098, 33, 95, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78155, 13, 4100, 14, 95, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78195, 2, 4071, 24, 95, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78236, -14, 4100, 36, 95, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78276, -13, 4109, 32, 95, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78316, 6, 4126, 27, 95, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78357, -4, 4090, 29, 95, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78397, 1, 4100, 16, 95, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78438, 4, 4108, 49, 95, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78476, -16, 4124, 15, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78514, -33, 4120, 28, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78553, -28, 4120, 18, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78591, 16, 4120, 4, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78630, 28, 4117, 16, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78668, 8, 4106, 37, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78706, -15, 4107, -2, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78745, -5, 4081, -17, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78783, -6, 4124, 9, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78822, -16, 4119, 19, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78863, -22, 4095, 23, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78905, -29, 4103, -4, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78947, -11, 4096, -12, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
78989, -21, 4107, 5, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79031, -23, 4104, 3, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79072, -30, 4091, -26, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79114, -25, 4092, -14, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79156, -37, 4099, -17, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79198, -20, 4092, -1, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79240, -20, 4104, 20, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79273, -12, 4121, -34, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79306, -40, 4090, 14, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79339, -31, 4093, 9, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79372, -13, 4111, -11, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79405, -14, 4114, -28, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79439, -28, 4103, 30, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79472, -7, 4135, 13, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79505, -21, 4085, 9, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79538, -10, 4086, -7, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79571, -12, 4092, -33, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79605, 2, 4081, 0, 94, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79647, 24, 4072, -16, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79689, -8, 4111, -10, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79731, -32, 4133, -3, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79773, -20, 4115, 2, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79816, -8, 4097, -13, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79858, -13, 4101, 23, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79900, -16, 4120, -15, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79942, -20, 4102, -26, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
79984, -28, 4096, -14, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80027, -26, 4094, -39, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80060, -17, 4127, -21, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80093, -21, 4119, 2, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80127, -36, 4102, -17, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80160, -35, 4100, -32, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80193, -40, 4103, -11, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80227, -6, 4108, -23, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80260, -15, 4081, -1, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80293, -37, 4093, -31, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80327, -2, 4116, -29, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80360, 5, 4099, -30, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80394, -13, 4113, -17, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80435, -2, 4086, -20, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80477, -15, 4116, -29, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80519, 3, 4114, -10, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80561, 18, 4119, -49, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80603, -7, 4095, -18, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80644, -25, 4079, -2, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80686, -5, 4122, -31, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80728, 24, 4106, -31, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80770, -7, 4065, -25, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80812, -21, 4110, -32, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80849, -3, 4100, -12, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80887, -24, 4096, -19, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80925, -25, 4138, -12, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
80963, -4, 4105, -8, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81001, -18, 4110, -20, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81039, -1, 4105, -16, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81077, -22, 4105, -23, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81115, -20, 4098, -30, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81153, -4, 4127, -9, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81191, -21, 4125, 2, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81228, -18, 4104, -29, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81265, -5, 4100, -14, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81303, 11, 4092, -22, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81340, -7, 4093, -26, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81377, -22, 4129, -4, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81415, -20, 4141, 1, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81452, 2, 4100, -1, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81489, -1, 4123, -20, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81527, -21, 4136, -2, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81564, -17, 4096, -18, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81602, -32, 4107, -7, 93, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81644, -14, 4104, 6, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81686, -43, 4097, -7, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81728, -40, 4123, -13, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81770, -30, 4115, -9, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81812, -42, 4087, -13, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81854, -51, 4102, -7, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81896, -11, 4123, -9, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81938, -24, 4095, 4, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
81980, -27, 4093, 3, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82023, -38, 4085, -22, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82056, -48, 4078, 10, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82090, -27, 4114, -39, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82123, -38, 4093, 19, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82157, -23, 4087, 6, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82190, -31, 4113, 6, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82224, 2, 4093, 1, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82257, -43, 4100, 21, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82291, -30, 4095, -24, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82324, -30, 4081, -15, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82358, -60, 4069, 5, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82392, -40, 4104, 18, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82436, -45, 4120, 12, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82480, -21, 4108, 13, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82525, -61, 4125, 0, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82569, -15, 4087, 14, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82614, -38, 4101, -2, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82658, -55, 4091, 21, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82702, -50, 4105, 39, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82747, -42, 4107, 4, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82791, -55, 4121, -13, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82836, -66, 4105, 15, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82871, -66, 4122, 25, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82906, -41, 4138, 26, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82941, -52, 4092, 20, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
82977, -85, 4098, 5, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
83012, -74, 4117, 2, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
83047, -72, 4087, 10, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
83083, -37, 4101, 13, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
83118, -54, 4128, 30, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
83153, -30, 4111, 25, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
83189, -55, 4099, 21, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
83226, -42, 4096, 30, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
83263, -34, 4111, 34, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
83300, -70, 4113, 17, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
83337, -63, 4091, 6, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
83374, -66, 4120, 39, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
83411, -59, 4094, 35, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
83448, -46, 4112, 15, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
83485, -70, 4140, 54, 92, 1fe57eac-ebec-4bf6-82f7-94c1e0e354bb, , berdiri, bersedekap, , 
