82666, -174, 4104, 37, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101120, 156, 4087, 462, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101157, 152, 4095, 441, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101194, 152, 4056, 470, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101233, 128, 4114, 464, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101272, 134, 4069, 451, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101311, 195, 4071, 475, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101350, 138, 4089, 429, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101389, 162, 4112, 479, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101428, 164, 4079, 465, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101467, 151, 4073, 453, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101506, 156, 4085, 433, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101545, 153, 4116, 457, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101584, 181, 4074, 476, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101624, 148, 4103, 468, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101665, 141, 4102, 442, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101706, 165, 4081, 457, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101747, 172, 4091, 463, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101788, 151, 4067, 469, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101829, 166, 4066, 460, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101870, 176, 4098, 475, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101911, 179, 4076, 481, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101952, 186, 4056, 462, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
101993, 196, 4102, 467, 83, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102036, 140, 4101, 456, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102079, 177, 4070, 510, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102122, 175, 4083, 475, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102165, 170, 4072, 467, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102208, 171, 4089, 470, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102251, 186, 4065, 480, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102294, 155, 4077, 498, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102337, 149, 4082, 477, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102380, 179, 4049, 467, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102423, 167, 4067, 482, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102467, 169, 4098, 464, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102498, 151, 4081, 479, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102530, 167, 4079, 473, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102562, 164, 4094, 472, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102594, 149, 4071, 465, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102626, 171, 4036, 457, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102657, 156, 4098, 456, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102689, 151, 4067, 488, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102721, 171, 4071, 471, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102753, 179, 4080, 436, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102785, 140, 4090, 432, 84, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102825, 158, 4079, 431, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102866, 147, 4058, 444, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102907, 173, 4073, 461, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102947, 138, 4105, 445, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
102988, 148, 4080, 437, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103029, 159, 4062, 429, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103070, 175, 4086, 453, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103110, 142, 4092, 440, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103151, 151, 4072, 430, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103192, 130, 4082, 442, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103233, 173, 4083, 422, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103267, 198, 4081, 436, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103302, 138, 4099, 421, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103336, 119, 4081, 434, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103371, 168, 4097, 433, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103405, 165, 4092, 426, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103440, 162, 4068, 409, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103474, 154, 4099, 418, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103509, 164, 4077, 405, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103543, 162, 4104, 415, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103578, 155, 4067, 388, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103618, 177, 4073, 422, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103659, 153, 4118, 411, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103699, 167, 4103, 407, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103740, 169, 4077, 429, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103780, 166, 4086, 422, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103821, 144, 4083, 409, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103861, 176, 4056, 403, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103902, 155, 4128, 386, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103942, 169, 4061, 414, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
103983, 175, 4064, 405, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
104023, 155, 4108, 409, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
104063, 157, 4080, 401, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
104104, 174, 4097, 392, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
104144, 155, 4086, 412, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
104184, 168, 4090, 425, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
104225, 149, 4110, 408, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
104265, 188, 4106, 407, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
104305, 188, 4105, 413, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
104346, 159, 4111, 416, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
104386, 132, 4090, 456, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
104427, 141, 4103, 470, 87, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
104462, 185, 4122, 471, 89, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
104497, 209, 4290, 425, 89, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
104532, 96, 4273, 475, 89, 747aa33d-3b10-40ec-942d-86e19e49b16c, , berdiri, bersedekap, , 
