17287, 386, 3954, -68, , a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34801, 459, 3953, -973, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34834, 488, 3973, -908, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34867, 455, 3995, -959, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34901, 453, 3957, -950, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34939, 477, 3978, -907, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
34978, 453, 3988, -932, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35017, 447, 3963, -945, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35055, 435, 3987, -927, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35094, 434, 3955, -935, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35133, 421, 3954, -951, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35171, 428, 3974, -935, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35210, 435, 3964, -953, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35249, 441, 3971, -952, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35288, 436, 3983, -944, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35324, 408, 3962, -974, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35361, 427, 3912, -964, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35398, 436, 3931, -958, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35435, 444, 3959, -995, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35472, 431, 3957, -966, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35508, 433, 3949, -946, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35545, 418, 3972, -960, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35582, 450, 3990, -967, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35619, 450, 3961, -950, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35656, 443, 3969, -944, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35693, 438, 3979, -940, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35734, 448, 3977, -967, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35775, 442, 3937, -958, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35816, 425, 3943, -942, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35857, 421, 3973, -940, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35898, 421, 3984, -957, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35939, 431, 3967, -977, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
35980, 443, 3971, -926, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36021, 430, 3962, -967, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36062, 442, 3937, -956, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36103, 447, 3945, -957, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36146, 438, 3963, -943, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36189, 465, 3979, -928, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36232, 459, 3956, -961, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36275, 430, 3949, -955, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36318, 448, 3933, -954, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36361, 452, 3953, -934, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36404, 447, 3980, -958, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36447, 451, 3975, -929, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36490, 443, 3992, -924, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36534, 414, 3923, -951, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36566, 439, 4007, -922, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36599, 439, 3979, -948, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36631, 428, 3978, -952, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36664, 418, 3979, -937, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36697, 449, 3991, -941, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36729, 441, 3981, -949, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36762, 405, 3951, -957, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36795, 428, 3974, -954, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36827, 422, 3957, -949, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36860, 397, 3952, -934, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36893, 415, 3966, -959, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36932, 414, 3999, -948, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
36971, 394, 4013, -957, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37010, 425, 3961, -939, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37049, 426, 3971, -906, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37089, 422, 3973, -947, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37128, 444, 3975, -933, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37167, 419, 3954, -919, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37206, 441, 3975, -962, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37245, 454, 3975, -948, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37285, 443, 3956, -955, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37325, 446, 3958, -966, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37365, 438, 3953, -965, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37405, 450, 3955, -946, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37446, 416, 3985, -931, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37486, 390, 3978, -964, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37526, 433, 3964, -965, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37567, 424, 3979, -933, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37607, 417, 3965, -1003, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37647, 416, 3955, -968, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37688, 413, 3968, -944, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37724, 417, 3986, -973, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37761, 465, 3974, -961, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37798, 477, 3975, -945, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37834, 451, 3969, -940, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37871, 463, 3953, -955, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37908, 484, 3944, -964, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37945, 441, 3974, -967, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
37981, 435, 4005, -942, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38018, 416, 3952, -974, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38055, 406, 3956, -936, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38092, 440, 4014, -969, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38131, 473, 3981, -966, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38170, 463, 3926, -938, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38209, 440, 3955, -952, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38249, 437, 3971, -987, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38288, 415, 3972, -983, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38327, 408, 3960, -986, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38367, 418, 3954, -978, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38406, 422, 3923, -982, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38445, 401, 3990, -996, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38485, 433, 3968, -991, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38521, 444, 3938, -989, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38558, 426, 3958, -984, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38595, 401, 3981, -997, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38631, 409, 3969, -994, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38668, 410, 3927, -969, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38705, 446, 3931, -991, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38742, 443, 3936, -1014, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38778, 462, 3941, -990, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38815, 447, 3937, -1003, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38852, 443, 3969, -1004, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38889, 445, 3955, -987, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38929, 411, 3980, -1002, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
38969, 429, 4001, -1031, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39009, 422, 3911, -991, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39050, 420, 3946, -985, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39090, 406, 3977, -987, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39130, 422, 3968, -1023, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39171, 440, 3955, -980, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39211, 445, 3965, -976, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39251, 439, 3986, -1002, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39292, 457, 3959, -991, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39331, 467, 3958, -989, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39370, 457, 3952, -1016, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39410, 438, 3938, -1007, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39449, 456, 3974, -1012, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39489, 438, 3978, -998, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39528, 432, 3935, -1018, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39567, 449, 3942, -1010, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39607, 458, 3989, -977, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39646, 412, 3941, -1033, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39686, 412, 3929, -978, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39722, 426, 3988, -981, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39758, 454, 3986, -999, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39795, 452, 3969, -1002, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39831, 406, 3935, -1010, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39868, 436, 3938, -995, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39904, 418, 3960, -1002, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39941, 417, 3976, -989, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
39977, 421, 3969, -1016, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40014, 433, 3966, -1009, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40050, 392, 3948, -997, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40087, 421, 3955, -1015, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40127, 429, 3969, -984, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40168, 424, 3963, -1030, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40208, 428, 3948, -978, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40249, 420, 3963, -1000, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40289, 402, 3962, -1022, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40330, 417, 3954, -1016, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40370, 432, 3947, -988, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40411, 423, 3963, -1003, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40451, 411, 3957, -1012, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40492, 418, 3938, -1004, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40527, 398, 3958, -1023, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40563, 416, 3932, -1012, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40599, 415, 3945, -1010, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40635, 400, 3972, -1000, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40671, 410, 3941, -1015, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40706, 430, 3939, -1011, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40742, 448, 3967, -1041, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40778, 432, 3928, -1025, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40814, 421, 3960, -1004, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40850, 423, 3982, -1028, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40886, 439, 3963, -1039, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40930, 409, 3960, -1006, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
40975, 429, 3951, -1030, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41020, 417, 3968, -1027, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41064, 417, 3957, -1040, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41109, 415, 3950, -1038, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41154, 416, 3944, -1044, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41198, 430, 3968, -1021, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41243, 402, 3921, -1040, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41288, 423, 3957, -1037, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41333, 406, 3975, -1011, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41369, 410, 3932, -1041, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41405, 443, 3926, -1049, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41441, 441, 3987, -1016, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41477, 421, 3952, -1053, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41513, 456, 3956, -1003, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41549, 423, 3954, -1055, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41585, 425, 3973, -1059, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41621, 456, 3979, -1023, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41657, 452, 3947, -1044, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41693, 411, 3959, -1030, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41728, 433, 3939, -1021, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41764, 416, 3933, -1029, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41800, 428, 3966, -1059, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41835, 421, 3954, -1035, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41871, 393, 3938, -1005, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41907, 407, 3957, -1021, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41943, 428, 3941, -1019, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
41978, 409, 3942, -1005, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42014, 434, 3967, -992, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42050, 435, 3960, -1023, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42086, 474, 3952, -1007, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42126, 424, 3958, -1023, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42166, 412, 3928, -1030, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42206, 441, 3956, -990, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42246, 429, 3984, -1004, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42286, 463, 3974, -1025, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42326, 432, 3954, -1008, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42366, 430, 3965, -1007, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42406, 416, 3965, -1014, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42446, 410, 3945, -988, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42487, 403, 3951, -1009, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42524, 410, 3960, -1008, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42561, 386, 3953, -1021, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42598, 416, 3940, -1000, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42635, 405, 3941, -1004, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42672, 409, 3958, -1001, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42709, 413, 3957, -988, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42746, 420, 3928, -1016, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42783, 426, 3943, -1040, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42820, 423, 3974, -993, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42857, 435, 3925, -1071, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42894, 424, 3953, -1025, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42934, 418, 3953, -1014, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
42975, 420, 3940, -1031, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43016, 423, 3955, -1035, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43057, 445, 3942, -1038, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43098, 413, 3948, -1037, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43138, 405, 3928, -1063, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43179, 415, 3940, -1060, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43220, 415, 3932, -1076, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43261, 407, 3937, -1074, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43302, 404, 3932, -1094, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43340, 387, 3944, -1087, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43379, 415, 3930, -1060, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43417, 449, 3923, -1071, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43456, 441, 3922, -1068, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43495, 422, 3942, -1079, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43533, 402, 3929, -1096, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43572, 425, 3936, -1049, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43610, 421, 3936, -1077, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43649, 441, 3950, -1082, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43688, 442, 3946, -1066, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43728, 402, 3928, -1074, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
43769, 425, 3967, -1072, 48, a040ab3e-9acd-45db-9dd3-dc4bbb310677, , berdiri, bersedekap, , 
