19770, -965, 4074, -1357, , 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38217, -740, 3810, -1269, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38257, -756, 3840, -1251, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38297, -734, 3805, -1258, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38337, -738, 3816, -1244, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38377, -742, 3834, -1268, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38417, -747, 3826, -1268, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38453, -746, 3820, -1289, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38490, -742, 3812, -1254, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38527, -743, 3817, -1269, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38564, -727, 3827, -1258, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38601, -731, 3802, -1268, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38637, -749, 3810, -1301, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38674, -752, 3835, -1270, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38711, -769, 3846, -1261, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38748, -733, 3783, -1301, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38785, -738, 3782, -1237, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38822, -762, 3822, -1293, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38859, -754, 3796, -1264, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38897, -758, 3804, -1294, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38934, -745, 3838, -1258, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
38971, -741, 3835, -1291, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39009, -747, 3786, -1301, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39046, -780, 3800, -1266, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39083, -767, 3794, -1285, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39121, -782, 3844, -1291, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39158, -755, 3832, -1299, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39196, -752, 3780, -1284, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39236, -767, 3838, -1351, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39276, -810, 3802, -1318, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39316, -773, 3796, -1292, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39357, -757, 3831, -1326, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39397, -784, 3771, -1282, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39437, -807, 3833, -1294, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39478, -792, 3813, -1296, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39518, -815, 3806, -1299, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39558, -791, 3791, -1273, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39599, -810, 3787, -1296, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39636, -805, 3795, -1298, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39674, -808, 3807, -1288, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39711, -805, 3823, -1297, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39749, -813, 3782, -1272, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39786, -810, 3780, -1283, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39824, -786, 3816, -1303, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39861, -768, 3813, -1315, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39899, -760, 3743, -1287, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39936, -799, 3843, -1312, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
39974, -832, 3836, -1308, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40012, -837, 3799, -1272, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40052, -786, 3790, -1308, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40092, -791, 3771, -1261, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40132, -809, 3831, -1298, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40172, -788, 3822, -1310, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40212, -765, 3824, -1285, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40252, -783, 3811, -1290, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40292, -788, 3799, -1288, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40332, -795, 3810, -1284, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40372, -760, 3786, -1307, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40413, -763, 3766, -1292, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40453, -789, 3823, -1311, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40493, -822, 3801, -1265, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40533, -785, 3810, -1327, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40574, -772, 3786, -1277, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40614, -790, 3799, -1308, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40654, -789, 3757, -1294, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40695, -793, 3795, -1292, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40735, -763, 3835, -1310, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40775, -773, 3835, -1329, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40816, -759, 3789, -1293, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40853, -776, 3838, -1324, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40890, -783, 3823, -1298, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40927, -795, 3779, -1301, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
40964, -764, 3802, -1313, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41001, -773, 3800, -1317, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41038, -770, 3808, -1301, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41075, -756, 3807, -1311, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41112, -768, 3788, -1308, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41149, -770, 3792, -1319, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41186, -772, 3767, -1299, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41223, -782, 3818, -1323, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41262, -746, 3825, -1294, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41301, -712, 3790, -1294, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41340, -781, 3804, -1331, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41379, -781, 3794, -1299, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41418, -788, 3824, -1339, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41457, -738, 3828, -1326, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41496, -744, 3763, -1287, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41535, -743, 3839, -1332, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41574, -724, 3794, -1283, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41614, -760, 3819, -1317, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41650, -775, 3799, -1295, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41687, -748, 3807, -1289, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41723, -783, 3801, -1316, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41760, -757, 3787, -1294, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41796, -760, 3799, -1314, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41833, -758, 3783, -1294, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41869, -762, 3837, -1281, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41906, -766, 3790, -1355, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41942, -743, 3777, -1274, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
41979, -765, 3804, -1323, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42016, -765, 3768, -1298, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42055, -784, 3806, -1329, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42094, -753, 3795, -1352, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42133, -745, 3796, -1289, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42172, -750, 3839, -1308, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42211, -765, 3825, -1331, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42250, -744, 3789, -1314, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42289, -773, 3800, -1316, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42328, -780, 3808, -1315, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42367, -756, 3793, -1316, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42406, -772, 3785, -1310, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42451, -732, 3825, -1312, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42497, -743, 3823, -1345, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42542, -761, 3798, -1318, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42588, -732, 3774, -1355, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42634, -764, 3833, -1327, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42679, -753, 3810, -1346, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42725, -779, 3783, -1325, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42770, -761, 3813, -1321, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42816, -769, 3823, -1334, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42862, -746, 3832, -1340, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42894, -747, 3760, -1294, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42926, -757, 3844, -1352, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42959, -756, 3791, -1330, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
42991, -743, 3775, -1323, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43023, -740, 3774, -1345, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43056, -736, 3794, -1331, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43088, -761, 3814, -1330, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43120, -749, 3818, -1354, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43153, -758, 3815, -1323, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43185, -746, 3813, -1369, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43218, -748, 3805, -1303, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43262, -702, 3813, -1354, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43307, -748, 3812, -1318, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43352, -752, 3816, -1336, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43397, -746, 3747, -1306, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43442, -776, 3778, -1336, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43486, -789, 3820, -1338, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43531, -791, 3821, -1275, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43576, -751, 3775, -1290, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43621, -785, 3864, -1294, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43666, -740, 3821, -1293, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43701, -771, 3814, -1299, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43736, -735, 3819, -1308, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43771, -795, 3833, -1236, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43806, -812, 3828, -1298, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43841, -734, 3807, -1259, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43876, -727, 3783, -1245, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43911, -687, 3805, -1222, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43946, -760, 3816, -1271, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
43981, -746, 3851, -1204, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44016, -746, 3874, -1253, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44052, -767, 3785, -1222, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44088, -761, 3790, -1204, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44125, -793, 3831, -1194, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44161, -742, 3791, -1242, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44197, -740, 3752, -1177, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44234, -760, 3777, -1240, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44270, -809, 3823, -1201, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44306, -810, 3847, -1226, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44343, -789, 3845, -1268, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44379, -799, 3811, -1220, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44416, -785, 3826, -1219, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44453, -815, 3830, -1205, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44490, -778, 3811, -1245, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44527, -794, 3809, -1176, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44564, -744, 3787, -1270, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44601, -751, 3817, -1232, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44638, -765, 3824, -1273, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44675, -771, 3814, -1261, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44712, -761, 3813, -1252, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44749, -775, 3837, -1257, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44786, -762, 3818, -1263, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44825, -752, 3800, -1256, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44864, -752, 3864, -1262, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44903, -756, 3822, -1272, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44942, -770, 3823, -1280, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
44981, -765, 3801, -1297, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45020, -769, 3830, -1262, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45059, -780, 3809, -1275, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45098, -764, 3811, -1300, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45137, -770, 3846, -1251, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45176, -737, 3832, -1326, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45216, -726, 3820, -1245, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45254, -751, 3827, -1309, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45293, -758, 3797, -1289, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45331, -719, 3792, -1310, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45370, -764, 3841, -1295, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45409, -752, 3818, -1291, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45447, -744, 3825, -1280, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45486, -732, 3822, -1306, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45524, -728, 3785, -1300, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45563, -747, 3811, -1298, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45602, -752, 3807, -1303, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45644, -743, 3812, -1278, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45687, -746, 3807, -1313, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45729, -765, 3786, -1300, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45772, -762, 3820, -1287, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45814, -752, 3787, -1302, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45857, -755, 3833, -1315, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45899, -713, 3842, -1325, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45942, -696, 3801, -1290, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
45984, -748, 3813, -1335, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46027, -747, 3810, -1302, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46062, -755, 3848, -1312, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46097, -747, 3813, -1288, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46132, -738, 3811, -1307, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46167, -750, 3813, -1315, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46202, -728, 3802, -1314, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46237, -728, 3800, -1281, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46272, -746, 3821, -1317, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46307, -719, 3864, -1351, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46342, -763, 3826, -1337, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46377, -736, 3840, -1327, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46413, -721, 3808, -1306, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46453, -743, 3803, -1303, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46493, -746, 3797, -1355, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46533, -736, 3784, -1287, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46574, -755, 3796, -1343, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46614, -738, 3843, -1306, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46654, -720, 3809, -1342, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46695, -763, 3801, -1340, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46735, -722, 3787, -1334, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46775, -744, 3819, -1336, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46816, -733, 3817, -1335, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46855, -735, 3778, -1303, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46895, -727, 3835, -1340, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46934, -727, 3828, -1320, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
46974, -730, 3813, -1322, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47014, -727, 3787, -1307, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47053, -728, 3801, -1322, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47093, -752, 3814, -1337, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47133, -725, 3787, -1316, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47172, -738, 3827, -1324, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47212, -737, 3812, -1301, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47252, -722, 3788, -1345, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
47288, -763, 3818, -1286, 54, 603bfba5-9986-48a6-a808-c701d3e9df5f, , berdiri, bersedekap, , 
