117565, -1235, 3816, -861, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135482, -1129, 3751, -1101, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135521, -1139, 3758, -1127, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135560, -1145, 3784, -1114, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135599, -1125, 3771, -1104, 111, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135635, -1107, 3778, -1133, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135671, -1123, 3768, -1129, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135707, -1120, 3784, -1132, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135743, -1149, 3764, -1118, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135779, -1123, 3754, -1106, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135815, -1151, 3818, -1147, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135851, -1086, 3808, -1170, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135887, -1097, 3762, -1124, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135923, -1138, 3749, -1150, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135959, -1128, 3793, -1148, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
135995, -1131, 3806, -1157, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136035, -1105, 3736, -1123, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136075, -1114, 3745, -1152, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136115, -1147, 3792, -1155, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136155, -1118, 3797, -1119, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136195, -1114, 3760, -1117, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136235, -1130, 3799, -1130, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136275, -1135, 3815, -1135, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136315, -1111, 3758, -1139, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136355, -1094, 3728, -1118, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136396, -1118, 3803, -1121, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136436, -1103, 3765, -1176, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136476, -1099, 3783, -1095, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136516, -1148, 3791, -1150, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136557, -1140, 3789, -1102, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136597, -1120, 3808, -1117, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136637, -1106, 3747, -1149, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136678, -1099, 3750, -1098, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136718, -1152, 3806, -1118, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136758, -1117, 3801, -1115, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136799, -1120, 3779, -1102, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136836, -1106, 3766, -1106, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136873, -1116, 3784, -1111, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136911, -1109, 3729, -1098, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136948, -1128, 3767, -1114, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
136985, -1118, 3815, -1081, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137023, -1117, 3784, -1138, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137060, -1091, 3771, -1078, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137097, -1101, 3733, -1123, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137135, -1082, 3763, -1088, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137172, -1104, 3849, -1118, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137210, -1079, 3785, -1110, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137248, -1113, 3801, -1071, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137286, -1125, 3807, -1124, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137325, -1104, 3767, -1078, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137363, -1091, 3756, -1104, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137402, -1108, 3784, -1131, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137440, -1106, 3771, -1110, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137478, -1117, 3745, -1111, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137517, -1109, 3777, -1067, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137555, -1124, 3799, -1138, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137594, -1087, 3825, -1039, 110, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137633, -1089, 3782, -1108, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137672, -1098, 3708, -1076, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137711, -1094, 3744, -1129, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137750, -1123, 3792, -1095, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137789, -1079, 3801, -1079, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137828, -1156, 3823, -1105, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137867, -1151, 3809, -1102, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137906, -1103, 3745, -1088, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137945, -1103, 3777, -1107, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
137985, -1104, 3805, -1090, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138026, -1129, 3782, -1076, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138067, -1118, 3741, -1139, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138108, -1120, 3833, -1057, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138149, -1104, 3787, -1140, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138190, -1095, 3777, -1086, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138231, -1114, 3758, -1103, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138272, -1119, 3760, -1091, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138313, -1122, 3813, -1085, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138354, -1124, 3769, -1093, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138395, -1104, 3729, -1054, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138436, -1125, 3810, -1112, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138470, -1128, 3763, -1094, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138504, -1135, 3770, -1076, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138538, -1136, 3791, -1085, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138572, -1133, 3785, -1094, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138606, -1166, 3775, -1074, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138640, -1128, 3770, -1110, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138674, -1177, 3790, -1089, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138708, -1133, 3814, -1093, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138742, -1159, 3799, -1091, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138776, -1128, 3752, -1079, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138814, -1138, 3781, -1102, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138852, -1128, 3779, -1086, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138890, -1124, 3805, -1156, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138928, -1148, 3761, -1116, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
138966, -1140, 3812, -1126, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139005, -1118, 3777, -1104, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139043, -1089, 3771, -1115, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139081, -1121, 3781, -1103, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139119, -1106, 3763, -1083, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139157, -1109, 3760, -1116, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139196, -1102, 3747, -1136, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139233, -1109, 3773, -1084, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139270, -1130, 3797, -1136, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139307, -1150, 3886, -1058, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139345, -1127, 3815, -1128, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139382, -1125, 3751, -1098, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139419, -1099, 3770, -1106, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139457, -1089, 3783, -1119, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139494, -1089, 3751, -1054, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139531, -1067, 3776, -1122, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139569, -1129, 3789, -1088, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139616, -1099, 3742, -1080, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139664, -1127, 3771, -1086, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139711, -1133, 3734, -1073, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139759, -1113, 3750, -1082, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139807, -1122, 3729, -1080, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139854, -1106, 3769, -1085, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139902, -1105, 3785, -1100, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139949, -1154, 3854, -1090, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
139997, -1112, 3806, -1122, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140045, -1101, 3780, -1079, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140077, -1133, 3804, -1129, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140109, -1133, 3770, -1082, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140142, -1105, 3790, -1114, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140174, -1092, 3793, -1124, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140206, -1097, 3768, -1087, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140239, -1108, 3773, -1104, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140271, -1117, 3767, -1080, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140303, -1106, 3783, -1110, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140336, -1132, 3789, -1096, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140368, -1130, 3789, -1108, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140401, -1116, 3776, -1109, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140440, -1125, 3734, -1112, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140479, -1126, 3761, -1087, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140518, -1156, 3786, -1130, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140557, -1125, 3790, -1115, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140596, -1116, 3791, -1115, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140635, -1132, 3766, -1113, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140674, -1139, 3792, -1107, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140713, -1139, 3813, -1114, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140752, -1122, 3775, -1103, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140792, -1113, 3751, -1107, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140832, -1132, 3758, -1124, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140872, -1100, 3779, -1111, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140912, -1114, 3803, -1111, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140952, -1145, 3792, -1090, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
140992, -1144, 3793, -1108, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141032, -1133, 3762, -1101, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141072, -1120, 3763, -1096, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141112, -1124, 3765, -1136, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141152, -1124, 3821, -1100, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141192, -1115, 3768, -1176, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141233, -1118, 3753, -1105, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141269, -1152, 3737, -1142, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141306, -1142, 3755, -1125, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141342, -1126, 3797, -1155, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141379, -1151, 3737, -1113, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141416, -1154, 3771, -1118, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141452, -1125, 3762, -1121, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141489, -1150, 3757, -1129, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141525, -1125, 3772, -1131, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141562, -1130, 3774, -1119, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141599, -1136, 3793, -1127, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141635, -1130, 3760, -1131, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141671, -1142, 3745, -1129, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141707, -1136, 3732, -1157, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141743, -1116, 3749, -1111, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141779, -1145, 3773, -1161, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141815, -1146, 3763, -1075, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141851, -1135, 3791, -1161, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141887, -1149, 3755, -1131, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141923, -1119, 3766, -1112, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141959, -1107, 3776, -1156, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
141995, -1117, 3771, -1148, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142035, -1140, 3881, -1163, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142075, -1167, 3842, -1127, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142115, -1138, 3793, -1112, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142155, -1120, 3792, -1119, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142195, -1128, 3785, -1135, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142235, -1134, 3819, -1103, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142275, -1136, 3732, -1113, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142315, -1117, 3741, -1092, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142355, -1080, 3715, -1136, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142395, -1103, 3730, -1120, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142435, -1046, 3711, -1146, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142476, -1074, 3760, -1114, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142516, -1115, 3761, -1113, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142557, -1148, 3816, -1125, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142598, -1150, 3828, -1103, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142638, -1118, 3730, -1117, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142679, -1119, 3751, -1073, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142719, -1125, 3782, -1144, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142760, -1121, 3793, -1109, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142801, -1128, 3790, -1118, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142839, -1126, 3766, -1094, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142878, -1148, 3771, -1098, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142917, -1160, 3751, -1114, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142955, -1125, 3741, -1118, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
142994, -1126, 3768, -1084, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143033, -1159, 3762, -1131, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143072, -1134, 3792, -1080, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143110, -1159, 3774, -1132, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143149, -1126, 3753, -1133, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143188, -1127, 3761, -1131, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143227, -1137, 3812, -1156, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143264, -1107, 3738, -1123, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143301, -1146, 3772, -1112, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143338, -1114, 3753, -1131, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143375, -1120, 3762, -1124, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143412, -1120, 3807, -1127, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143449, -1135, 3760, -1116, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143486, -1136, 3755, -1123, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143523, -1154, 3776, -1129, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143560, -1159, 3755, -1136, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143597, -1156, 3773, -1089, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143633, -1126, 3774, -1163, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143670, -1122, 3759, -1116, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143706, -1165, 3740, -1139, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143743, -1129, 3787, -1123, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143779, -1153, 3801, -1117, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143816, -1146, 3747, -1136, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143852, -1145, 3756, -1106, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143889, -1146, 3787, -1147, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143925, -1145, 3763, -1149, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143962, -1132, 3745, -1147, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
143999, -1140, 3761, -1137, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
144041, -1146, 3754, -1113, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
144083, -1149, 3747, -1133, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
144125, -1147, 3716, -1134, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
144167, -1131, 3753, -1134, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
144209, -1138, 3707, -1189, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
144251, -1170, 3664, -1076, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
144293, -1161, 3785, -1215, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
144335, -1156, 3750, -1208, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
144377, -1164, 3763, -1144, 108, a6743fdb-7b5d-483a-8936-74f4225d67a5, , berdiri, bersedekap, , 
