26602, -1018, 3222, -2431, , 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44920, -1017, 3072, -2426, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
44962, -1027, 3124, -2471, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45004, -1026, 3074, -2438, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45046, -975, 3077, -2459, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45087, -1008, 3083, -2463, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45129, -998, 3058, -2435, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45171, -999, 3103, -2447, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45213, -1034, 3128, -2472, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45255, -1029, 3136, -2495, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45294, -1023, 3126, -2451, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45333, -1005, 3062, -2477, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45373, -992, 3069, -2447, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45412, -999, 3086, -2501, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45452, -1003, 3079, -2454, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45491, -1018, 3101, -2485, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45530, -1011, 3121, -2493, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45570, -1033, 3096, -2446, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45609, -1016, 3093, -2448, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45649, -1029, 3102, -2500, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45684, -1012, 3091, -2469, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45719, -1017, 3098, -2475, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45754, -1027, 3093, -2481, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45789, -1015, 3106, -2491, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45824, -1025, 3073, -2490, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45859, -994, 3054, -2458, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45894, -1001, 3084, -2458, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45929, -1025, 3108, -2498, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45964, -1022, 3127, -2440, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
45999, -972, 3081, -2511, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46034, -999, 3063, -2494, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46079, -1005, 3068, -2463, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46124, -1013, 3091, -2499, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46170, -1005, 3129, -2507, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46215, -994, 3106, -2443, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46261, -1042, 3123, -2507, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46306, -1014, 3096, -2464, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46351, -979, 3049, -2447, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46397, -1025, 3114, -2480, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46442, -990, 3087, -2466, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46488, -1033, 3116, -2467, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46520, -1026, 3115, -2448, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46553, -993, 3090, -2470, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46586, -1022, 3117, -2456, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46618, -1011, 3096, -2493, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46651, -1000, 3112, -2412, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46684, -1003, 3078, -2513, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46717, -1023, 3085, -2451, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46749, -1019, 3098, -2474, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46782, -1016, 3114, -2495, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46815, -1020, 3114, -2456, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46848, -1000, 3101, -2459, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46889, -1029, 3085, -2467, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46931, -1013, 3094, -2468, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
46973, -993, 3095, -2467, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47014, -1015, 3120, -2463, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47056, -1023, 3099, -2466, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47098, -1019, 3100, -2471, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47139, -1003, 3099, -2468, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47181, -1011, 3109, -2477, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47223, -1036, 3116, -2460, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47265, -988, 3082, -2464, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47302, -997, 3111, -2457, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47340, -1002, 3087, -2491, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47378, -1028, 3104, -2466, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47415, -1053, 3118, -2446, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47453, -1033, 3111, -2459, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47491, -1016, 3078, -2493, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47528, -990, 3071, -2437, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47566, -1003, 3088, -2459, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47604, -1025, 3141, -2440, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47642, -1045, 3138, -2454, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47679, -1016, 3110, -2463, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47716, -1022, 3089, -2463, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47753, -1014, 3126, -2471, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47790, -1031, 3106, -2457, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47827, -1035, 3074, -2492, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47865, -1018, 3094, -2440, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47902, -1017, 3077, -2470, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47939, -966, 3096, -2503, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
47976, -976, 3079, -2463, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48013, -997, 3112, -2460, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48051, -1005, 3109, -2425, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48089, -1020, 3168, -2518, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48128, -993, 3094, -2486, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48167, -964, 3051, -2430, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48206, -1002, 3086, -2465, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48245, -1042, 3127, -2481, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48283, -1035, 3109, -2413, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48322, -997, 3100, -2505, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48361, -1030, 3129, -2487, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48400, -972, 3063, -2474, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48439, -1011, 3088, -2479, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48479, -980, 3086, -2472, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48519, -989, 3103, -2489, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48559, -991, 3110, -2524, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48599, -990, 3124, -2472, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48639, -979, 3073, -2546, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48679, -996, 3101, -2492, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48719, -1008, 3079, -2495, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48759, -1001, 3093, -2525, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48799, -967, 3072, -2495, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48840, -998, 3059, -2482, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48876, -1012, 3084, -2510, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48913, -1022, 3104, -2495, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48949, -1015, 3073, -2492, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
48986, -990, 3094, -2477, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49022, -992, 3068, -2488, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49059, -1017, 3084, -2485, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49095, -1003, 3073, -2489, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49132, -1017, 3086, -2522, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49168, -1004, 3078, -2489, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49205, -1003, 3074, -2513, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49242, -1000, 3086, -2465, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49279, -982, 3078, -2519, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49317, -1030, 3057, -2489, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49354, -1016, 3061, -2461, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49392, -1024, 3112, -2521, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49430, -980, 3091, -2516, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49467, -1008, 3069, -2452, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49505, -1014, 3100, -2491, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49542, -1016, 3117, -2509, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49580, -1017, 3094, -2488, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49618, -1036, 3095, -2489, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49658, -1021, 3117, -2466, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49698, -997, 3049, -2456, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49738, -1001, 3078, -2479, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49778, -990, 3075, -2534, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49818, -995, 3111, -2485, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49858, -1016, 3099, -2507, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49898, -999, 3115, -2463, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49938, -992, 3094, -2480, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
49978, -1017, 3092, -2472, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50019, -1058, 3082, -2436, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50056, -1056, 3106, -2491, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50093, -1021, 3085, -2497, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50131, -1036, 3060, -2441, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50168, -1020, 3055, -2501, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50206, -1004, 3105, -2478, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50243, -994, 3103, -2486, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50281, -1012, 3106, -2453, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50318, -1004, 3100, -2502, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50356, -1009, 3078, -2495, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50393, -1011, 3088, -2468, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50431, -1025, 3071, -2520, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50476, -993, 3083, -2472, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50521, -1010, 3092, -2502, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50566, -997, 3111, -2484, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50612, -971, 3070, -2501, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50657, -1010, 3107, -2497, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50702, -1011, 3067, -2481, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50748, -987, 3086, -2500, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50793, -971, 3085, -2523, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50838, -981, 3078, -2461, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50884, -997, 3106, -2522, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50919, -1004, 3102, -2498, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50954, -979, 3078, -2506, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
50989, -988, 3067, -2489, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51025, -996, 3080, -2511, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51060, -997, 3083, -2493, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51095, -988, 3106, -2521, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51130, -1004, 3060, -2518, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51166, -982, 3069, -2495, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51201, -1003, 3058, -2509, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51236, -993, 3100, -2477, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51272, -978, 3075, -2520, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51308, -1021, 3055, -2489, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51344, -998, 3097, -2497, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51380, -1027, 3109, -2516, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51416, -1015, 3084, -2501, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51453, -980, 3101, -2467, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51489, -988, 3083, -2499, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51525, -1011, 3042, -2496, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51561, -1025, 3065, -2491, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51597, -987, 3061, -2530, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51634, -1007, 3059, -2493, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51670, -971, 3102, -2518, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51706, -976, 3081, -2510, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51743, -998, 3055, -2534, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51779, -991, 3092, -2498, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51816, -1013, 3070, -2532, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51852, -983, 3072, -2499, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51889, -987, 3085, -2549, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51925, -998, 3063, -2510, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51962, -998, 3030, -2470, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
51998, -1003, 3102, -2537, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52035, -1005, 3043, -2513, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52073, -1006, 3054, -2457, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52111, -992, 3087, -2540, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52150, -1010, 3068, -2489, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52188, -1004, 3070, -2509, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52227, -990, 3064, -2494, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52265, -1008, 3062, -2513, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52303, -1026, 3095, -2493, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52342, -976, 3060, -2476, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52380, -992, 3072, -2488, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52419, -1018, 3161, -2529, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52460, -994, 3050, -2519, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52502, -985, 3076, -2495, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52543, -980, 3058, -2543, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52585, -1017, 3075, -2482, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52626, -1008, 3061, -2521, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52668, -1020, 3109, -2521, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52709, -1019, 3030, -2448, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52751, -1035, 3058, -2503, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52792, -1036, 3073, -2505, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52834, -1008, 3037, -2494, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52870, -1019, 3062, -2506, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52906, -1025, 3077, -2523, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52943, -1017, 3024, -2523, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
52979, -998, 3008, -2483, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53016, -969, 3029, -2509, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53052, -1019, 3080, -2527, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53089, -983, 3059, -2573, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53125, -982, 3083, -2498, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53162, -1040, 3089, -2572, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53198, -1016, 3051, -2512, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53235, -1009, 3048, -2528, 84, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53275, -1037, 3052, -2540, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53316, -993, 3046, -2513, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53356, -992, 3037, -2538, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53397, -1013, 3058, -2510, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53438, -1012, 3035, -2514, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53478, -1012, 3043, -2518, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53519, -1019, 3054, -2521, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53559, -1048, 3071, -2525, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53600, -1040, 3014, -2507, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53641, -1032, 3052, -2518, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53678, -1024, 3073, -2531, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53715, -986, 3053, -2531, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53752, -991, 3064, -2500, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53790, -1000, 3097, -2546, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53827, -1023, 3066, -2494, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53864, -1032, 3090, -2535, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53901, -1019, 3101, -2520, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53939, -1012, 3069, -2468, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
53976, -1009, 3066, -2526, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
54013, -980, 3078, -2524, 83, 99f14574-be2c-49c3-abfd-27c626d9e429, , berdiri, bersedekap, , 
