14628, -652, 3311, -2407, , b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32616, -920, 3502, -1837, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32655, -917, 3491, -1817, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32694, -908, 3423, -1818, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32733, -966, 3453, -1797, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32772, -968, 3552, -1845, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32809, -963, 3542, -1826, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32847, -951, 3565, -1811, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32885, -956, 3558, -1829, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32923, -940, 3522, -1828, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32961, -947, 3495, -1862, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
32999, -966, 3536, -1765, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33037, -950, 3495, -1884, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33075, -933, 3492, -1806, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33113, -949, 3537, -1863, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33151, -988, 3565, -1848, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33189, -942, 3537, -1811, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33233, -949, 3555, -1840, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33277, -984, 3530, -1829, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33322, -971, 3547, -1840, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33366, -945, 3531, -1821, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33411, -938, 3526, -1820, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33455, -939, 3529, -1839, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33499, -951, 3555, -1835, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33544, -960, 3503, -1850, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33588, -989, 3545, -1791, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33633, -946, 3545, -1852, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33667, -935, 3558, -1834, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33701, -925, 3523, -1873, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33735, -958, 3541, -1814, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33770, -926, 3526, -1861, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33804, -935, 3587, -1848, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33838, -913, 3494, -1794, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33873, -943, 3538, -1853, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33907, -954, 3551, -1839, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33941, -918, 3541, -1837, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
33976, -956, 3552, -1852, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34016, -940, 3593, -1870, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34056, -935, 3517, -1837, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34096, -936, 3523, -1829, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34137, -912, 3535, -1862, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34177, -945, 3545, -1814, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34217, -931, 3544, -1869, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34257, -951, 3521, -1823, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34298, -942, 3538, -1846, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34338, -916, 3533, -1879, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34378, -902, 3501, -1828, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34419, -938, 3552, -1854, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34455, -926, 3524, -1822, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34491, -926, 3518, -1857, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34527, -917, 3543, -1856, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34564, -943, 3532, -1866, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34600, -951, 3515, -1841, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34636, -921, 3544, -1842, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34673, -935, 3523, -1890, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34709, -909, 3540, -1796, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34745, -931, 3550, -1876, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34782, -913, 3507, -1867, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34820, -932, 3512, -1857, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34859, -903, 3514, -1865, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34898, -945, 3528, -1839, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34936, -954, 3527, -1832, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
34975, -905, 3544, -1857, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35014, -912, 3547, -1839, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35052, -921, 3522, -1857, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35091, -900, 3531, -1823, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35130, -927, 3533, -1831, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35169, -952, 3523, -1833, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35206, -912, 3559, -1812, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35244, -879, 3516, -1892, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35281, -913, 3544, -1815, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35319, -898, 3466, -1845, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35357, -966, 3558, -1811, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35394, -903, 3588, -1877, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35432, -923, 3531, -1821, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35470, -924, 3498, -1790, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35507, -914, 3476, -1806, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35545, -906, 3516, -1823, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35583, -934, 3497, -1816, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35621, -924, 3531, -1830, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35659, -928, 3557, -1836, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35697, -916, 3533, -1865, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35735, -971, 3580, -1805, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35773, -894, 3546, -1918, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35811, -902, 3545, -1776, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35849, -920, 3512, -1880, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35887, -925, 3542, -1832, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35925, -919, 3554, -1840, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
35964, -875, 3564, -1883, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36005, -919, 3500, -1836, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36046, -924, 3529, -1866, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36087, -913, 3532, -1859, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36128, -900, 3553, -1882, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36169, -899, 3539, -1843, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36210, -899, 3540, -1871, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36251, -907, 3523, -1887, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36292, -931, 3545, -1827, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36333, -891, 3516, -1879, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36374, -896, 3565, -1819, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36416, -916, 3507, -1887, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36452, -911, 3541, -1827, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36489, -917, 3544, -1853, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36525, -890, 3528, -1863, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36562, -924, 3554, -1844, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36598, -941, 3525, -1858, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36635, -929, 3567, -1875, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36671, -895, 3497, -1852, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36708, -914, 3525, -1854, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36744, -919, 3569, -1859, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36781, -977, 3642, -1845, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36819, -945, 3542, -1884, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36858, -964, 3528, -1796, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36896, -882, 3482, -1832, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36935, -935, 3491, -1845, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
36974, -910, 3448, -1838, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37012, -919, 3488, -1838, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37051, -930, 3531, -1893, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37089, -909, 3497, -1829, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37128, -914, 3532, -1861, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37167, -958, 3547, -1841, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37203, -955, 3522, -1839, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37240, -927, 3519, -1849, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37276, -920, 3533, -1848, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37313, -926, 3516, -1823, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37350, -927, 3533, -1887, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37386, -913, 3572, -1834, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37423, -918, 3496, -1877, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37460, -928, 3581, -1788, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37496, -930, 3534, -1873, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37533, -952, 3547, -1822, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37570, -914, 3520, -1816, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37610, -921, 3520, -1874, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37650, -931, 3506, -1810, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37691, -929, 3528, -1864, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37731, -911, 3524, -1846, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37772, -911, 3562, -1854, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37812, -910, 3561, -1853, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37852, -923, 3528, -1838, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37893, -908, 3545, -1829, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37933, -954, 3520, -1836, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
37974, -930, 3526, -1853, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38013, -935, 3555, -1854, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38052, -915, 3517, -1832, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38091, -927, 3518, -1832, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38131, -943, 3522, -1868, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38170, -941, 3552, -1841, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38209, -911, 3546, -1877, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38249, -934, 3538, -1809, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38288, -945, 3522, -1839, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38327, -948, 3529, -1846, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38367, -928, 3546, -1837, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38403, -911, 3535, -1825, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38440, -957, 3557, -1830, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38476, -944, 3548, -1851, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38513, -942, 3519, -1825, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38550, -951, 3528, -1842, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38586, -970, 3535, -1828, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38623, -911, 3528, -1855, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38660, -935, 3520, -1843, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38696, -934, 3533, -1852, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38733, -945, 3544, -1833, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38770, -957, 3550, -1862, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38813, -900, 3526, -1833, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38856, -937, 3538, -1835, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38899, -947, 3531, -1863, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38942, -918, 3504, -1843, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
38985, -936, 3527, -1845, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39028, -938, 3530, -1830, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39071, -956, 3566, -1852, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39114, -962, 3506, -1824, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39157, -932, 3516, -1856, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39200, -933, 3529, -1834, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39234, -922, 3564, -1865, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39268, -936, 3519, -1840, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39302, -916, 3519, -1860, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39336, -966, 3532, -1850, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39370, -925, 3521, -1876, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39404, -924, 3508, -1837, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39438, -922, 3539, -1843, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39472, -908, 3541, -1880, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39506, -926, 3556, -1846, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39540, -916, 3510, -1837, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39574, -946, 3538, -1836, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39611, -915, 3500, -1863, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39649, -954, 3535, -1861, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39686, -941, 3565, -1870, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39724, -938, 3536, -1838, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39762, -915, 3554, -1840, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39799, -902, 3532, -1883, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39837, -897, 3507, -1879, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39874, -911, 3532, -1852, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39912, -921, 3563, -1880, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39950, -893, 3501, -1837, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
39992, -941, 3543, -1842, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40034, -931, 3534, -1857, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40077, -909, 3518, -1853, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40119, -893, 3528, -1856, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40162, -893, 3555, -1866, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40204, -913, 3563, -1842, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40246, -936, 3550, -1882, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40289, -913, 3546, -1864, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40331, -938, 3533, -1882, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40374, -881, 3533, -1828, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40411, -847, 3539, -1863, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40448, -914, 3550, -1880, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40485, -901, 3527, -1864, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40522, -926, 3546, -1874, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40559, -915, 3605, -1827, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40596, -902, 3532, -1859, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40633, -913, 3547, -1838, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40670, -942, 3539, -1824, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40707, -928, 3539, -1847, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40744, -929, 3480, -1818, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40782, -926, 3463, -1828, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40820, -924, 3370, -1835, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40859, -916, 3537, -1878, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40897, -879, 3505, -1787, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40936, -917, 3547, -1824, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
40975, -907, 3585, -1864, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41013, -932, 3580, -1817, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41052, -911, 3566, -1873, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41090, -906, 3510, -1829, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41129, -889, 3530, -1827, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41168, -906, 3537, -1862, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41205, -907, 3528, -1830, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41242, -890, 3551, -1860, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41280, -895, 3574, -1864, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41317, -939, 3530, -1854, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
41355, -930, 3552, -1831, 55, b9a4ebb2-c786-47f8-9d5a-a27409b8a868, , berdiri, bersedekap, , 
