85531, 436, 3760, -674, 65, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102778, 286, 3988, -1009, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102823, 306, 3959, -1024, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102868, 285, 3924, -1026, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102913, 296, 3925, -1007, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102958, 302, 3990, -994, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
102992, 283, 3962, -995, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103026, 259, 3943, -995, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103060, 308, 3968, -984, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103094, 294, 4024, -1023, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103128, 276, 3978, -1038, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103162, 288, 3933, -1017, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103196, 246, 3946, -1013, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103230, 285, 3988, -1015, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103264, 277, 3982, -1017, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103298, 293, 3955, -997, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103332, 273, 3892, -1028, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103376, 278, 3959, -1005, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103420, 255, 3944, -1004, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103464, 266, 3975, -1021, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103508, 265, 3981, -992, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103552, 262, 3973, -1010, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103596, 269, 3971, -1000, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103640, 243, 3948, -1019, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103684, 274, 3935, -1032, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103728, 285, 3968, -985, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103772, 284, 3985, -1024, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103803, 266, 3966, -1033, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103834, 247, 3969, -1007, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103866, 269, 3962, -1027, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103897, 275, 3961, -1020, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103929, 277, 3970, -1023, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103960, 269, 3964, -1008, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
103992, 263, 3956, -1024, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104023, 267, 3966, -1016, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104055, 240, 3963, -1016, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104086, 262, 3981, -1017, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104118, 277, 3958, -1021, 70, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104163, 266, 3983, -1001, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104209, 284, 3962, -999, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104254, 260, 3959, -1010, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104300, 262, 3953, -1020, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104345, 283, 3987, -983, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104391, 267, 3975, -1031, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104436, 279, 3943, -1039, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104482, 252, 3956, -995, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104527, 281, 3985, -1021, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104573, 260, 3973, -1028, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104606, 266, 3959, -1008, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104640, 265, 3957, -1012, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104673, 230, 3930, -1028, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104707, 259, 3949, -996, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104740, 259, 3971, -1039, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104774, 275, 3987, -1032, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104807, 259, 3952, -1000, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104841, 264, 3976, -1021, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104874, 299, 4002, -1016, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104908, 290, 3981, -1035, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104946, 314, 3976, -1052, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
104985, 341, 4072, -991, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105024, 318, 4029, -1096, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105063, 256, 3888, -1037, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105102, 188, 3893, -1007, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105141, 175, 3947, -906, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105180, 103, 3895, -914, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105219, 297, 3970, -924, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105258, 297, 3973, -940, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105297, 320, 3961, -976, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105336, 296, 3960, -975, 71, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105374, 305, 3992, -969, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105412, 276, 4002, -972, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105450, 287, 3966, -942, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105488, 279, 3951, -950, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105527, 271, 3997, -999, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105565, 305, 3998, -993, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105603, 351, 3991, -943, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105641, 345, 4010, -987, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105679, 287, 3916, -961, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105718, 239, 3922, -973, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105755, 294, 3949, -977, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105792, 319, 3998, -967, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105829, 333, 3959, -929, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105866, 325, 3990, -941, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105903, 326, 3961, -962, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105940, 346, 3966, -953, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
105977, 335, 3995, -972, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106014, 339, 3975, -943, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106051, 320, 3986, -938, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106088, 321, 3985, -935, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106126, 309, 3975, -962, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106167, 302, 3995, -959, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106208, 296, 4020, -928, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106249, 296, 3972, -981, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106290, 295, 3960, -953, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106331, 289, 3974, -944, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106372, 307, 3995, -974, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106413, 327, 3963, -945, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106454, 332, 3963, -940, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106495, 313, 3968, -940, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106537, 327, 3981, -964, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106573, 339, 3963, -953, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106610, 338, 3980, -953, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106647, 340, 3991, -969, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106683, 325, 3959, -953, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106720, 340, 3993, -976, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106757, 328, 3958, -968, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106793, 337, 3970, -936, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106830, 314, 3973, -1002, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106867, 296, 3959, -968, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106904, 301, 3971, -964, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106947, 305, 3982, -986, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
106991, 297, 3981, -966, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107034, 280, 3979, -970, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107078, 309, 3978, -987, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107121, 324, 3978, -988, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107165, 300, 3978, -983, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107208, 325, 3959, -975, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107252, 304, 3952, -988, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107295, 299, 3978, -984, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107339, 306, 3987, -974, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107383, 311, 3949, -997, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107415, 318, 3964, -996, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107447, 333, 3965, -981, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107479, 314, 3963, -1013, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107511, 303, 3957, -973, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107543, 307, 3980, -988, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107575, 277, 3995, -1003, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107607, 270, 3980, -971, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107639, 290, 3942, -986, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107671, 264, 3964, -1006, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107703, 295, 3966, -988, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107740, 301, 3963, -1013, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107778, 315, 3978, -994, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107816, 285, 3946, -996, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107854, 285, 3957, -995, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107892, 291, 3980, -992, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107930, 289, 3959, -996, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
107968, 311, 3945, -1008, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108006, 301, 3980, -980, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108044, 301, 3970, -1031, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108082, 311, 3962, -983, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108120, 315, 3977, -991, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108163, 319, 3979, -1021, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108206, 320, 3970, -990, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108250, 318, 3951, -982, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108293, 316, 3978, -1030, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108337, 314, 3975, -1003, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108380, 292, 3970, -1022, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108423, 288, 3951, -1006, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108467, 307, 3976, -1009, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108510, 323, 3971, -1006, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108554, 304, 3957, -1002, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108587, 300, 3974, -994, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108621, 288, 3960, -1010, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108655, 327, 3965, -1033, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108689, 323, 3984, -995, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108723, 307, 3981, -1039, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108756, 325, 3960, -996, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108790, 283, 3961, -1003, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108824, 325, 3982, -1025, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108858, 347, 3974, -1019, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108892, 330, 3954, -1008, 74, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108932, 309, 3955, -1028, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
108973, 319, 3938, -1022, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109014, 301, 3960, -1022, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109055, 287, 3970, -1031, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109096, 280, 3958, -1030, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109137, 297, 3977, -1008, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109178, 292, 3955, -1010, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109219, 296, 3972, -1025, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109260, 292, 3934, -1028, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109301, 301, 3961, -1034, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109342, 325, 3983, -980, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109376, 321, 3958, -1036, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109411, 292, 3927, -1000, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109445, 307, 3947, -1024, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109480, 306, 3924, -1032, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109515, 329, 3959, -1003, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109549, 317, 3962, -1010, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109584, 307, 3940, -1013, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109618, 298, 3951, -1020, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109653, 300, 3970, -1025, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109688, 305, 3978, -1009, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109732, 306, 3949, -1030, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109777, 285, 3976, -1002, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109822, 307, 3983, -993, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109867, 305, 3977, -997, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109912, 287, 3962, -1024, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
109957, 302, 3977, -1005, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110002, 283, 3988, -1018, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110047, 288, 3971, -1025, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110092, 283, 3950, -976, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110137, 292, 3980, -1009, 75, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110171, 318, 3971, -1013, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110206, 321, 3969, -979, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110240, 285, 3960, -987, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110275, 276, 3952, -1005, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110309, 278, 3963, -1001, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110344, 285, 3953, -999, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110378, 297, 3977, -1011, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110413, 278, 3966, -1008, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110447, 266, 3947, -999, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110482, 273, 3966, -988, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110517, 305, 3957, -1010, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110554, 287, 3968, -1027, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110592, 281, 3976, -1022, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110630, 309, 3993, -999, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110667, 291, 3967, -1033, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110705, 280, 3957, -1011, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110743, 284, 3975, -1015, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110780, 399, 4043, -995, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110818, 301, 3978, -1026, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110856, 292, 3946, -1006, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110894, 318, 3976, -1014, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110931, 287, 3949, -1027, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
110969, 281, 3958, -995, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111006, 286, 3989, -1035, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111044, 291, 3962, -1038, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111081, 290, 3935, -1030, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111119, 299, 3961, -1043, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111156, 339, 4005, -1034, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111194, 326, 3940, -1028, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111231, 308, 3953, -1041, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111269, 331, 3968, -1030, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111307, 334, 3974, -1030, 76, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111345, 325, 3967, -1055, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111383, 301, 3959, -1012, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111421, 289, 3967, -1041, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111459, 307, 3961, -1033, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111498, 291, 3962, -1028, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111536, 335, 3960, -1054, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111574, 317, 3982, -1049, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111612, 322, 3944, -1041, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111650, 288, 3944, -1042, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111689, 300, 3972, -1072, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111734, 324, 3953, -1040, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111779, 330, 3944, -1055, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111824, 282, 3958, -1070, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111869, 301, 3962, -1048, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111914, 282, 3968, -1063, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
111959, 309, 3962, -1051, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112004, 316, 3941, -1067, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
112049, 331, 3962, -1052, 78, 95eabba9-0f9b-4d22-a661-ff343442962b, , berdiri, bersedekap, , 
