116326, 214, 4030, 379, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133757, 34, 4058, -682, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133801, 3, 4042, -717, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133846, 27, 4037, -651, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133891, 7, 4031, -689, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133936, 1, 4049, -680, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
133981, 47, 4071, -690, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134016, 27, 4027, -691, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134052, -8, 4038, -675, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134088, 6, 4050, -690, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134124, -6, 4045, -703, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134160, -28, 4049, -679, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134196, -3, 4051, -670, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134232, 2, 4010, -673, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134268, -13, 4049, -684, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134304, -15, 4052, -678, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134340, 17, 4039, -643, 88, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134375, 43, 4046, -679, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134411, -4, 4018, -684, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134447, -5, 4033, -651, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134482, 19, 4068, -652, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134518, 16, 4053, -688, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134554, 31, 4012, -679, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134590, -6, 4040, -670, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134625, 14, 4065, -689, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134661, -11, 4046, -671, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134697, -17, 4046, -673, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134733, -27, 4045, -668, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134773, -13, 4069, -692, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134813, 13, 4043, -687, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134853, -14, 4043, -663, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134893, -11, 4032, -688, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134934, 8, 4042, -654, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
134974, -11, 4047, -679, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135014, 1, 4050, -696, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135054, -6, 4051, -675, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135094, 9, 4055, -665, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135135, -3, 4066, -685, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135170, 16, 4026, -666, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135205, -15, 4036, -663, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135241, -1, 4062, -682, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135276, -9, 4062, -678, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135312, -8, 4041, -682, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135347, -2, 4038, -679, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135383, -6, 4079, -671, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135418, -16, 4062, -662, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135454, -16, 4050, -669, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135489, -12, 4032, -660, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135525, -2, 4028, -670, 121, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135565, 3, 4091, -682, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135606, -28, 4060, -707, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135647, -22, 4023, -644, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135688, 8, 4039, -674, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135729, 37, 4058, -687, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135769, 8, 4047, -690, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135810, 28, 4043, -707, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135851, 17, 4031, -698, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135892, -12, 4030, -680, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135933, -29, 4037, -663, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
135973, 23, 4050, -683, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136014, -9, 4036, -696, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136054, -5, 4039, -683, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136095, 8, 4048, -677, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136135, 3, 4034, -717, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136176, 39, 4018, -688, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136216, -1, 4037, -680, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136257, -9, 4021, -684, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136297, -9, 4032, -709, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136338, 5, 4041, -684, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136378, 21, 4059, -705, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136419, 5, 4037, -678, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136460, 17, 4033, -679, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136500, 4, 4032, -687, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136541, -1, 4044, -693, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136582, -10, 4056, -697, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136623, 11, 4056, -696, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136663, -4, 4026, -682, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136704, -5, 4036, -680, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136745, -30, 4052, -705, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136786, -8, 4040, -710, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136820, 21, 4006, -655, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136855, -10, 4067, -721, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136890, 12, 4029, -703, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136924, -3, 4039, -685, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136959, -10, 4046, -674, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
136994, 13, 4086, -699, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137028, 6, 4034, -706, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137063, 5, 4010, -704, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137098, -2, 4012, -686, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137133, -15, 4024, -689, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137173, -9, 4063, -696, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137213, -10, 4051, -703, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137253, -15, 4026, -718, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137294, -5, 4028, -698, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137334, -24, 4049, -709, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137374, 2, 4053, -719, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137415, 32, 4043, -670, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137455, 15, 4057, -699, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137495, -21, 4005, -691, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137536, 4, 4045, -699, 120, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137571, 13, 4051, -704, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137606, 20, 4064, -718, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137642, 8, 4034, -716, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137677, 25, 4038, -728, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137713, -28, 4046, -724, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137748, 17, 4047, -720, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137784, 15, 4055, -701, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137819, 9, 4031, -734, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137855, -9, 4015, -716, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137890, -14, 4056, -729, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137926, -9, 4045, -721, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
137966, -9, 4037, -721, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138007, -17, 4056, -698, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138048, -20, 4046, -718, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138089, -9, 4046, -686, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138130, -33, 4032, -673, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138170, 9, 4033, -710, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138211, 6, 4079, -725, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138252, -21, 4051, -684, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138293, -18, 4039, -725, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138334, -16, 4038, -689, 118, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138370, -34, 4072, -690, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138407, -17, 4049, -717, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138444, -41, 4030, -720, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138480, -19, 4034, -713, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138517, -26, 4040, -695, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138554, -36, 4037, -709, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138591, -31, 4042, -721, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138627, -20, 4055, -639, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138664, -44, 4067, -736, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138701, -35, 4032, -689, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138738, -33, 4007, -677, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138774, -16, 4037, -697, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138811, -17, 4059, -690, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138847, -8, 4041, -695, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138884, -5, 4022, -697, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138921, -41, 4051, -684, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138957, -29, 4044, -705, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
138994, -12, 4069, -670, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139030, -15, 4051, -694, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139067, -26, 4032, -692, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139104, -28, 4036, -683, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139145, -25, 4033, -694, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139186, -19, 4015, -703, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139228, -27, 4054, -656, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139269, -30, 4058, -700, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139311, -35, 4033, -658, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139352, -3, 4021, -664, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139393, -21, 4060, -682, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139435, -12, 4044, -674, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139476, -11, 4019, -685, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139518, -35, 4036, -693, 117, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139554, -23, 4029, -692, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139590, -10, 4051, -682, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139627, -8, 4054, -698, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139663, -1, 4059, -702, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139700, -13, 4009, -684, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139736, -7, 4032, -696, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139773, -24, 4051, -669, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139809, -22, 4033, -713, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139846, -6, 4046, -653, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139882, -3, 4058, -686, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139919, -24, 4020, -677, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
139959, -23, 4028, -675, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140000, -10, 4045, -666, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140041, 11, 4067, -703, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140081, -20, 4021, -687, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140122, -15, 4058, -686, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140163, -19, 4025, -678, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140203, -16, 4031, -692, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140244, -23, 4060, -676, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140285, -33, 4028, -688, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140326, -42, 4036, -697, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140365, -22, 4040, -680, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140404, -33, 4068, -701, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140443, -38, 4007, -708, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140482, -18, 4011, -694, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140521, -19, 4040, -705, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140560, -51, 4057, -729, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140599, -27, 4019, -653, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140638, -28, 4032, -680, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140677, -11, 4063, -730, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140716, -22, 4051, -684, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140755, -16, 4016, -693, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140793, -16, 4048, -720, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140831, -35, 4057, -735, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140870, -16, 4032, -721, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140908, -44, 4027, -706, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140947, -24, 4043, -707, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
140985, -19, 4032, -708, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141023, -38, 4043, -691, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141062, -40, 4071, -690, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141100, -25, 4028, -703, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141139, -7, 4041, -675, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141177, -27, 4037, -694, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141216, -36, 4049, -724, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141255, -31, 4039, -688, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141293, -14, 4042, -711, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141332, -6, 4045, -726, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141371, -10, 4031, -712, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141409, -20, 4033, -717, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141448, -35, 4010, -730, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141487, -23, 4037, -728, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141526, -30, 4058, -700, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141563, -32, 4048, -739, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141600, -40, 4031, -741, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141637, -43, 4028, -723, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141674, -12, 4048, -734, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141711, -31, 4022, -752, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141748, -7, 4016, -723, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141785, -28, 4015, -717, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141822, -12, 4013, -718, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141859, -13, 4028, -756, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141896, -40, 4016, -742, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141934, -29, 4054, -738, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
141974, -37, 4020, -747, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142014, -3, 4019, -747, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142054, -20, 4038, -772, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142094, -26, 4005, -738, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142134, -37, 4030, -739, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142174, -20, 4041, -770, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142214, -16, 4023, -758, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142254, -38, 4009, -757, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142294, -14, 4044, -765, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142335, -45, 4018, -790, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142371, 10, 4004, -788, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142408, -23, 4052, -764, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142445, -31, 4040, -798, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142482, -2, 4019, -747, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142519, -11, 4033, -756, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142556, 21, 4049, -787, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142593, -2, 4032, -779, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142630, -9, 4023, -776, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142667, 31, 4035, -760, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142704, -16, 4030, -754, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142741, -3, 4024, -756, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
142780, -4, 3996, -748, 116, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
