14652, -1102, 3827, -1022, , a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30481, -1033, 3858, -1070, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30520, -1018, 3815, -1009, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30559, -1022, 3822, -1042, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30598, -1026, 3855, -1039, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30637, -1015, 3809, -1053, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30676, -1034, 3847, -1034, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30711, -1043, 3782, -1023, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30747, -1037, 3813, -1056, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30783, -1032, 3732, -1066, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30819, -1033, 3806, -999, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30855, -1006, 3870, -1041, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30891, -1031, 3872, -1060, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30927, -1046, 3824, -1093, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30963, -1020, 3799, -1077, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
30999, -1023, 3786, -1093, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31035, -1034, 3827, -1058, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31071, -1024, 3854, -1053, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31116, -1011, 3872, -1066, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31161, -995, 3833, -1067, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31206, -953, 3802, -1084, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31251, -974, 3816, -1066, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31296, -980, 3790, -1054, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31341, -982, 3838, -1064, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31386, -1084, 3791, -1022, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31431, -951, 3835, -1080, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31476, -990, 3821, -1018, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31522, -1004, 3791, -1081, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31554, -987, 3794, -1045, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31586, -991, 3836, -1069, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31618, -1016, 3898, -1077, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31650, -1013, 3825, -1040, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31682, -1015, 3810, -1033, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31715, -990, 3823, -1044, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31747, -982, 3833, -1075, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31779, -1010, 3859, -1067, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31811, -980, 3768, -1053, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31843, -982, 3823, -1031, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31876, -986, 3841, -1102, 75, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31917, -985, 3852, -1016, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31958, -1000, 3801, -1044, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
31999, -1016, 3831, -1065, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32040, -1008, 3835, -1044, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32081, -1003, 3840, -1067, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32122, -981, 3820, -1011, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32163, -1002, 3831, -1029, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32204, -1014, 3856, -1070, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32245, -996, 3813, -1044, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32286, -989, 3834, -1040, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32322, -984, 3830, -1040, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32359, -982, 3801, -1100, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32395, -1053, 3869, -961, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32432, -963, 3856, -1066, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32469, -1016, 3869, -997, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32505, -1001, 3793, -1027, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32542, -1006, 3814, -1022, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32578, -1023, 3886, -1014, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32615, -1019, 3861, -1044, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32652, -1000, 3826, -1003, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32690, -1005, 3780, -1018, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32729, -1015, 3776, -999, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32767, -1034, 3874, -1051, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32806, -1040, 3880, -1027, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32844, -1059, 3829, -987, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32883, -1043, 3813, -1028, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32921, -1069, 3770, -1007, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32960, -1014, 3802, -1000, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
32998, -1065, 3868, -1023, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33037, -1080, 3823, -1046, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33076, -1049, 3827, -981, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33118, -1048, 3855, -1056, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33160, -1057, 3822, -994, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33202, -1095, 3799, -992, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33244, -1088, 3773, -1010, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33286, -1098, 3709, -1005, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33328, -1114, 3847, -1054, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33370, -1104, 3864, -1041, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33412, -1036, 3756, -1102, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33454, -1074, 3863, -991, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33496, -1032, 3809, -1126, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33530, -1101, 3875, -990, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33565, -1078, 3774, -1044, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33599, -1121, 3809, -1040, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33634, -1082, 3857, -997, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33668, -1063, 3834, -1059, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33703, -1087, 3813, -987, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33737, -1088, 3790, -1037, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33772, -1084, 3765, -1006, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33806, -1099, 3827, -994, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33841, -1056, 3896, -989, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33876, -1096, 3789, -948, 76, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33916, -1054, 3765, -1046, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33956, -1042, 3794, -1047, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
33996, -1072, 3834, -1028, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34036, -1119, 3804, -1060, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34076, -1092, 3788, -1037, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34116, -1074, 3816, -1004, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34156, -1083, 3822, -1067, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34196, -1086, 3844, -1020, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34236, -1082, 3836, -1039, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34276, -1063, 3787, -1035, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34317, -1058, 3791, -1024, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34358, -1095, 3853, -1071, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34399, -1041, 3808, -1038, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34441, -1024, 3811, -1095, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34482, -1055, 3862, -1037, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34523, -1014, 3848, -1080, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34565, -1029, 3872, -1083, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34606, -1024, 3784, -1095, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34647, -1008, 3769, -1066, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34689, -1024, 3816, -1092, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34724, -1046, 3844, -1072, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34759, -1070, 3838, -1062, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34794, -1023, 3834, -1071, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34829, -1006, 3787, -1089, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34864, -1007, 3813, -1132, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34899, -999, 3847, -1107, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34934, -1004, 3817, -1167, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
34969, -1012, 3802, -1055, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35004, -981, 3805, -1177, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35039, -988, 3820, -1115, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35074, -1002, 3789, -1156, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35112, -1001, 3830, -1150, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35150, -1044, 3817, -1116, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35188, -982, 3793, -1173, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35226, -997, 3797, -1141, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35264, -1032, 3846, -1127, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35302, -1016, 3812, -1104, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35340, -995, 3840, -1123, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35378, -927, 3817, -1138, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35416, -948, 3897, -968, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35455, -1017, 3868, -1205, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35494, -1035, 3867, -1110, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35533, -1090, 3851, -1086, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35573, -997, 3888, -1131, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35612, -1133, 3772, -1176, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35651, -970, 3748, -1073, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35691, -955, 3761, -1124, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35730, -918, 3848, -1145, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35769, -936, 3726, -1104, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35809, -993, 3811, -1058, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35848, -991, 3858, -1053, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35888, -1016, 3881, -1110, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35926, -1000, 3820, -1026, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
35964, -1040, 3814, -1041, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36003, -1058, 3798, -1015, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36041, -975, 3835, -1084, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36080, -976, 3825, -1025, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36118, -1015, 3787, -1089, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36156, -995, 3828, -1051, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36195, -986, 3861, -1111, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36233, -996, 3812, -1060, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36272, -1025, 3829, -1072, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36313, -1038, 3816, -1079, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36355, -1026, 3834, -1064, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36397, -1036, 3819, -1071, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36439, -1021, 3795, -1035, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36481, -1003, 3795, -1079, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36523, -1047, 3815, -1029, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36565, -1008, 3859, -1107, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36607, -1030, 3810, -1051, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36649, -1058, 3799, -1112, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36691, -1035, 3860, -1072, 77, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36725, -1026, 3800, -1065, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36759, -1030, 3811, -1076, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36794, -1031, 3788, -1039, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36828, -1022, 3805, -1051, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36862, -1010, 3814, -1081, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36897, -1039, 3815, -1031, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36931, -1049, 3840, -1044, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
36965, -1021, 3844, -1114, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37000, -1063, 3842, -1029, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37034, -984, 3856, -1093, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37069, -1020, 3800, -1021, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37107, -1043, 3827, -1084, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37145, -1049, 3848, -1059, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37183, -1005, 3838, -1080, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37221, -1016, 3828, -1049, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37260, -1036, 3809, -1045, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37298, -1013, 3827, -1052, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37336, -1009, 3826, -1047, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37374, -1015, 3826, -1078, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37412, -1017, 3818, -1045, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37451, -989, 3798, -1098, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37493, -1011, 3873, -1011, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37535, -996, 3837, -1126, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37578, -1006, 3852, -1002, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37620, -1009, 3841, -1060, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37663, -1017, 3877, -1049, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37705, -1005, 3822, -1037, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37747, -981, 3820, -1068, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37790, -994, 3804, -1023, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37832, -1008, 3838, -1073, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37875, -1018, 3815, -1028, 78, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37910, -996, 3815, -1037, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37946, -1029, 3831, -1033, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
37982, -1046, 3783, -1017, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38017, -1017, 3824, -1021, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38053, -1046, 3820, -1100, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38089, -1028, 3846, -999, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38125, -1009, 3804, -1064, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38160, -1026, 3821, -1063, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38196, -1015, 3844, -1050, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38232, -1015, 3835, -1086, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38268, -1011, 3823, -1055, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38308, -1041, 3838, -1100, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38348, -1003, 3856, -1052, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38389, -1020, 3835, -1048, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38429, -1019, 3809, -1090, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38470, -1048, 3844, -1049, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38510, -1013, 3801, -1108, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38550, -1051, 3826, -1036, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38591, -1003, 3849, -1059, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38631, -986, 3848, -1088, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38672, -994, 3804, -1075, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38711, -987, 3794, -1058, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38750, -988, 3828, -1130, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38790, -1008, 3788, -1066, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38829, -1032, 3836, -1070, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38868, -1030, 3842, -1065, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38908, -1037, 3839, -1048, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38947, -1025, 3806, -1077, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
38986, -1049, 3790, -1008, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39026, -1049, 3815, -1054, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39065, -1075, 3841, -1064, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
39105, -1048, 3812, -1013, 80, a0ca59db-a7e2-4259-971c-54bce5e4c6a3, , berdiri, bersedekap, , 
